"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUARMEY (000)",10485,2135,2997,4534,190,533,96
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",23,22,,,1,,
"Profes., científicos e intelectuales (002)",710,616,,84,6,4,
"Técnicos de nivel medio y trab. asimilados (003)",360,208,,131,19,2,
"Jefes y empleados de oficina (004)",419,417,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1498,367,35,941,43,112,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",1948,4,68,1807,68,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",709,,386,284,23,16,
"Obreros construc.,conf.,papel, fab., instr. (008)",1287,107,417,739,18,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3141,266,1943,486,10,340,96
"Otra (010)",43,43,,,,,
"Ocupación no especificada (011)",347,85,148,62,2,50,
"Hombres (012)",7547,1214,2543,3318,144,319,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",19,18,,,1,,
"Profes., científicos e intelectuales (014)",341,290,,46,4,1,
"Técnicos de nivel medio y trab. asimilados (015)",235,130,,90,14,1,
"Jefes y empleados de oficina (016)",219,217,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",609,216,18,323,17,35,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",1850,4,59,1720,66,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",585,,331,222,22,10,
"Obreros construc.,conf.,papel, fab., instr. (020)",1247,107,403,714,18,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2218,150,1636,171,2,250,9
"Otra (022)",41,41,,,,,
"Ocupación no especificada (023)",183,41,96,32,,14,
"Mujeres (024)",2938,921,454,1216,46,214,87
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,4,,,,,
"Profes., científicos e intelectuales (026)",369,326,,38,2,3,
"Técnicos de nivel medio y trab. asimilados (027)",125,78,,41,5,1,
"Jefes y empleados de oficina (028)",200,200,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",889,151,17,618,26,77,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",98,,9,87,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",124,,55,62,1,6,
"Obreros construc.,conf.,papel, fab., instr. (032)",40,,14,25,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",923,116,307,315,8,90,87
"Otra (034)",2,2,,,,,
"Ocupación no especificada (035)",164,44,52,30,2,36,
,,,,,,,
"URBANA (036)",7999,2016,2127,3326,165,280,85
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",21,20,,,1,,
"Profes., científicos e intelectuales (038)",641,557,,76,6,2,
"Técnicos de nivel medio y trab. asimilados (039)",351,205,,126,18,2,
"Jefes y empleados de oficina (040)",407,405,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1415,351,33,881,43,107,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",979,3,61,869,45,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",618,,346,233,23,16,
"Obreros construc.,conf.,papel, fab., instr. (044)",1147,104,379,641,18,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",2072,252,1174,445,10,106,85
"Otra (046)",43,43,,,,,
"Ocupación no especificada (047)",305,76,134,55,1,39,
"Hombres (048)",5449,1151,1794,2244,120,131,9
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,16,,,1,,
"Profes., científicos e intelectuales (050)",316,267,,44,4,1,
"Técnicos de nivel medio y trab. asimilados (051)",229,129,,86,13,1,
"Jefes y empleados de oficina (052)",211,209,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",575,204,17,305,17,32,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",924,3,52,825,43,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",497,,294,171,22,10,
"Obreros construc.,conf.,papel, fab., instr. (056)",1119,104,367,626,18,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1339,139,968,155,2,66,9
"Otra (058)",41,41,,,,,
"Ocupación no especificada (059)",181,39,96,32,,14,
"Mujeres (060)",2550,865,333,1082,45,149,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,4,,,,,
"Profes., científicos e intelectuales (062)",325,290,,32,2,1,
"Técnicos de nivel medio y trab. asimilados (063)",122,76,,40,5,1,
"Jefes y empleados de oficina (064)",196,196,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",840,147,16,576,26,75,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",55,,9,44,2,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",121,,52,62,1,6,
"Obreros construc.,conf.,papel, fab., instr. (068)",28,,12,15,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",733,113,206,290,8,40,76
"Otra (070)",2,2,,,,,
"Ocupación no especificada (071)",124,37,38,23,1,25,
,,,,,,,
"RURAL (072)",2486,119,870,1208,25,253,11
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,2,,,,,
"Profes., científicos e intelectuales (074)",69,59,,8,,2,
"Técnicos de nivel medio y trab. asimilados (075)",9,3,,5,1,,
"Jefes y empleados de oficina (076)",12,12,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",83,16,2,60,,5,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",969,1,7,938,23,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",91,,40,51,,,
"Obreros construc.,conf.,papel, fab., instr. (080)",140,3,38,98,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1069,14,769,41,,234,11
"Ocupación no especificada (083)",42,9,14,7,1,11,
"Hombres (084)",2098,63,749,1074,24,188,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",25,23,,2,,,
"Técnicos de nivel medio y trab. asimilados (087)",6,1,,4,1,,
"Jefes y empleados de oficina (088)",8,8,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",34,12,1,18,,3,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",926,1,7,895,23,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",88,,37,51,,,
"Obreros construc.,conf.,papel, fab., instr. (092)",128,3,36,88,,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",879,11,668,16,,184,
"Ocupación no especificada (095)",2,2,,,,,
"Mujeres (096)",388,56,121,134,1,65,11
"Profes., científicos e intelectuales (098)",44,36,,6,,2,
"Técnicos de nivel medio y trab. asimilados (099)",3,2,,1,,,
"Jefes y empleados de oficina (100)",4,4,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",49,4,1,42,,2,
