"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAYLLOMA (000)",32911,3055,35,9086,11510,2446,2975,1287,2517
"Agric., ganadería, caza y silvicultura (001)",18212,2302,27,6406,6214,945,886,557,875
"Pesca (002)",36,1,,12,17,4,1,,1
"Explotación de minas y canteras (003)",800,10,,76,321,93,143,49,108
"Industrias manufactureras (004)",1584,69,3,244,611,182,268,71,136
"Suministro de electricidad, gas y agua (005)",49,,,3,20,6,10,6,4
"Construcción (006)",1665,80,1,411,763,137,133,56,84
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3793,277,2,857,1351,386,457,181,282
"Venta, mant.y rep. veh.autom.y motoc. (008)",339,5,1,33,122,34,77,28,39
"Comercio al por mayor (009)",208,7,,23,86,15,27,16,34
"Comercio al por menor (010)",3246,265,1,801,1143,337,353,137,209
"Hoteles y restaurantes (011)",1382,106,1,340,527,144,118,71,75
"Trans., almac. y comunicaciones (012)",1446,19,,224,692,147,181,90,93
"Intermediación financiera (013)",24,,,,3,4,6,1,10
"Activid.inmobil., empres. y de alquiler (014)",615,17,,51,164,84,125,51,123
"Admin.pub. y defensa; p. segur.soc.afil (015)",528,18,,44,127,49,155,28,107
"Enseñanza (016)",759,3,,1,57,57,246,31,364
"Servicios sociales y de salud (017)",342,8,,14,27,39,95,20,139
"Otras activ. serv.comun.soc y personales (018)",611,30,,115,227,80,79,28,52
"Hogares privados con servicio doméstico (019)",309,24,1,97,134,23,15,10,5
"Actividad economica no especificada (021)",756,91,,191,255,66,57,37,59
"Hombres (022)",20176,932,14,5179,7863,1622,1978,947,1641
"Agric., ganadería, caza y silvicultura (023)",11451,739,11,3792,4425,693,685,446,660
"Pesca (024)",33,1,,10,16,4,1,,1
"Explotación de minas y canteras (025)",769,7,,73,313,91,142,46,97
"Industrias manufactureras (026)",992,10,1,115,436,119,166,52,93
"Suministro de electricidad, gas y agua (027)",47,,,3,20,6,9,6,3
"Construcción (028)",1566,62,1,374,735,132,128,56,78
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1484,41,1,281,538,159,224,94,146
"Venta, mant.y rep. veh.autom.y motoc. (030)",310,5,1,31,108,30,73,25,37
"Comercio al por mayor (031)",114,1,,12,47,11,11,13,19
"Comercio al por menor (032)",1060,35,,238,383,118,140,56,90
"Hoteles y restaurantes (033)",427,5,,66,188,55,50,30,33
"Trans., almac. y comunicaciones (034)",1334,17,,212,647,135,159,84,80
"Intermediación financiera (035)",15,,,,2,3,3,1,6
"Activid.inmobil., empres. y de alquiler (036)",432,8,,40,123,63,79,35,84
"Admin.pub. y defensa; p. segur.soc.afil (037)",395,9,,27,91,39,122,25,82
"Enseñanza (038)",325,1,,,26,25,102,14,157
"Servicios sociales y de salud (039)",148,1,,3,6,18,39,14,67
"Otras activ. serv.comun.soc y personales (040)",369,9,,76,150,47,37,19,31
"Hogares privados con servicio doméstico (041)",36,1,,16,15,3,1,,
"Actividad economica no especificada (043)",353,21,,91,132,30,31,25,23
"Mujeres (044)",12735,2123,21,3907,3647,824,997,340,876
