"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LAMPA (000)",12830,12108,94,2564,2439,1926,2712,1498,715,160,722,42453
"De 12 a 14 años (001)",18,12,1,8,3,,,,,,6,14
"De 15 a 19 años (002)",291,264,10,222,28,4,,,,,27,290
"De 20 a 24 años (003)",1305,1062,15,711,260,63,12,1,,,243,1475
"De 25 a 29 años (004)",1536,1341,9,523,498,209,97,4,1,,195,2583
"De 30 a 34 años (005)",1411,1318,10,307,441,292,229,36,2,1,93,3297
"De 35 a 39 años (006)",1448,1395,6,207,339,320,392,108,23,,53,4449
"De 40 a 44 años (007)",1246,1220,8,109,216,243,379,183,68,14,26,4805
"De 45 a 49 años (008)",1096,1081,3,93,163,186,303,216,99,18,15,4740
"De 50 y más años (009)",4479,4415,32,384,491,609,1300,950,522,127,64,20800
"Sin nivel (010)",2539,2484,21,257,277,352,703,505,292,77,55,11518
"De 15 a 19 años (012)",3,3,1,2,,,,,,,,2
"De 20 a 24 años (013)",9,8,1,5,2,,,,,,1,9
"De 25 a 29 años (014)",31,26,1,7,9,6,1,1,1,,5,61
"De 30 a 34 años (015)",42,38,,8,8,11,10,1,,,4,109
"De 35 a 39 años (016)",63,57,,9,8,12,18,7,3,,6,212
"De 40 a 44 años (017)",87,83,1,12,8,9,24,18,8,3,4,371
"De 45 a 49 años (018)",122,120,,6,17,12,38,31,11,5,2,590
"De 50 y más años (019)",2182,2149,17,208,225,302,612,447,269,69,33,10164
"Educacion Inicial (020)",15,14,,3,6,5,,,,,1,30
"De 20 a 24 años (023)",2,2,,1,1,,,,,,,3
"De 25 a 29 años (024)",3,3,,1,,2,,,,,,7
"De 30 a 34 años (025)",5,5,,,4,1,,,,,,11
