"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUANUCO (000)",90485,20828,12570,43648,1826,8879,2734
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",198,177,,,21,,
"Profes., científicos e intelectuales (002)",10512,9055,,1301,130,25,1
"Técnicos de nivel medio y trab. asimilados (003)",3500,2065,,1213,190,31,1
"Jefes y empleados de oficina (004)",3073,3006,,35,,32,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",13456,3118,123,8447,385,1381,2
"Agricult.trabaj.calif.agrop.y pesqueros (006)",18485,,1,17796,688,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",5477,,1463,3637,221,156,
"Obreros construc.,conf.,papel, fab., instr. (008)",8743,836,2138,5583,120,65,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",25236,1776,8665,5080,42,6944,2729
"Otra (010)",451,451,,,,,
"Ocupación no especificada (011)",1354,344,180,556,29,245,
"Hombres (012)",61447,11354,10987,32223,1379,5295,209
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",132,119,,,13,,
"Profes., científicos e intelectuales (014)",5392,4365,,920,99,8,
"Técnicos de nivel medio y trab. asimilados (015)",2395,1290,,953,134,18,
"Jefes y empleados de oficina (016)",1460,1431,,16,,13,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",5894,1819,54,3506,216,298,1
"Agricult.trabaj.calif.agrop.y pesqueros (018)",16844,,1,16258,585,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",4554,,1331,2929,194,100,
"Obreros construc.,conf.,papel, fab., instr. (020)",8515,822,2096,5426,110,60,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",15260,909,7384,1982,12,4766,207
"Otra (022)",412,412,,,,,
"Ocupación no especificada (023)",589,187,121,233,16,32,
"Mujeres (024)",29038,9474,1583,11425,447,3584,2525
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",66,58,,,8,,
"Profes., científicos e intelectuales (026)",5120,4690,,381,31,17,1
"Técnicos de nivel medio y trab. asimilados (027)",1105,775,,260,56,13,1
"Jefes y empleados de oficina (028)",1613,1575,,19,,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",7562,1299,69,4941,169,1083,1
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1641,,,1538,103,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",923,,132,708,27,56,
"Obreros construc.,conf.,papel, fab., instr. (032)",228,14,42,157,10,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",9976,867,1281,3098,30,2178,2522
"Otra (034)",39,39,,,,,
"Ocupación no especificada (035)",765,157,59,323,13,213,
,,,,,,,
"URBANA (036)",58112,20060,6712,25001,1195,2861,2283
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",185,164,,,21,,
"Profes., científicos e intelectuales (038)",10224,8797,,1276,127,23,1
"Técnicos de nivel medio y trab. asimilados (039)",3397,2001,,1179,187,29,1
"Jefes y empleados de oficina (040)",2986,2920,,34,,32,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",12443,2960,111,7703,375,1292,2
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2538,,1,2435,102,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",4506,,1319,2840,212,135,
"Obreros construc.,conf.,papel, fab., instr. (044)",7409,767,1782,4707,107,45,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",13010,1682,3338,4463,39,1210,2278
"Otra (046)",445,445,,,,,
"Ocupación no especificada (047)",969,324,161,364,25,95,
"Hombres (048)",35067,10915,5842,16111,853,1185,161
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",123,110,,,13,,
"Profes., científicos e intelectuales (050)",5248,4241,,904,96,7,
"Técnicos de nivel medio y trab. asimilados (051)",2328,1253,,926,133,16,
"Jefes y empleados de oficina (052)",1416,1387,,16,,13,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",5511,1728,51,3246,212,273,1
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2170,,1,2083,86,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",3865,,1198,2384,190,93,
"Obreros construc.,conf.,papel, fab., instr. (056)",7210,753,1742,4575,98,41,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",6285,851,2741,1803,11,720,159
"Otra (058)",407,407,,,,,
"Ocupación no especificada (059)",504,185,109,174,14,22,
"Mujeres (060)",23045,9145,870,8890,342,1676,2122
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",62,54,,,8,,
"Profes., científicos e intelectuales (062)",4976,4556,,372,31,16,1
"Técnicos de nivel medio y trab. asimilados (063)",1069,748,,253,54,13,1
"Jefes y empleados de oficina (064)",1570,1533,,18,,19,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",6932,1232,60,4457,163,1019,1
"Agricult.trabaj.calif.agrop.y pesqueros (066)",368,,,352,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",641,,121,456,22,42,
"Obreros construc.,conf.,papel, fab., instr. (068)",199,14,40,132,9,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",6725,831,597,2660,28,490,2119
"Otra (070)",38,38,,,,,
"Ocupación no especificada (071)",465,139,52,190,11,73,
,,,,,,,
"RURAL (072)",32373,768,5858,18647,631,6018,451
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",13,13,,,,,
"Profes., científicos e intelectuales (074)",288,258,,25,3,2,
"Técnicos de nivel medio y trab. asimilados (075)",103,64,,34,3,2,
"Jefes y empleados de oficina (076)",87,86,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1013,158,12,744,10,89,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",15947,,,15361,586,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",971,,144,797,9,21,
"Obreros construc.,conf.,papel, fab., instr. (080)",1334,69,356,876,13,20,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",12226,94,5327,617,3,5734,451
"Otra (082)",6,6,,,,,
"Ocupación no especificada (083)",385,20,19,192,4,150,
"Hombres (084)",26380,439,5145,16112,526,4110,48
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",9,9,,,,,
"Profes., científicos e intelectuales (086)",144,124,,16,3,1,
"Técnicos de nivel medio y trab. asimilados (087)",67,37,,27,1,2,
"Jefes y empleados de oficina (088)",44,44,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",383,91,3,260,4,25,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",14674,,,14175,499,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",689,,133,545,4,7,
"Obreros construc.,conf.,papel, fab., instr. (092)",1305,69,354,851,12,19,
