"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",8975,58,4643,179,1,4046,48
"Otra (094)",5,5,,,,,
"Ocupación no especificada (095)",85,2,12,59,2,10,
"Mujeres (096)",5993,329,713,2535,105,1908,403
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,4,,,,,
"Profes., científicos e intelectuales (098)",144,134,,9,,1,
"Técnicos de nivel medio y trab. asimilados (099)",36,27,,7,2,,
"Jefes y empleados de oficina (100)",43,42,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",630,67,9,484,6,64,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",1273,,,1186,87,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",282,,11,252,5,14,
"Obreros construc.,conf.,papel, fab., instr. (104)",29,,2,25,1,1,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",3251,36,684,438,2,1688,403
"Otra (106)",1,1,,,,,
"Ocupación no especificada (107)",300,18,7,133,2,140,
