"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",5140,256,1819,1610,1185,270
"Otra (034)",1,,1,,,
"Ocupación no especificada (035)",383,6,119,128,88,42
,,,,,,
"URBANA (036)",8593,265,2495,3123,2115,595
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (037)",24,,3,12,7,2
"Profes., científicos e intelectuales (038)",734,,147,397,188,2
"Técnicos de nivel medio y trab. asimilados (039)",249,,80,112,52,5
"Jefes y empleados de oficina (040)",275,,116,100,58,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1002,19,308,376,243,56
"Agricult. trabaj. calif.agrop. y pesqueros (042)",2205,18,418,819,662,288
"Obreros y oper.minas, cant.,ind.manuf. y otros (043)",355,4,146,114,72,19
"Obreros construc., conf., papel, fab., instr. (044)",446,2,158,171,106,9
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (045)",2997,212,1003,923,668,191
"Otra (046)",65,,26,28,11,
"Ocupación no especificada (047)",241,10,90,71,48,22
"Hombres (048)",5299,144,1498,1912,1361,384
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (049)",17,,1,11,3,2
"Profes., científicos e intelectuales (050)",388,,65,200,121,2
"Técnicos de nivel medio y trab. asimilados (051)",177,,56,73,44,4
"Jefes y empleados de oficina (052)",168,,52,65,50,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",387,11,116,148,92,20
"Agricult. trabaj. calif.agrop. y pesqueros (054)",1759,9,327,667,530,226
"Obreros y oper.minas, cant.,ind.manuf. y otros (055)",304,4,126,93,66,15
"Obreros construc., conf., papel, fab., instr. (056)",436,2,153,168,104,9
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (057)",1486,113,530,431,317,95
"Otra (058)",65,,26,28,11,
"Ocupación no especificada (059)",112,5,46,28,23,10
"Mujeres (060)",3294,121,997,1211,754,211
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (061)",7,,2,1,4,
"Profes., científicos e intelectuales (062)",346,,82,197,67,
"Técnicos de nivel medio y trab. asimilados (063)",72,,24,39,8,1
"Jefes y empleados de oficina (064)",107,,64,35,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",615,8,192,228,151,36
"Agricult. trabaj. calif.agrop. y pesqueros (066)",446,9,91,152,132,62
"Obreros y oper.minas, cant.,ind.manuf. y otros (067)",51,,20,21,6,4
"Obreros construc., conf., papel, fab., instr. (068)",10,,5,3,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (069)",1511,99,473,492,351,96
"Ocupación no especificada (071)",129,5,44,43,25,12
,,,,,,
"RURAL (072)",22238,442,7293,7076,5626,1801
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (073)",15,,4,9,2,
"Profes., científicos e intelectuales (074)",421,,116,228,74,3
"Técnicos de nivel medio y trab. asimilados (075)",76,,40,20,14,2
"Jefes y empleados de oficina (076)",73,,38,25,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",605,6,217,218,132,32
"Agricult. trabaj. calif.agrop. y pesqueros (078)",9566,41,2441,3233,2849,1002
"Obreros y oper.minas, cant.,ind.manuf. y otros (079)",212,2,92,57,46,15
"Obreros construc., conf., papel, fab., instr. (080)",285,,139,94,50,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (081)",10577,391,4060,3058,2361,707
"Otra (082)",13,,12,1,,
"Ocupación no especificada (083)",395,2,134,133,88,38
"Hombres (084)",16388,270,5231,5250,4218,1419
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (085)",14,,3,9,2,
"Profes., científicos e intelectuales (086)",234,,57,120,54,3
"Técnicos de nivel medio y trab. asimilados (087)",51,,23,13,14,1
"Jefes y empleados de oficina (088)",48,,22,16,10,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",235,4,76,86,51,18
"Agricult. trabaj. calif.agrop. y pesqueros (090)",8288,30,2080,2887,2449,842
"Obreros y oper.minas, cant.,ind.manuf. y otros (091)",135,1,49,37,36,12
"Obreros construc., conf., papel, fab., instr. (092)",282,,137,93,50,2
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (093)",6948,234,2714,1940,1527,533
"Otra (094)",12,,11,1,,
"Ocupación no especificada (095)",141,1,59,48,25,8
"Mujeres (096)",5850,172,2062,1826,1408,382
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (097)",1,,1,,,
"Profes., científicos e intelectuales (098)",187,,59,108,20,
"Técnicos de nivel medio y trab. asimilados (099)",25,,17,7,,1
"Jefes y empleados de oficina (100)",25,,16,9,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",370,2,141,132,81,14
"Agricult. trabaj. calif.agrop. y pesqueros (102)",1278,11,361,346,400,160
"Obreros y oper.minas, cant.,ind.manuf. y otros (103)",77,1,43,20,10,3
"Obreros construc., conf., papel, fab., instr. (104)",3,,2,1,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (105)",3629,157,1346,1118,834,174
"Otra (106)",1,,1,,,
"Ocupación no especificada (107)",254,1,75,85,63,30
