"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",3101,,,,615,1133,613,645,95
"Superior no univ. completo (036)",3631,,,,,1158,1010,1277,186
"Superior univ. incompleto (037)",1878,,,,430,731,290,372,55
"Superior univ. completo (038)",2821,,,,,626,737,1250,208
"Hombres (040)",43412,1784,4326,5528,5023,6424,5657,10588,4082
"Sin nivel (041)",5823,1784,355,90,109,187,491,1395,1412
"Educación inicial (042)",1173,,1111,23,11,19,9,,
"Primaria (043)",17035,,2860,3429,957,1491,1755,4549,1994
"Secundaria (044)",14010,,,1986,3473,3071,2268,2837,375
"Superior no univ. incompleto (045)",1468,,,,272,528,270,341,57
"Superior no univ. completo (046)",1519,,,,,457,401,582,79
"Superior univ. incompleto (047)",985,,,,201,387,133,228,36
"Superior univ. completo (048)",1399,,,,,284,330,656,129
"Mujeres (050)",43493,1725,4313,5262,4662,6796,6461,10587,3687
"Sin nivel (051)",7131,1725,318,65,80,198,727,2261,1757
"Educación inicial (052)",1214,,1129,33,20,27,5,,
"Primaria (053)",17188,,2866,3171,911,1733,2279,4760,1468
"Secundaria (054)",11900,,,1993,3079,2846,1934,1829,219
"Superior no univ. incompleto (055)",1633,,,,343,605,343,304,38
"Superior no univ. completo (056)",2112,,,,,701,609,695,107
"Superior univ. incompleto (057)",893,,,,229,344,157,144,19
"Superior univ. completo (058)",1422,,,,,342,407,594,79
,,,,,,,,,
"RURAL (060)",63745,3099,7492,9147,7076,8651,8034,14347,5899
"Sin nivel (061)",13965,3099,987,193,236,622,1376,4170,3282
"Educación inicial (062)",1957,,1819,89,7,18,24,,
"Primaria (063)",32521,,4686,6521,2183,4071,4253,8344,2463
"Secundaria (064)",13512,,,2344,4406,3271,1955,1433,103
"Superior no univ. incompleto (065)",638,,,,198,256,101,77,6
"Superior no univ. completo (066)",608,,,,,216,198,166,28
"Superior univ. incompleto (067)",250,,,,46,122,43,37,2
"Superior univ. completo (068)",294,,,,,75,84,120,15
"Hombres (070)",32974,1598,3760,4806,3855,4537,4022,7320,3076
"Sin nivel (071)",5948,1598,497,125,116,261,561,1455,1335
"Educación inicial (072)",999,,932,46,4,10,7,,
"Primaria (073)",17259,,2331,3386,1163,2056,2072,4631,1620
"Secundaria (074)",7807,,,1249,2432,1862,1186,992,86
"Superior no univ. incompleto (075)",348,,,,116,127,51,48,6
"Superior no univ. completo (076)",333,,,,,118,95,100,20
"Superior univ. incompleto (077)",136,,,,24,69,24,19,
"Superior univ. completo (078)",144,,,,,34,26,75,9
"Mujeres (080)",30771,1501,3732,4341,3221,4114,4012,7027,2823
"Sin nivel (081)",8017,1501,490,68,120,361,815,2715,1947
"Educación inicial (082)",958,,887,43,3,8,17,,
"Primaria (083)",15262,,2355,3135,1020,2015,2181,3713,843
"Secundaria (084)",5705,,,1095,1974,1409,769,441,17
"Superior no univ. incompleto (085)",290,,,,82,129,50,29,
"Superior no univ. completo (086)",275,,,,,98,103,66,8
"Superior univ. incompleto (087)",114,,,,22,53,19,18,2
"Superior univ. completo (088)",150,,,,,41,58,45,6
