"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YUNGUYO (000)",18839,1506,1420,11491,133,4051,238
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",38,38,,,,,
"Profes., científicos e intelectuales (002)",833,702,,121,2,8,
"Técnicos de nivel medio y trab. asimilados (003)",137,73,,57,4,3,
"Jefes y empleados de oficina (004)",168,165,,,,3,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2083,164,3,1619,19,278,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",7139,,1,7105,31,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1344,,154,1079,56,55,
"Obreros construc.,conf., papel, fab., instr. (008)",1157,84,461,585,15,12,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",5522,145,783,698,4,3654,238
"Otra (010)",97,97,,,,,
"Ocupación no especificada (011)",321,38,18,227,2,36,
"Hombres (012)",10750,1009,1129,7453,103,1041,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",34,34,,,,,
"Profes., científicos e intelectuales (014)",517,434,,78,1,4,
"Técnicos de nivel medio y trab. asimilados (015)",95,44,,46,3,2,
"Jefes y empleados de oficina (016)",122,120,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",889,96,1,741,10,41,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",4876,,1,4847,26,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",982,,124,768,48,42,
"Obreros construc.,conf., papel, fab., instr. (020)",1118,84,456,554,13,11,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",1894,79,532,343,1,924,15
"Otra (022)",96,96,,,,,
"Ocupación no especificada (023)",127,22,15,76,1,13,
"Mujeres (024)",8089,497,291,4038,30,3010,223
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,4,,,,,
"Profes., científicos e intelectuales (026)",316,268,,43,1,4,
"Técnicos de nivel medio y trab. asimilados (027)",42,29,,11,1,1,
"Jefes y empleados de oficina (028)",46,45,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1194,68,2,878,9,237,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",2263,,,2258,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",362,,30,311,8,13,
"Obreros construc.,conf., papel, fab., instr. (032)",39,,5,31,2,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",3628,66,251,355,3,2730,223
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",194,16,3,151,1,23,
,,,,,,,
"URBANA (036)",6530,1092,460,3797,71,962,148
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,23,,,,,
"Profes., científicos e intelectuales (038)",674,576,,89,1,8,
"Técnicos de nivel medio y trab. asimilados (039)",114,69,,38,4,3,
"Jefes y empleados de oficina (040)",133,131,,,,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1376,84,3,1068,14,207,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",1298,,,1281,17,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",627,,49,533,26,19,
"Obreros construc.,conf., papel, fab., instr. (044)",437,40,106,274,9,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1663,97,292,430,,696,148
"Otra (046)",45,45,,,,,
"Ocupación no especificada (047)",140,27,10,84,,19,
"Hombres (048)",3610,686,344,2232,52,284,12
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,21,,,,,
"Profes., científicos e intelectuales (050)",386,328,,54,,4,
"Técnicos de nivel medio y trab. asimilados (051)",76,42,,29,3,2,
"Jefes y empleados de oficina (052)",94,93,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",536,49,1,447,8,31,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",850,,,836,14,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",434,,35,367,19,13,
"Obreros construc.,conf., papel, fab., instr. (056)",405,40,101,249,8,7,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",688,53,199,206,,218,12
"Otra (058)",44,44,,,,,
"Ocupación no especificada (059)",76,16,8,44,,8,
"Mujeres (060)",2920,406,116,1565,19,678,136
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",2,2,,,,,
"Profes., científicos e intelectuales (062)",288,248,,35,1,4,
"Técnicos de nivel medio y trab. asimilados (063)",38,27,,9,1,1,
"Jefes y empleados de oficina (064)",39,38,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",840,35,2,621,6,176,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",448,,,445,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",193,,14,166,7,6,
"Obreros construc.,conf., papel, fab., instr. (068)",32,,5,25,1,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",975,44,93,224,,478,136
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",64,11,2,40,,11,
,,,,,,,
"RURAL (072)",12309,414,960,7694,62,3089,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",15,15,,,,,
"Profes., científicos e intelectuales (074)",159,126,,32,1,,
"Técnicos de nivel medio y trab. asimilados (075)",23,4,,19,,,
"Jefes y empleados de oficina (076)",35,34,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",707,80,,551,5,71,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",5841,,1,5824,14,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",717,,105,546,30,36,
"Obreros construc.,conf., papel, fab., instr. (080)",720,44,355,311,6,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",3859,48,491,268,4,2958,90
"Otra (082)",52,52,,,,,
"Ocupación no especificada (083)",181,11,8,143,2,17,
"Hombres (084)",7140,323,785,5221,51,757,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",13,13,,,,,
"Profes., científicos e intelectuales (086)",131,106,,24,1,,
"Técnicos de nivel medio y trab. asimilados (087)",19,2,,17,,,
"Jefes y empleados de oficina (088)",28,27,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",353,47,,294,2,10,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",4026,,1,4011,12,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",548,,89,401,29,29,
"Obreros construc.,conf., papel, fab., instr. (092)",713,44,355,305,5,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1206,26,333,137,1,706,3
"Otra (094)",52,52,,,,,
"Ocupación no especificada (095)",51,6,7,32,1,5,
"Mujeres (096)",5169,91,175,2473,11,2332,87
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
"Profes., científicos e intelectuales (098)",28,20,,8,,,
