"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",2,1,1,,,,,,,,1,
"De 25 a 29 años (024)",3,2,,,1,,1,,,,1,7
"De 30 a 34 años (025)",1,1,,,,,,1,,,,7
"De 35 a 39 años (026)",2,2,,,,,2,,,,,10
"Primaria (030)",4183,4116,1132,378,429,424,734,528,296,195,67,13779
"De 12 a 14 años (031)",691,689,685,4,,,,,,,2,4
"De 15 a 19 años (032)",364,361,279,69,11,2,,,,,3,97
"De 20 a 24 años (033)",361,345,67,123,111,30,14,,,,16,494
"De 25 a 29 años (034)",334,326,15,54,101,87,60,7,2,,8,842
"De 30 a 34 años (035)",375,365,19,29,66,83,113,47,5,3,10,1277
"De 35 a 39 años (036)",373,367,7,22,31,61,147,72,21,6,6,1615
"De 40 a 44 años (037)",402,400,10,17,28,56,111,113,47,18,2,2058
"De 45 a 49 años (038)",310,307,9,13,19,36,77,80,47,26,3,1706
"De 50 y más años (039)",973,956,41,47,62,69,212,209,174,142,17,5686
"Secundaria (040)",2572,2517,1389,392,260,176,201,63,25,11,55,3027
"De 12 a 14 años (041)",470,467,467,,,,,,,,3,
"De 15 a 19 años (042)",920,913,792,107,11,3,,,,,7,138
"De 20 a 24 años (043)",410,388,96,177,94,16,5,,,,22,433
"De 25 a 29 años (044)",272,263,21,72,83,45,41,1,,,9,551
"De 30 a 34 años (045)",152,149,7,19,31,39,47,4,2,,3,443
"De 35 a 39 años (046)",127,123,1,8,21,39,40,9,5,,4,429
"De 40 a 44 años (047)",73,72,1,3,6,15,26,18,3,,1,314
"De 45 a 49 años (048)",56,55,1,3,5,7,19,14,5,1,1,259
"De 50 y más años (049)",92,87,3,3,9,12,23,17,10,10,5,460
"Sup. no Univ. incompleta (050)",175,170,69,39,25,14,14,4,4,1,5,263
"De 15 a 19 años (052)",38,38,35,2,1,,,,,,,4
"De 20 a 24 años (053)",44,41,25,14,2,,,,,,3,18
"De 25 a 29 años (054)",29,28,3,18,4,2,1,,,,1,36
"De 30 a 34 años (055)",11,11,1,4,4,2,,,,,,18
"De 35 a 39 años (056)",13,12,,1,6,3,2,,,,1,30
"De 40 a 44 años (057)",9,9,,,3,2,2,1,1,,,34
"De 45 a 49 años (058)",10,10,1,,1,3,4,,,1,,40
"De 50 y más años (059)",21,21,4,,4,2,5,3,3,,,83
"Sup. no Univ. completa (060)",271,264,47,62,62,38,31,12,9,3,7,622
"De 20 a 24 años (063)",29,27,13,11,3,,,,,,2,17
"De 25 a 29 años (064)",50,47,14,15,11,5,2,,,,3,60
"De 30 a 34 años (065)",49,47,9,18,15,4,1,,,,2,64
"De 35 a 39 años (066)",54,54,3,9,18,12,10,1,1,,,138
"De 40 a 44 años (067)",32,32,2,3,7,10,5,4,1,,,103
"De 45 a 49 años (068)",13,13,2,,1,4,3,,2,1,,56
"De 50 y más años (069)",44,44,4,6,7,3,10,7,5,2,,184
"Sup. Univ. incompleta (070)",144,131,31,39,21,10,19,6,2,3,13,284
"De 15 a 19 años (072)",8,8,8,,,,,,,,,
"De 20 a 24 años (073)",37,30,11,17,2,,,,,,7,21
"De 25 a 29 años (074)",25,20,5,8,7,,,,,,5,22
"De 30 a 34 años (075)",18,17,2,5,6,2,2,,,,1,33
"De 35 a 39 años (076)",17,17,2,5,2,2,6,,,,,40
"De 40 a 44 años (077)",10,10,,2,2,2,3,1,,,,31
"De 45 a 49 años (078)",8,8,1,,,2,1,3,,1,,42
"De 50 y más años (079)",21,21,2,2,2,2,7,2,2,2,,95
"Sup. Univ. completa (080)",382,350,86,79,67,52,45,15,5,1,32,723
"De 20 a 24 años (083)",19,14,8,3,2,,1,,,,5,11
"De 25 a 29 años (084)",58,49,30,14,5,,,,,,9,24
"De 30 a 34 años (085)",96,88,23,31,25,4,5,,,,8,115
"De 35 a 39 años (086)",61,55,14,13,6,12,8,2,,,6,110
"De 40 a 44 años (087)",44,42,3,5,15,8,9,2,,,2,109
"De 45 a 49 años (088)",32,32,1,3,4,12,11,,1,,,106
"De 50 y más años (089)",72,70,7,10,10,16,11,11,4,1,2,248
,,,,,,,,,,,,
"URBANA (100)",5601,5485,1609,631,586,549,870,602,367,271,116,17247
"De 12 a 14 años (101)",632,628,625,3,,,,,,,4,3
"De 15 a 19 años (102)",722,715,622,85,6,1,1,,,,7,104
"De 20 a 24 años (103)",482,447,139,183,101,18,6,,,,35,463
"De 25 a 29 años (104)",436,412,60,116,120,73,41,2,,,24,766
"De 30 a 34 años (105)",446,435,41,72,103,92,101,24,2,,11,1155
"De 35 a 39 años (106)",454,447,22,41,62,108,149,56,8,1,7,1570
"De 40 a 44 años (107)",413,410,11,22,50,75,122,89,33,8,3,1819
"De 45 a 49 años (108)",338,335,14,13,20,52,100,77,42,17,3,1701
"De 50 y más años (109)",1678,1656,75,96,124,130,350,354,282,245,22,9666
"Sin nivel (110)",1226,1208,56,62,87,115,272,258,196,162,18,6919
"De 12 a 14 años (111)",6,5,5,,,,,,,,1,
"De 15 a 19 años (112)",18,18,14,3,,,1,,,,,7
"De 20 a 24 años (113)",13,11,2,5,3,1,,,,,2,14
"De 25 a 29 años (114)",28,27,3,2,7,11,4,,,,1,66
"De 30 a 34 años (115)",56,54,3,3,6,13,24,5,,,2,188
"De 35 a 39 años (116)",68,67,2,2,7,12,23,16,4,1,1,302
"De 40 a 44 años (117)",76,76,1,2,6,11,22,19,14,1,,398
"De 45 a 49 años (118)",77,76,2,2,1,9,24,21,12,5,1,433
"De 50 y más años (119)",884,874,24,43,57,58,174,197,166,155,10,5511
"Educacion Inicial (120)",3,2,2,,,,,,,,1,
"De 12 a 14 años (121)",1,1,1,,,,,,,,,
"De 15 a 19 años (122)",1,1,1,,,,,,,,,
"De 25 a 29 años (124)",1,,,,,,,,,,1,
"Primaria (130)",1998,1974,503,179,197,211,380,269,142,93,24,6811
"De 12 a 14 años (131)",311,311,308,3,,,,,,,,3
"De 15 a 19 años (132)",140,139,107,30,2,,,,,,1,34
"De 20 a 24 años (133)",122,113,25,41,34,7,6,,,,9,154
"De 25 a 29 años (134)",122,119,4,26,40,28,19,2,,,3,287
"De 30 a 34 años (135)",162,160,9,16,35,40,41,17,2,,2,502
"De 35 a 39 años (136)",185,183,5,12,16,37,79,32,2,,2,721
"De 40 a 44 años (137)",203,203,6,10,20,35,60,49,16,7,,947
"De 45 a 49 años (138)",166,165,6,6,11,20,46,43,24,9,1,876
"De 50 y más años (139)",587,581,33,35,39,44,129,126,98,77,6,3287
"Secundaria (140)",1630,1595,865,223,172,132,136,45,14,8,35,2038
"De 12 a 14 años (141)",314,311,311,,,,,,,,3,
"De 15 a 19 años (142)",526,520,466,50,3,1,,,,,6,59
"De 20 a 24 años (143)",246,236,65,103,58,10,,,,,10,249
"De 25 a 29 años (144)",163,157,14,43,54,28,18,,,,6,312
"De 30 a 34 años (145)",106,106,4,13,25,30,32,2,,,,305
"De 35 a 39 años (146)",98,95,1,7,16,35,29,6,1,,3,310
"De 40 a 44 años (147)",60,59,1,3,5,14,22,13,1,,1,241
"De 45 a 49 años (148)",44,43,1,2,4,6,16,10,4,,1,193
"De 50 y más años (149)",73,68,2,2,7,8,19,14,8,8,5,369
"Sup. no Univ. incompleta (150)",145,142,63,31,20,12,9,4,2,1,3,200
"De 15 a 19 años (152)",35,35,32,2,1,,,,,,,4
"De 20 a 24 años (153)",37,34,22,10,2,,,,,,3,14
"De 25 a 29 años (154)",24,24,3,16,3,2,,,,,,28
"De 30 a 34 años (155)",5,5,1,2,1,1,,,,,,7
"De 35 a 39 años (156)",10,10,,1,5,3,1,,,,,24
"De 40 a 44 años (157)",9,9,,,3,2,2,1,1,,,34
"De 45 a 49 años (158)",8,8,1,,1,2,3,,,1,,33
"De 50 y más años (159)",17,17,4,,4,2,3,3,1,,,56
"Sup. no Univ. completa (160)",207,201,31,48,46,31,24,10,8,3,6,504
"De 20 a 24 años (163)",22,20,9,8,3,,,,,,2,14
"De 25 a 29 años (164)",35,32,8,12,8,4,,,,,3,40
"De 30 a 34 años (165)",34,33,5,13,12,3,,,,,1,46
"De 35 a 39 años (166)",44,44,2,8,13,10,9,1,1,,,117
"De 40 a 44 años (167)",24,24,2,2,4,7,4,4,1,,,83
"De 45 a 49 años (168)",10,10,2,,,4,2,,1,1,,41
"De 50 y más años (169)",38,38,3,5,6,3,9,5,5,2,,163
"Sup. Univ. incompleta (170)",113,102,21,32,15,8,16,5,2,3,11,241
"De 15 a 19 años (172)",2,2,2,,,,,,,,,
"De 20 a 24 años (173)",29,23,9,13,1,,,,,,6,15
"De 25 a 29 años (174)",20,16,4,7,5,,,,,,4,17
"De 30 a 34 años (175)",17,16,2,5,5,2,2,,,,1,31
"De 35 a 39 años (176)",12,12,1,4,1,2,4,,,,,29
"De 40 a 44 años (177)",9,9,,2,2,1,3,1,,,,28
"De 45 a 49 años (178)",7,7,1,,,1,1,3,,1,,39
"De 50 y más años (179)",17,17,2,1,1,2,6,1,2,2,,82
"Sup. Univ. completa (180)",279,261,68,56,49,40,33,11,3,1,18,534
"De 20 a 24 años (183)",13,10,7,3,,,,,,,3,3
"De 25 a 29 años (184)",43,37,24,10,3,,,,,,6,16
"De 30 a 34 años (185)",66,61,17,20,19,3,2,,,,5,76
"De 35 a 39 años (186)",37,36,11,7,4,9,4,1,,,1,67
"De 40 a 44 años (187)",32,30,1,3,10,5,9,2,,,2,88
"De 45 a 49 años (188)",26,26,1,3,3,10,8,,1,,,86
"De 50 y más años (189)",62,61,7,10,10,13,10,8,2,1,1,198
,,,,,,,,,,,,
"RURAL (200)",4669,4568,1282,505,462,367,697,559,395,301,101,15949
"De 12 a 14 años (201)",543,541,539,2,,,,,,,2,2
"De 15 a 19 años (202)",660,657,529,105,19,4,,,,,3,155
"De 20 a 24 años (203)",475,450,89,182,128,34,15,2,,,25,615
"De 25 a 29 años (204)",414,400,37,73,116,84,79,9,2,,14,970
"De 30 a 34 años (205)",396,378,25,45,62,69,116,47,10,4,18,1315
"De 35 a 39 años (206)",366,355,7,22,41,44,120,74,36,11,11,1659
"De 40 a 44 años (207)",324,321,8,13,18,36,74,105,49,18,3,1779
"De 45 a 49 años (208)",274,271,8,12,17,25,58,59,53,39,3,1646
"De 50 y más años (209)",1217,1195,40,51,61,71,235,263,245,229,22,7808
"Sin nivel (210)",1304,1286,77,83,96,87,248,274,225,196,18,7553
"De 12 a 14 años (211)",7,7,6,1,,,,,,,,1
"De 15 a 19 años (212)",30,30,21,7,2,,,,,,,11
"De 20 a 24 años (213)",42,40,5,15,12,5,1,2,,,2,70
"De 25 a 29 años (214)",51,50,6,6,17,7,11,3,,,1,128
"De 30 a 34 años (215)",84,81,2,8,12,14,25,14,5,1,3,325
"De 35 a 39 años (216)",105,105,,3,12,11,31,30,13,5,,555
"De 40 a 44 años (217)",91,90,2,3,1,7,18,36,16,7,1,551
"De 45 a 49 años (218)",106,105,5,4,6,4,19,18,28,21,1,705
"De 50 y más años (219)",788,778,30,36,34,39,143,171,163,162,10,5207
"Educacion Inicial (220)",10,9,2,2,1,,3,1,,,1,26
"De 15 a 19 años (222)",3,3,1,2,,,,,,,,2
"De 20 a 24 años (223)",2,1,1,,,,,,,,1,
"De 25 a 29 años (224)",2,2,,,1,,1,,,,,7
"De 30 a 34 años (225)",1,1,,,,,,1,,,,7
"De 35 a 39 años (226)",2,2,,,,,2,,,,,10
"Primaria (230)",2185,2142,629,199,232,213,354,259,154,102,43,6968
"De 12 a 14 años (231)",380,378,377,1,,,,,,,2,1
"De 15 a 19 años (232)",224,222,172,39,9,2,,,,,2,63
"De 20 a 24 años (233)",239,232,42,82,77,23,8,,,,7,340
"De 25 a 29 años (234)",212,207,11,28,61,59,41,5,2,,5,555
"De 30 a 34 años (235)",213,205,10,13,31,43,72,30,3,3,8,775
"De 35 a 39 años (236)",188,184,2,10,15,24,68,40,19,6,4,894
"De 40 a 44 años (237)",199,197,4,7,8,21,51,64,31,11,2,1111
"De 45 a 49 años (238)",144,142,3,7,8,16,31,37,23,17,2,830
"De 50 y más años (239)",386,375,8,12,23,25,83,83,76,65,11,2399
"Secundaria (240)",942,922,524,169,88,44,65,18,11,3,20,989
"De 12 a 14 años (241)",156,156,156,,,,,,,,,
"De 15 a 19 años (242)",394,393,326,57,8,2,,,,,1,79
"De 20 a 24 años (243)",164,152,31,74,36,6,5,,,,12,184
"De 25 a 29 años (244)",109,106,7,29,29,17,23,1,,,3,239
"De 30 a 34 años (245)",46,43,3,6,6,9,15,2,2,,3,138
"De 35 a 39 años (246)",29,28,,1,5,4,11,3,4,,1,119
"De 40 a 44 años (247)",13,13,,,1,1,4,5,2,,,73
"De 45 a 49 años (248)",12,12,,1,1,1,3,4,1,1,,66
"De 50 y más años (249)",19,19,1,1,2,4,4,3,2,2,,91
"Sup. no Univ. incompleta (250)",30,28,6,8,5,2,5,,2,,2,63
"De 15 a 19 años (252)",3,3,3,,,,,,,,,
"De 20 a 24 años (253)",7,7,3,4,,,,,,,,4
"De 25 a 29 años (254)",5,4,,2,1,,1,,,,1,8
"De 30 a 34 años (255)",6,6,,2,3,1,,,,,,11
"De 35 a 39 años (256)",3,2,,,1,,1,,,,1,6
"De 45 a 49 años (258)",2,2,,,,1,1,,,,,7
"De 50 y más años (259)",4,4,,,,,2,,2,,,27
"Sup. no Univ. completa (260)",64,63,16,14,16,7,7,2,1,,1,118
"De 20 a 24 años (263)",7,7,4,3,,,,,,,,3
"De 25 a 29 años (264)",15,15,6,3,3,1,2,,,,,20
"De 30 a 34 años (265)",15,14,4,5,3,1,1,,,,1,18
"De 35 a 39 años (266)",10,10,1,1,5,2,1,,,,,21
"De 40 a 44 años (267)",8,8,,1,3,3,1,,,,,20
"De 45 a 49 años (268)",3,3,,,1,,1,,1,,,15
"De 50 y más años (269)",6,6,1,1,1,,1,2,,,,21
"Sup. Univ. incompleta (270)",31,29,10,7,6,2,3,1,,,2,43
"De 15 a 19 años (272)",6,6,6,,,,,,,,,
"De 20 a 24 años (273)",8,7,2,4,1,,,,,,1,6
"De 25 a 29 años (274)",5,4,1,1,2,,,,,,1,5
"De 30 a 34 años (275)",1,1,,,1,,,,,,,2
"De 35 a 39 años (276)",5,5,1,1,1,,2,,,,,11
"De 40 a 44 años (277)",1,1,,,,1,,,,,,3
"De 45 a 49 años (278)",1,1,,,,1,,,,,,3
"De 50 y más años (279)",4,4,,1,1,,1,1,,,,13
"Sup. Univ. completa (280)",103,89,18,23,18,12,12,4,2,,14,189
"De 20 a 24 años (283)",6,4,1,,2,,1,,,,2,8
"De 25 a 29 años (284)",15,12,6,4,2,,,,,,3,8
"De 30 a 34 años (285)",30,27,6,11,6,1,3,,,,3,39
"De 35 a 39 años (286)",24,19,3,6,2,3,4,1,,,5,43
"De 40 a 44 años (287)",12,12,2,2,5,3,,,,,,21
"De 45 a 49 años (288)",6,6,,,1,2,3,,,,,20
"De 50 y más años (289)",10,9,,,,3,1,3,2,,1,50
