"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",12143,9223,1038,852,1030
"Sin nivel (061)",388,364,19,2,3
"Educación inicial (062)",14,13,1,,
"Primaria (063)",3575,3206,240,76,53
"Secundaria (064)",4350,3680,337,155,178
"Superior no univ. incompleta (065)",780,588,54,72,66
"Superior no univ. completa (066)",1562,737,199,258,368
"Superior univ. incompleta (067)",400,243,41,45,71
"Superior univ. completa (068)",1074,392,147,244,291
"De 06 a 14 años (070)",313,275,31,7,
"Sin nivel (071)",4,4,,,
"Educación inicial (072)",3,3,,,
"Primaria (073)",187,165,17,5,
"Secundaria (074)",119,103,14,2,
"De 15 a 29 años (080)",3799,2986,349,204,260
"Sin nivel (081)",32,30,2,,
"Educación inicial (082)",6,5,1,,
"Primaria (083)",633,559,50,16,8
"Secundaria (084)",1918,1651,158,63,46
"Superior no univ. incompleta (085)",349,279,28,20,22
"Superior no univ. completa (086)",492,252,66,56,118
"Superior univ. incompleta (087)",150,105,21,7,17
"Superior univ. completa (088)",219,105,23,42,49
"De 30 a 44 años (090)",4558,3202,426,433,497
"Sin nivel (091)",84,75,5,2,2
"Educación inicial (092)",5,5,,,
"Primaria (093)",1099,975,80,30,14
"Secundaria (094)",1530,1286,108,57,79
"Superior no univ. incompleta (095)",321,236,20,37,28
"Superior no univ. completa (096)",771,345,102,152,172
"Superior univ. incompleta (097)",177,96,18,26,37
"Superior univ. completa (098)",571,184,93,129,165
"De 45 a 64 años (100)",2876,2225,192,197,262
"Sin nivel (101)",171,162,8,,1
"Primaria (103)",1261,1147,68,20,26
"Secundaria (104)",725,589,55,31,50
"Superior no univ. incompleta (105)",104,68,5,15,16
"Superior no univ. completa (106)",278,126,27,49,76
"Superior univ. incompleta (107)",67,36,2,12,17
"Superior univ. completa (108)",270,97,27,70,76
"De 65 y más años (110)",597,535,40,11,11
"Sin nivel (111)",97,93,4,,
"Primaria (113)",395,360,25,5,5
"Secundaria (114)",58,51,2,2,3
"Superior no univ. incompleta (115)",6,5,1,,
"Superior no univ. completa (116)",21,14,4,1,2
"Superior univ. incompleta (117)",6,6,,,
"Superior univ. completa (118)",14,6,4,3,1
,,,,,
"RURAL (120)",12096,11364,510,81,141
"Sin nivel (121)",1367,1329,35,3,
"Educación inicial (122)",63,62,,1,
"Primaria (123)",6816,6567,221,26,2
"Secundaria (124)",3259,3041,162,27,29
"Superior no univ. incompleta (125)",176,141,11,6,18
"Superior no univ. completa (126)",254,145,48,7,54
"Superior univ. incompleta (127)",43,32,3,2,6
"Superior univ. completa (128)",118,47,30,9,32
"De 06 a 14 años (130)",397,372,18,7,
"Sin nivel (131)",51,47,4,,
"Educación inicial (132)",10,9,,1,
"Primaria (133)",299,282,14,3,
"Secundaria (134)",37,34,,3,
"De 15 a 29 años (140)",4794,4525,178,38,53
"Sin nivel (141)",266,260,5,1,
"Educación inicial (142)",27,27,,,
"Primaria (143)",2386,2311,61,14,
"Secundaria (144)",1899,1781,90,16,12
"Superior no univ. incompleta (145)",86,71,5,4,6
"Superior no univ. completa (146)",87,50,12,1,24
"Superior univ. incompleta (147)",22,17,2,1,2
"Superior univ. completa (148)",21,8,3,1,9
"De 30 a 44 años (150)",3912,3637,185,27,63
"Sin nivel (151)",314,306,7,1,
"Educación inicial (152)",26,26,,,
"Primaria (153)",2242,2165,71,5,1
"Secundaria (154)",1030,964,54,6,6
"Superior no univ. incompleta (155)",74,60,4,1,9
"Superior no univ. completa (156)",135,75,31,6,23
"Superior univ. incompleta (157)",19,13,1,1,4
"Superior univ. completa (158)",72,28,17,7,20
"De 45 a 64 años (160)",2352,2213,108,8,23
"Sin nivel (161)",488,474,14,,
"Primaria (163)",1518,1452,61,4,1
"Secundaria (164)",274,246,17,2,9
"Superior no univ. incompleta (165)",16,10,2,1,3
"Superior no univ. completa (166)",30,19,4,,7
"Superior univ. incompleta (167)",2,2,,,
"Superior univ. completa (168)",24,10,10,1,3
"De 65 y más años (170)",641,617,21,1,2
"Sin nivel (171)",248,242,5,1,
"Primaria (173)",371,357,14,,
"Secundaria (174)",19,16,1,,2
"Superior no univ. completa (176)",2,1,1,,
"Superior univ. completa (178)",1,1,,,
