"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 30 a 34 años (045)",7581,,,,,1032,4893,1656
"De 35 a 39 años (046)",6322,,,,46,1925,3149,1202
"De 40 a 44 años (047)",5202,,,,320,2453,1509,920
"De 45 a 49 años (048)",4684,,,20,916,2425,472,851
"De 50 y más años (049)",17992,566,1868,4154,5019,2164,75,4146
,,,,,,,,
"URBANA (060)",72399,554,1865,4527,7794,14147,24203,19309
"De 12 a 14 años (061)",97,,,,,,6,91
"De 15 a 19 años (062)",1785,,,,,,960,825
"De 20 a 24 años (063)",7630,,,,,14,4167,3449
"De 25 a 29 años (064)",9808,,,,,371,6064,3373
"De 30 a 34 años (065)",9825,,,,2,1396,5946,2481
"De 35 a 39 años (066)",8822,,,,74,2741,4189,1818
"De 40 a 44 años (067)",7677,,,,464,3583,2138,1492
"De 45 a 49 años (068)",6649,,,37,1330,3386,649,1247
"De 50 y más años (069)",20106,554,1865,4490,5924,2656,84,4533
"PEA (070)",20475,18,122,694,2139,5117,6313,6072
"De 12 a 14 años (071)",13,,,,,,1,12
"De 15 a 19 años (072)",213,,,,,,118,95
"De 20 a 24 años (073)",1643,,,,,6,682,955
"De 25 a 29 años (074)",2769,,,,,123,1363,1283
"De 30 a 34 años (075)",3080,,,,2,475,1616,987
"De 35 a 39 años (076)",3256,,,,31,1029,1444,752
"De 40 a 44 años (077)",3074,,,,174,1420,808,672
"De 45 a 49 años (078)",2477,,,17,470,1253,258,479
"De 50 y más años (079)",3950,18,122,677,1462,811,23,837
"Ocupada (080)",19615,17,122,688,2098,4978,6013,5699
"De 12 a 14 años (081)",13,,,,,,1,12
"De 15 a 19 años (082)",187,,,,,,107,80
"De 20 a 24 años (083)",1480,,,,,6,625,849
"De 25 a 29 años (084)",2560,,,,,117,1279,1164
"De 30 a 34 años (085)",2935,,,,2,456,1545,932
"De 35 a 39 años (086)",3135,,,,30,984,1399,722
"De 40 a 44 años (087)",2993,,,,168,1390,783,652
"De 45 a 49 años (088)",2418,,,17,455,1228,251,467
"De 50 y más años (089)",3894,17,122,671,1443,797,23,821
"Desocupada (090)",860,1,,6,41,139,300,373
"De 15 a 19 años (092)",26,,,,,,11,15
"De 20 a 24 años (093)",163,,,,,,57,106
"De 25 a 29 años (094)",209,,,,,6,84,119
"De 30 a 34 años (095)",145,,,,,19,71,55
"De 35 a 39 años (096)",121,,,,1,45,45,30
"De 40 a 44 años (097)",81,,,,6,30,25,20
"De 45 a 49 años (098)",59,,,,15,25,7,12
"De 50 y más años (099)",56,1,,6,19,14,,16
"No PEA (100)",51924,536,1743,3833,5655,9030,17890,13237
"De 12 a 14 años (101)",84,,,,,,5,79
"De 15 a 19 años (102)",1572,,,,,,842,730
"De 20 a 24 años (103)",5987,,,,,8,3485,2494
"De 25 a 29 años (104)",7039,,,,,248,4701,2090
"De 30 a 34 años (105)",6745,,,,,921,4330,1494
"De 35 a 39 años (106)",5566,,,,43,1712,2745,1066
"De 40 a 44 años (107)",4603,,,,290,2163,1330,820
"De 45 a 49 años (108)",4172,,,20,860,2133,391,768
"De 50 y más años (109)",16156,536,1743,3813,4462,1845,61,3696
,,,,,,,,
"RURAL (120)",7124,33,134,370,724,1419,2668,1776
"De 12 a 14 años (121)",11,,,,,,1,10
"De 15 a 19 años (122)",249,,,,,,155,94
"De 20 a 24 años (123)",797,,,,,,493,304
"De 25 a 29 años (124)",972,,,,,35,630,307
"De 30 a 34 años (125)",949,,,,,132,627,190
"De 35 a 39 años (126)",861,,,,4,243,451,163
"De 40 a 44 años (127)",684,,,,33,332,200,119
"De 45 a 49 años (128)",588,,,1,70,328,94,95
"De 50 y más años (129)",2013,33,134,369,617,349,17,494
"PEA (130)",749,3,9,29,78,161,238,231
"De 12 a 14 años (131)",2,,,,,,,2
"De 15 a 19 años (132)",13,,,,,,9,4
"De 20 a 24 años (133)",69,,,,,,28,41
"De 25 a 29 años (134)",109,,,,,2,53,54
"De 30 a 34 años (135)",113,,,,,21,64,28
"De 35 a 39 años (136)",105,,,,1,30,47,27
"De 40 a 44 años (137)",85,,,,3,42,21,19
"De 45 a 49 años (138)",76,,,1,14,36,13,12
"De 50 y más años (139)",177,3,9,28,60,30,3,44
"Ocupada (140)",719,2,8,29,73,155,234,218
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",12,,,,,,9,3
"De 20 a 24 años (143)",67,,,,,,28,39
"De 25 a 29 años (144)",105,,,,,2,52,51
"De 30 a 34 años (145)",107,,,,,19,62,26
"De 35 a 39 años (146)",102,,,,,30,47,25
"De 40 a 44 años (147)",81,,,,3,40,21,17
"De 45 a 49 años (148)",73,,,1,13,35,12,12
"De 50 y más años (149)",171,2,8,28,57,29,3,44
"Desocupada (150)",30,1,1,,5,6,4,13
"De 12 a 14 años (151)",1,,,,,,,1
"De 15 a 19 años (152)",1,,,,,,,1
"De 20 a 24 años (153)",2,,,,,,,2
"De 25 a 29 años (154)",4,,,,,,1,3
"De 30 a 34 años (155)",6,,,,,2,2,2
"De 35 a 39 años (156)",3,,,,1,,,2
"De 40 a 44 años (157)",4,,,,,2,,2
"De 45 a 49 años (158)",3,,,,1,1,1,
"De 50 y más años (159)",6,1,1,,3,1,,
"No PEA (160)",6375,30,125,341,646,1258,2430,1545
"De 12 a 14 años (161)",9,,,,,,1,8
"De 15 a 19 años (162)",236,,,,,,146,90
"De 20 a 24 años (163)",728,,,,,,465,263
"De 25 a 29 años (164)",863,,,,,33,577,253
"De 30 a 34 años (165)",836,,,,,111,563,162
"De 35 a 39 años (166)",756,,,,3,213,404,136
"De 40 a 44 años (167)",599,,,,30,290,179,100
"De 45 a 49 años (168)",512,,,,56,292,81,83
"De 50 y más años (169)",1836,30,125,341,557,319,14,450
