"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia GRAU (000)",25090,24581,413,96
"Hombres (001)",12760,12557,158,45
"Mujeres (002)",12330,12024,255,51
"Menores de 1 año (003)",531,452,50,29
"Hombres (004)",263,214,29,20
"Mujeres (005)",268,238,21,9
"De 1 a 5 años (006)",3051,2916,82,53
"Hombres (007)",1561,1492,48,21
"Mujeres (008)",1490,1424,34,32
"De 6 a 14 años (009)",6172,6162,6,4
"Hombres (010)",3233,3229,2,2
"Mujeres (011)",2939,2933,4,2
"De 15 a 29 años (012)",4926,4921,5,
"Hombres (013)",2551,2548,3,
"Mujeres (014)",2375,2373,2,
"De 30 a 44 años (015)",4183,4175,7,1
"Hombres (016)",2120,2118,2,
"Mujeres (017)",2063,2057,5,1
"De 45 a 64 años (018)",3753,3710,42,1
"Hombres (019)",1883,1868,15,
"Mujeres (020)",1870,1842,27,1
"De 65 a más años (021)",2474,2245,221,8
"Hombres (022)",1149,1088,59,2
"Mujeres (023)",1325,1157,162,6
,,,,
"URBANA (024)",9980,9843,105,32
"Hombres (025)",4951,4903,35,13
"Mujeres (026)",5029,4940,70,19
"Menores de 1 año (027)",201,177,16,8
"Hombres (028)",101,86,9,6
"Mujeres (029)",100,91,7,2
"De 1 a 5 años (030)",1149,1111,17,21
"Hombres (031)",582,565,10,7
"Mujeres (032)",567,546,7,14
"De 6 a 14 años (033)",2396,2394,1,1
"Hombres (034)",1198,1197,1,
"Mujeres (035)",1198,1197,,1
"De 15 a 29 años (036)",2292,2292,,
"Hombres (037)",1160,1160,,
"Mujeres (038)",1132,1132,,
"De 30 a 44 años (039)",1767,1765,2,
"Hombres (040)",879,879,,
"Mujeres (041)",888,886,2,
"De 45 a 64 años (042)",1361,1349,12,
"Hombres (043)",683,679,4,
"Mujeres (044)",678,670,8,
"De 65 a más años (045)",814,755,57,2
"Hombres (046)",348,337,11,
"Mujeres (047)",466,418,46,2
,,,,
"RURAL (048)",15110,14738,308,64
"Hombres (049)",7809,7654,123,32
"Mujeres (050)",7301,7084,185,32
"Menores de 1 año (051)",330,275,34,21
"Hombres (052)",162,128,20,14
"Mujeres (053)",168,147,14,7
"De 1 a 5 años (054)",1902,1805,65,32
"Hombres (055)",979,927,38,14
"Mujeres (056)",923,878,27,18
"De 6 a 14 años (057)",3776,3768,5,3
"Hombres (058)",2035,2032,1,2
"Mujeres (059)",1741,1736,4,1
"De 15 a 29 años (060)",2634,2629,5,
"Hombres (061)",1391,1388,3,
"Mujeres (062)",1243,1241,2,
"De 30 a 44 años (063)",2416,2410,5,1
"Hombres (064)",1241,1239,2,
"Mujeres (065)",1175,1171,3,1
"De 45 a 64 años (066)",2392,2361,30,1
"Hombres (067)",1200,1189,11,
"Mujeres (068)",1192,1172,19,1
"De 65 a más años (069)",1660,1490,164,6
"Hombres (070)",801,751,48,2
"Mujeres (071)",859,739,116,4
