"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MOHO (000)",11279,1804,21,5142,3556,157,247,105,247
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",22,1,,10,7,,3,,1
"Profes., científicos e intelectuales (002)",322,,,,30,19,98,23,152
"Técnicos de nivel medio ytrab.asimilados (003)",51,1,,1,10,9,22,3,5
"Jefes y empleados de oficina (004)",135,,,1,62,8,31,13,20
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",481,21,,181,234,16,8,9,12
"Agricult.trabaj. calif.agrop. y pesquros (006)",5074,944,6,2511,1505,47,25,15,21
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",163,5,,50,92,6,5,4,1
"Obreros. construc., conf., papel, fab., instr (008)",182,4,,52,103,10,4,7,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",4605,794,14,2251,1446,34,33,13,20
"Otra (010)",39,,,,8,3,12,11,5
"Ocupación no especificada (011)",205,34,1,85,59,5,6,7,8
"Hombres (012)",6234,522,8,2753,2376,127,172,86,190
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",17,1,,9,3,,3,,1
"Profes., científicos e intelectuales (014)",233,,,,18,13,66,18,118
"Técnicos de nivel medio ytrab.asimilados (015)",40,1,,1,9,8,13,3,5
"Jefes y empleados de oficina (016)",98,,,,49,7,21,8,13
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",188,5,,56,105,10,1,6,5
"Agricult.trabaj. calif.agrop. y pesquros (018)",3357,346,3,1738,1173,41,24,15,17
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",123,2,,36,71,6,3,4,1
"Obreros. construc., conf., papel, fab., instr (020)",180,4,,50,103,10,4,7,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",1871,151,5,836,804,25,22,9,19
"Otra (022)",39,,,,8,3,12,11,5
"Ocupación no especificada (023)",88,12,,27,33,4,3,5,4
"Mujeres (024)",5045,1282,13,2389,1180,30,75,19,57
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",5,,,1,4,,,,
"Profes., científicos e intelectuales (026)",89,,,,12,6,32,5,34
"Técnicos de nivel medio ytrab.asimilados (027)",11,,,,1,1,9,,
"Jefes y empleados de oficina (028)",37,,,1,13,1,10,5,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",293,16,,125,129,6,7,3,7
"Agricult.trabaj. calif.agrop. y pesquros (030)",1717,598,3,773,332,6,1,,4
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",40,3,,14,21,,2,,
"Obreros. construc., conf., papel, fab., instr (032)",2,,,2,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",2734,643,9,1415,642,9,11,4,1
"Ocupación no especificada (035)",117,22,1,58,26,1,3,2,4
,,,,,,,,,
"URBANA (036)",2899,338,5,956,1141,91,148,75,145
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",8,,,1,4,,2,,1
"Profes., científicos e intelectuales (038)",196,,,,17,10,64,16,89
"Técnicos de nivel medio ytrab.asimilados (039)",36,1,,,6,9,13,2,5
