"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TARMA (000)",44297,43051,13994,6092,6234,4462,5881,3326,1889,1173,1246,108231
"De 12 a 14 años (001)",3871,3859,3848,10,1,,,,,,12,12
"De 15 a 19 años (002)",5859,5804,5209,525,57,9,4,,,,55,682
"De 20 a 24 años (003)",4745,4372,2101,1452,641,143,32,3,,,373,3316
"De 25 a 29 años (004)",4340,4019,932,1262,1122,488,199,13,3,,321,5916
"De 30 a 34 años (005)",3960,3814,514,834,1129,742,494,86,11,4,146,8102
"De 35 a 39 años (006)",4126,4032,347,614,1110,804,825,256,64,12,94,11102
"De 40 a 44 años (007)",3462,3388,220,396,670,630,908,386,141,37,74,11704
"De 45 a 49 años (008)",2923,2875,180,262,472,445,781,424,205,106,48,11584
"De 50 y más años (009)",11011,10888,643,737,1032,1201,2638,2158,1465,1014,123,55813
"Conviviente (010)",11415,11278,955,2888,2874,1754,1755,677,271,104,137,29304
"De 12 a 14 años (011)",30,23,18,5,,,,,,,7,5
"De 15 a 19 años (012)",673,633,245,335,45,6,2,,,,40,451
"De 20 a 24 años (013)",1896,1860,267,953,501,113,23,3,,,36,2407
"De 25 a 29 años (014)",2187,2163,156,748,752,360,137,10,,,24,3968
"De 30 a 34 años (015)",1945,1936,81,399,647,446,309,48,4,2,9,4702
"De 35 a 39 años (016)",1752,1744,58,203,491,404,413,142,31,2,8,5360
"De 40 a 44 años (017)",1108,1105,37,108,215,197,353,137,47,11,3,4083
"De 45 a 49 años (018)",754,751,28,53,112,119,236,122,61,20,3,3187
"De 50 y más años (019)",1070,1063,65,84,111,109,282,215,128,69,7,5141
"Separado(a) (020)",1974,1948,67,642,493,247,277,131,54,37,26,5286
"De 12 a 14 años (021)",2,,,,,,,,,,2,
"De 15 a 19 años (022)",62,59,6,50,3,,,,,,3,56
