"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia UTCUBAMBA (000)",36495,4694,9335,15528,1050,3809,514,1565
"Agric., ganadería, caza y silvicultura (001)",22684,25,7864,10657,792,3346,,
"Pesca (002)",5,,,1,,4,,
"Explotación de minas y canteras (003)",50,22,28,,,,,
"Industrias manufactureras (004)",828,58,172,537,30,31,,
"Suministro de electricidad, gas y agua (005)",29,17,11,1,,,,
"Construcción (006)",841,34,574,193,27,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3063,548,80,2066,113,256,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",331,51,52,200,21,7,,
"Comercio al por mayor (009)",194,64,8,93,12,17,,
"Comercio al por menor (010)",2538,433,20,1773,80,232,,
"Hoteles y restaurantes (011)",882,284,37,469,46,46,,
"Trans., almac. y comunicaciones (012)",1685,331,236,1079,20,19,,
"Intermediación financiera (013)",38,37,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",393,284,16,81,7,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",968,805,163,,,,,
"Enseñanza (016)",1707,1671,,33,1,2,,
"Servicios sociales y de salud (017)",327,283,4,39,,1,,
"Otras activ. serv.comun.soc y personales (018)",426,187,71,156,6,6,,
"Hogares privados con servicio doméstico (019)",514,,,,,,514,
"Actividad economica no especificada (021)",490,108,78,216,8,80,,
"Desocupado (022)",1565,,,,,,,1565
"Hombres (023)",29682,2795,8470,13312,951,2890,33,1231
"Agric., ganadería, caza y silvicultura (024)",20885,18,7229,10132,771,2735,,
"Pesca (025)",5,,,1,,4,,
"Explotación de minas y canteras (026)",46,18,28,,,,,
"Industrias manufactureras (027)",639,45,133,411,25,25,,
"Suministro de electricidad, gas y agua (028)",27,15,11,1,,,,
"Construcción (029)",814,32,554,189,26,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1723,312,77,1195,80,59,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",302,36,50,191,21,4,,
"Comercio al por mayor (032)",126,41,8,63,11,3,,
"Comercio al por menor (033)",1295,235,19,941,48,52,,
"Hoteles y restaurantes (034)",209,79,10,90,15,15,,
"Trans., almac. y comunicaciones (035)",1623,287,236,1062,19,19,,
"Intermediación financiera (036)",22,21,1,,,,,
"Activid.inmobil., empres. y alquileres (037)",297,207,15,66,6,3,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",707,623,84,,,,,
"Enseñanza (039)",894,874,,18,1,1,,
"Servicios sociales y de salud (040)",142,109,1,31,,1,,
"Otras activ. serv.comun.soc y personales (041)",240,112,62,57,5,4,,
"Hogares privados con servicio doméstico (042)",33,,,,,,33,
"Actividad economica no especificada (044)",145,43,29,59,3,11,,
"Desocupado (045)",1231,,,,,,,1231
"Mujeres (046)",6813,1899,865,2216,99,919,481,334
"Agric., ganadería, caza y silvicultura (047)",1799,7,635,525,21,611,,
"Explotación de minas y canteras (049)",4,4,,,,,,
"Industrias manufactureras (050)",189,13,39,126,5,6,,
"Suministro de electricidad, gas y agua (051)",2,2,,,,,,
"Construcción (052)",27,2,20,4,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1340,236,3,871,33,197,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",29,15,2,9,,3,,
"Comercio al por mayor (055)",68,23,,30,1,14,,
"Comercio al por menor (056)",1243,198,1,832,32,180,,
"Hoteles y restaurantes (057)",673,205,27,379,31,31,,
"Trans., almac. y comunicaciones (058)",62,44,,17,1,,,
"Intermediación financiera (059)",16,16,,,,,,
"Activid.inmobil., empres. y alquileres (060)",96,77,1,15,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",261,182,79,,,,,
"Enseñanza (062)",813,797,,15,,1,,
"Servicios sociales y de salud (063)",185,174,3,8,,,,
"Otras activ. serv.comun.soc y personales (064)",186,75,9,99,1,2,,
"Hogares privados con servicio doméstico (065)",481,,,,,,481,
"Actividad economica no especificada (067)",345,65,49,157,5,69,,
,,,,,,,,
"URBANA (068)",17141,4121,3293,6819,476,1040,448,944
"Agric., ganadería, caza y silvicultura (069)",5550,22,2054,2574,242,658,,
"Pesca (070)",4,,,1,,3,,
"Explotación de minas y canteras (071)",49,21,28,,,,,
"Industrias manufactureras (072)",717,55,146,467,26,23,,
"Suministro de electricidad, gas y agua (073)",28,17,10,1,,,,
"Construcción (074)",709,29,476,170,26,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",2756,523,73,1819,103,238,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",308,49,46,186,20,7,,
"Comercio al por mayor (077)",168,61,8,78,6,15,,
"Comercio al por menor (078)",2280,413,19,1555,77,216,,
"Hoteles y restaurantes (079)",804,276,29,413,44,42,,
"Trans., almac. y comunicaciones (080)",1471,304,181,954,17,15,,
"Intermediación financiera (081)",36,35,1,,,,,
"Activid.inmobil., empres. y alquileres (082)",366,265,12,78,7,4,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",904,749,155,,,,,
"Enseñanza (084)",1350,1316,,31,1,2,,
"Servicios sociales y de salud (085)",278,239,3,35,,1,,
"Otras activ. serv.comun.soc y personales (086)",387,169,65,142,6,5,,
"Hogares privados con servicio doméstico (087)",448,,,,,,448,
"Actividad economica no especificada (089)",340,101,60,134,4,41,,
"Desocupado (090)",944,,,,,,,944
"Hombres (091)",12450,2477,2929,5239,395,671,28,711
"Agric., ganadería, caza y silvicultura (092)",5101,16,1890,2419,235,541,,
"Pesca (093)",4,,,1,,3,,
"Explotación de minas y canteras (094)",46,18,28,,,,,
"Industrias manufactureras (095)",563,44,112,364,22,21,,
"Suministro de electricidad, gas y agua (096)",26,15,10,1,,,,
"Construcción (097)",684,27,458,166,25,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1553,295,70,1064,70,54,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",279,34,44,177,20,4,,
"Comercio al por mayor (100)",107,39,8,52,5,3,,
"Comercio al por menor (101)",1167,222,18,835,45,47,,
"Hoteles y restaurantes (102)",198,79,8,83,14,14,,
"Trans., almac. y comunicaciones (103)",1409,260,181,937,16,15,,
"Intermediación financiera (104)",22,21,1,,,,,
"Activid.inmobil., empres. y alquileres (105)",275,190,12,64,6,3,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",666,589,77,,,,,
"Enseñanza (107)",707,688,,17,1,1,,
"Servicios sociales y de salud (108)",125,96,,28,,1,,
"Otras activ. serv.comun.soc y personales (109)",220,99,60,53,5,3,,
"Hogares privados con servicio doméstico (110)",28,,,,,,28,
"Actividad economica no especificada (112)",112,40,22,42,1,7,,
"Desocupado (113)",711,,,,,,,711
"Mujeres (114)",4691,1644,364,1580,81,369,420,233
"Agric., ganadería, caza y silvicultura (115)",449,6,164,155,7,117,,
