"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia MARAÑON (000)",6142,9,64,266,528,1113,2945,1217
"De 12 a 14 años (001)",11,,,,,,1,10
"De 15 a 19 años (002)",274,,,,,,186,88
"De 20 a 24 años (003)",802,,,,,2,555,245
"De 25 a 29 años (004)",782,,,,,22,600,160
"De 30 a 34 años (005)",772,,,,,103,554,115
"De 35 a 39 años (006)",770,,,,2,168,520,80
"De 40 a 44 años (007)",565,,,,10,182,317,56
"De 45 a 49 años (008)",515,,,,33,235,183,64
"De 50 y más años (009)",1651,9,64,266,483,401,29,399
"Conviviente (010)",3143,,7,38,145,471,1889,593
"De 12 a 14 años (011)",8,,,,,,1,7
"De 15 a 19 años (012)",207,,,,,,136,71
"De 20 a 24 años (013)",588,,,,,2,429,157
"De 25 a 29 años (014)",511,,,,,10,426,75
"De 30 a 34 años (015)",461,,,,,53,345,63
"De 35 a 39 años (016)",412,,,,1,75,291,45
"De 40 a 44 años (017)",279,,,,3,91,160,25
"De 45 a 49 años (018)",224,,,,7,100,86,31
"De 50 y más años (019)",453,,7,38,134,140,15,119
"Separado(a) (020)",339,2,,10,30,66,153,78
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",26,,,,,,18,8
"De 20 a 24 años (023)",46,,,,,,34,12
"De 25 a 29 años (024)",53,,,,,2,36,15
"De 30 a 34 años (025)",48,,,,,8,29,11
"De 35 a 39 años (026)",45,,,,,15,21,9
"De 40 a 44 años (027)",31,,,,1,15,8,7
"De 45 a 49 años (028)",24,,,,5,10,6,3
"De 50 y más años (029)",64,2,,10,24,16,1,11
"Casado(a) (030)",1712,2,15,79,197,456,745,218
"De 15 a 19 años (032)",10,,,,,,10,
"De 20 a 24 años (033)",67,,,,,,57,10
"De 25 a 29 años (034)",129,,,,,5,105,19
"De 30 a 34 años (035)",207,,,,,34,157,16
"De 35 a 39 años (036)",263,,,,,56,189,18
"De 40 a 44 años (037)",218,,,,4,65,134,15
"De 45 a 49 años (038)",213,,,,15,99,81,18
"De 50 y más años (039)",605,2,15,79,178,197,12,122
"Viudo(a) (040)",579,5,41,131,137,80,48,137
"De 12 a 14 años (041)",1,,,,,,,1
"De 20 a 24 años (043)",6,,,,,,5,1
"De 25 a 29 años (044)",10,,,,,1,5,4
"De 30 a 34 años (045)",7,,,,,1,5,1
"De 35 a 39 años (046)",24,,,,,11,11,2
"De 40 a 44 años (047)",27,,,,1,9,11,6
"De 45 a 49 años (048)",38,,,,5,16,10,7
"De 50 y más años (049)",466,5,41,131,131,42,1,115
"Divorciado(a) (050)",37,,1,3,7,8,7,11
"De 20 a 24 años (053)",3,,,,,,2,1
