"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TAHUAMANU (000)",3151,3054,839,523,475,361,444,215,96,101,97,7869
"De 12 a 14 años (001)",301,298,295,2,1,,,,,,3,4
"De 15 a 19 años (002)",424,409,312,83,14,,,,,,15,111
"De 20 a 24 años (003)",461,429,112,195,90,28,3,1,,,32,478
"De 25 a 29 años (004)",425,400,52,133,128,66,21,,,,25,675
"De 30 a 34 años (005)",357,350,28,58,102,76,70,14,1,1,7,900
"De 35 a 39 años (006)",323,316,13,27,67,70,114,20,4,1,7,1055
"De 40 a 44 años (007)",252,250,11,11,31,48,91,40,13,5,2,1030
"De 45 a 49 años (008)",173,169,5,4,14,27,58,36,17,8,4,836
"De 50 y más años (009)",435,433,11,10,28,46,87,104,61,86,2,2780
"Conviviente (010)",1405,1367,113,350,315,215,228,83,35,28,38,3780
"De 12 a 14 años (011)",12,9,6,2,1,,,,,,3,4
"De 15 a 19 años (012)",127,112,39,61,12,,,,,,15,85
"De 20 a 24 años (013)",284,272,32,143,70,25,2,,,,12,367
"De 25 a 29 años (014)",280,276,19,86,98,56,17,,,,4,522
"De 30 a 34 años (015)",216,215,8,33,66,54,44,9,1,,1,582
"De 35 a 39 años (016)",194,192,6,16,36,41,75,16,2,,2,668
"De 40 a 44 años (017)",115,114,1,5,15,17,48,20,6,2,1,492
"De 45 a 49 años (018)",65,65,2,,8,10,25,8,9,3,,322
"De 50 y más años (019)",112,112,,4,9,12,17,30,17,23,,738
"Separado(a) (020)",129,128,4,25,26,15,30,17,7,4,1,468
"De 15 a 19 años (022)",4,4,,4,,,,,,,,4
"De 20 a 24 años (023)",15,15,,8,6,,,1,,,,26
"De 25 a 29 años (024)",14,14,1,8,4,1,,,,,,19
"De 30 a 34 años (025)",12,12,,1,5,3,2,1,,,,34
