"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CARAVELI (000)",17052,56,754,488,361,2310,1893,4724,1207,4396,125,281,457
"Agric., ganadería, caza y silvicultura (001)",3076,,14,17,11,,1301,,17,1716,,,
"Pesca (002)",918,,4,4,8,,592,,5,305,,,
"Explotación de minas y canteras (003)",5413,2,72,100,79,194,,4152,66,748,,,
"Industrias manufactureras (004)",419,,8,16,13,16,,338,23,5,,,
"Suministro de electricidad, gas y agua (005)",46,,1,6,7,,,2,16,14,,,
"Construcción (006)",657,,12,14,3,,,46,359,223,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1976,2,6,63,18,1376,,171,16,324,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",191,,2,8,6,28,,132,10,5,,,
"Comercio al por mayor (009)",113,2,1,13,6,77,,1,1,12,,,
"Comercio al por menor (010)",1672,,3,42,6,1271,,38,5,307,,,
"Hoteles y restaurantes (011)",943,,6,39,13,584,,3,,298,,,
"Trans., almac. y comunicaciones (012)",860,,5,22,21,1,,3,664,144,,,
"Intermediación financiera (013)",15,,1,6,7,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",349,2,41,55,55,88,,1,17,90,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",390,37,20,49,80,7,,,14,58,125,,
"Enseñanza (016)",527,12,484,,18,,,1,,12,,,
"Servicios sociales y de salud (017)",144,1,68,37,8,5,,1,3,21,,,
"Otras activ. serv.comun.soc y personales (018)",329,,11,49,11,38,,6,7,207,,,
"Hogares privados con servicio doméstico (019)",231,,,1,,1,,,,229,,,
"Actividad economica no especificada (021)",302,,1,10,9,,,,,1,,281,
"Desocupado (022)",457,,,,,,,,,,,,457
"Hombres (023)",12883,36,348,332,200,818,1692,4463,1197,3192,122,140,343
"Agric., ganadería, caza y silvicultura (024)",2596,,11,15,8,,1152,,17,1393,,,
"Pesca (025)",854,,4,4,6,,540,,5,295,,,
"Explotación de minas y canteras (026)",5093,2,61,90,67,132,,3967,66,708,,,
"Industrias manufactureras (027)",330,,6,14,10,8,,266,22,4,,,
"Suministro de electricidad, gas y agua (028)",42,,1,5,4,,,2,16,14,,,
"Construcción (029)",647,,12,12,3,,,46,357,217,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",831,1,1,33,8,472,,167,16,133,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",174,,1,5,4,20,,130,10,4,,,
"Comercio al por mayor (032)",69,1,,8,3,46,,1,1,9,,,
"Comercio al por menor (033)",588,,,20,1,406,,36,5,120,,,
"Hoteles y restaurantes (034)",179,,1,18,4,99,,3,,54,,,
"Trans., almac. y comunicaciones (035)",803,,3,10,12,1,,3,657,117,,,
"Intermediación financiera (036)",7,,1,4,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",281,2,34,43,30,88,,1,17,66,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",290,28,10,34,29,6,,,14,47,122,,
"Enseñanza (039)",191,3,175,,5,,,1,,7,,,
"Servicios sociales y de salud (040)",54,,18,17,5,1,,1,3,9,,,
"Otras activ. serv.comun.soc y personales (041)",171,,10,25,3,11,,6,7,109,,,
"Hogares privados con servicio doméstico (042)",19,,,,,,,,,19,,,
"Actividad economica no especificada (044)",152,,,8,4,,,,,,,140,
"Desocupado (045)",343,,,,,,,,,,,,343
"Mujeres (046)",4169,20,406,156,161,1492,201,261,10,1204,3,141,114
"Agric., ganadería, caza y silvicultura (047)",480,,3,2,3,,149,,,323,,,
"Pesca (048)",64,,,,2,,52,,,10,,,
"Explotación de minas y canteras (049)",320,,11,10,12,62,,185,,40,,,
"Industrias manufactureras (050)",89,,2,2,3,8,,72,1,1,,,
"Suministro de electricidad, gas y agua (051)",4,,,1,3,,,,,,,,
"Construcción (052)",10,,,2,,,,,2,6,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",1145,1,5,30,10,904,,4,,191,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",17,,1,3,2,8,,2,,1,,,
"Comercio al por mayor (055)",44,1,1,5,3,31,,,,3,,,
"Comercio al por menor (056)",1084,,3,22,5,865,,2,,187,,,
"Hoteles y restaurantes (057)",764,,5,21,9,485,,,,244,,,
"Trans., almac. y comunicaciones (058)",57,,2,12,9,,,,7,27,,,
"Intermediación financiera (059)",8,,,2,5,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",68,,7,12,25,,,,,24,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",100,9,10,15,51,1,,,,11,3,,
"Enseñanza (062)",336,9,309,,13,,,,,5,,,
"Servicios sociales y de salud (063)",90,1,50,20,3,4,,,,12,,,
"Otras activ. serv.comun.soc y personales (064)",158,,1,24,8,27,,,,98,,,
"Hogares privados con servicio doméstico (065)",212,,,1,,1,,,,210,,,
"Actividad economica no especificada (067)",150,,1,2,5,,,,,1,,141,
"Desocupado (068)",114,,,,,,,,,,,,114
,,,,,,,,,,,,,
"URBANA (069)",9842,37,612,348,288,1571,997,1531,978,2797,120,193,370
"Agric., ganadería, caza y silvicultura (070)",1665,,13,15,6,,676,,11,944,,,
"Pesca (071)",571,,4,4,5,,321,,3,234,,,
"Explotación de minas y canteras (072)",1554,,34,52,45,17,,1064,37,305,,,
"Industrias manufactureras (073)",341,,6,13,8,15,,277,18,4,,,
"Suministro de electricidad, gas y agua (074)",39,,1,4,7,,,2,14,11,,,
"Construcción (075)",508,,4,11,1,,,25,299,168,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1656,2,6,54,15,1136,,148,13,282,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",155,,2,5,4,20,,114,7,3,,,
"Comercio al por mayor (078)",104,2,1,13,5,70,,,1,12,,,
"Comercio al por menor (079)",1397,,3,36,6,1046,,34,5,267,,,
"Hoteles y restaurantes (080)",621,,6,28,10,330,,3,,244,,,
"Trans., almac. y comunicaciones (081)",683,,5,15,14,,,3,547,99,,,
"Intermediación financiera (082)",13,,1,4,7,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",249,2,32,44,51,30,,1,15,74,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",334,22,18,32,75,6,,,13,48,120,,
"Enseñanza (085)",448,10,408,,17,,,1,,12,,,
"Servicios sociales y de salud (086)",122,1,63,29,8,2,,1,1,17,,,
"Otras activ. serv.comun.soc y personales (087)",287,,10,39,11,34,,6,7,180,,,
"Hogares privados con servicio doméstico (088)",174,,,,,1,,,,173,,,
"Actividad economica no especificada (090)",207,,1,4,8,,,,,1,,193,
"Desocupado (091)",370,,,,,,,,,,,,370
"Hombres (092)",6881,18,271,239,143,527,910,1439,968,1883,117,93,273
"Agric., ganadería, caza y silvicultura (093)",1387,,10,13,4,,595,,11,754,,,
"Pesca (094)",555,,4,4,3,,315,,3,226,,,
"Explotación de minas y canteras (095)",1486,,27,48,35,8,,1036,37,295,,,
"Industrias manufactureras (096)",267,,6,11,6,8,,215,17,4,,,
"Suministro de electricidad, gas y agua (097)",36,,1,4,4,,,2,14,11,,,
"Construcción (098)",498,,4,9,1,,,25,297,162,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",712,1,1,29,6,402,,146,13,114,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",143,,1,3,3,14,,113,7,2,,,
"Comercio al por mayor (101)",62,1,,8,2,41,,,1,9,,,
"Comercio al por menor (102)",507,,,18,1,347,,33,5,103,,,
"Hoteles y restaurantes (103)",124,,1,14,4,63,,3,,39,,,
"Trans., almac. y comunicaciones (104)",635,,3,7,9,,,3,540,73,,,
"Intermediación financiera (105)",6,,1,3,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",183,2,25,34,26,30,,1,15,50,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",248,14,10,24,27,5,,,13,38,117,,
"Enseñanza (108)",165,1,151,,5,,,1,,7,,,
"Servicios sociales y de salud (109)",45,,18,14,5,,,1,1,6,,,
"Otras activ. serv.comun.soc y personales (110)",153,,9,23,3,11,,6,7,94,,,
"Hogares privados con servicio doméstico (111)",10,,,,,,,,,10,,,
"Actividad economica no especificada (113)",98,,,2,3,,,,,,,93,
"Desocupado (114)",273,,,,,,,,,,,,273
"Mujeres (115)",2961,19,341,109,145,1044,87,92,10,914,3,100,97
"Agric., ganadería, caza y silvicultura (116)",278,,3,2,2,,81,,,190,,,
"Pesca (117)",16,,,,2,,6,,,8,,,
"Explotación de minas y canteras (118)",68,,7,4,10,9,,28,,10,,,
"Industrias manufactureras (119)",74,,,2,2,7,,62,1,,,,
"Suministro de electricidad, gas y agua (120)",3,,,,3,,,,,,,,
"Construcción (121)",10,,,2,,,,,2,6,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",944,1,5,25,9,734,,2,,168,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",12,,1,2,1,6,,1,,1,,,
"Comercio al por mayor (124)",42,1,1,5,3,29,,,,3,,,
"Comercio al por menor (125)",890,,3,18,5,699,,1,,164,,,
"Hoteles y restaurantes (126)",497,,5,14,6,267,,,,205,,,
"Trans., almac. y comunicaciones (127)",48,,2,8,5,,,,7,26,,,
"Intermediación financiera (128)",7,,,1,5,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",66,,7,10,25,,,,,24,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",86,8,8,8,48,1,,,,10,3,,
"Enseñanza (131)",283,9,257,,12,,,,,5,,,
"Servicios sociales y de salud (132)",77,1,45,15,3,2,,,,11,,,
"Otras activ. serv.comun.soc y personales (133)",134,,1,16,8,23,,,,86,,,
"Hogares privados con servicio doméstico (134)",164,,,,,1,,,,163,,,
"Actividad economica no especificada (136)",109,,1,2,5,,,,,1,,100,
"Desocupado (137)",97,,,,,,,,,,,,97
,,,,,,,,,,,,,
"RURAL (138)",7210,19,142,140,73,739,896,3193,229,1599,5,88,87
"Agric., ganadería, caza y silvicultura (139)",1411,,1,2,5,,625,,6,772,,,
"Pesca (140)",347,,,,3,,271,,2,71,,,
"Explotación de minas y canteras (141)",3859,2,38,48,34,177,,3088,29,443,,,
"Industrias manufactureras (142)",78,,2,3,5,1,,61,5,1,,,
