"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",28,,,2,2,2,5,2,15
"Profes., científicos e intelectuales (038)",1764,,,,76,112,506,126,944
"Técnicos de nivel medio ytrab.asimilados (039)",780,2,1,11,98,96,412,53,107
"Jefes y empleados de oficina (040)",578,,,7,117,61,227,37,129
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",2428,76,1,495,1030,259,347,89,131
"Agricult.trabaj. calif.agrop. y pesquros (042)",1005,86,,321,370,53,86,26,63
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1197,32,1,241,541,112,184,30,56
"Obreros. construc., conf., papel, fab., instr (044)",1976,25,1,346,1058,189,229,54,74
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",5839,412,10,1889,2622,291,381,96,138
"Otra (046)",168,,,,27,9,96,17,19
"Ocupación no especificada (047)",370,25,,101,129,32,39,17,27
"Hombres (048)",11363,391,8,2462,4761,856,1467,369,1049
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",23,,,2,2,1,5,2,11
"Profes., científicos e intelectuales (050)",859,,,,27,50,193,71,518
"Técnicos de nivel medio ytrab.asimilados (051)",465,2,1,7,79,72,214,31,59
"Jefes y empleados de oficina (052)",289,,,5,73,38,93,11,69
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1045,14,,163,498,112,131,53,74
"Agricult.trabaj. calif.agrop. y pesquros (054)",950,68,,304,360,52,81,25,60
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1011,24,,204,467,94,155,22,45
"Obreros. construc., conf., papel, fab., instr (056)",1943,23,1,340,1046,184,225,53,71
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",4436,246,6,1391,2129,226,257,70,111
"Otra (058)",166,,,,26,9,96,17,18
"Ocupación no especificada (059)",176,14,,46,54,18,17,14,13
"Mujeres (060)",4770,267,6,951,1309,360,1045,178,654
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",5,,,,,1,,,4
"Profes., científicos e intelectuales (062)",905,,,,49,62,313,55,426
"Técnicos de nivel medio ytrab.asimilados (063)",315,,,4,19,24,198,22,48
"Jefes y empleados de oficina (064)",289,,,2,44,23,134,26,60
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1383,62,1,332,532,147,216,36,57
"Agricult.trabaj. calif.agrop. y pesquros (066)",55,18,,17,10,1,5,1,3
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",186,8,1,37,74,18,29,8,11
"Obreros. construc., conf., papel, fab., instr (068)",33,2,,6,12,5,4,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1403,166,4,498,493,65,124,26,27
"Otra (070)",2,,,,1,,,,1
"Ocupación no especificada (071)",194,11,,55,75,14,22,3,14
,,,,,,,,,
"RURAL (072)",11822,2280,63,5421,3182,236,392,76,172
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",5,,,1,1,,1,,2
"Profes., científicos e intelectuales (074)",308,,,,57,35,112,14,90
"Técnicos de nivel medio ytrab.asimilados (075)",82,,,7,12,18,38,4,3
"Jefes y empleados de oficina (076)",33,,,,12,5,14,2,
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",267,24,,102,105,13,15,5,3
"Agricult.trabaj. calif.agrop. y pesquros (078)",3616,898,14,1953,651,22,42,12,24
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",265,66,1,104,72,8,14,,
"Obreros. construc., conf., papel, fab., instr (080)",291,12,,96,150,15,12,2,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",6612,1176,42,3027,2053,109,130,31,44
"Otra (082)",6,,,,1,2,3,,
"Ocupación no especificada (083)",337,104,6,131,68,9,11,6,2
"Hombres (084)",9240,1280,36,4402,2834,188,299,66,135
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",4,,,1,1,,1,,1
"Profes., científicos e intelectuales (086)",200,,,,37,18,73,10,62
"Técnicos de nivel medio ytrab.asimilados (087)",60,,,7,11,15,21,4,2
"Jefes y empleados de oficina (088)",18,,,,9,3,4,2,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",106,5,,40,48,5,4,3,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",3255,666,13,1848,631,22,40,12,23
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",107,9,1,39,42,5,11,,
"Obreros. construc., conf., papel, fab., instr (092)",287,10,,95,149,15,12,2,4
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",5020,561,22,2300,1850,100,119,28,40
"Otra (094)",5,,,,1,1,3,,
"Ocupación no especificada (095)",178,29,,72,55,4,11,5,2
"Mujeres (096)",2582,1000,27,1019,348,48,93,10,37
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,,1
"Profes., científicos e intelectuales (098)",108,,,,20,17,39,4,28
"Técnicos de nivel medio ytrab.asimilados (099)",22,,,,1,3,17,,1
"Jefes y empleados de oficina (100)",15,,,,3,2,10,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",161,19,,62,57,8,11,2,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",361,232,1,105,20,,2,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",158,57,,65,30,3,3,,
"Obreros. construc., conf., papel, fab., instr (104)",4,2,,1,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1592,615,20,727,203,9,11,3,4
"Otra (106)",1,,,,,1,,,
"Ocupación no especificada (107)",159,75,6,59,13,5,,1,
