"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CONDESUYOS (000)",6355,6193,1668,796,842,671,892,613,390,321,162,19257
"De 12 a 14 años (001)",605,597,594,3,,,,,,,8,3
"De 15 a 19 años (002)",703,694,601,79,11,2,1,,,,9,111
"De 20 a 24 años (003)",657,610,193,262,119,25,7,4,,,47,630
"De 25 a 29 años (004)",593,559,93,156,171,85,46,7,1,,34,998
"De 30 a 34 años (005)",544,525,44,87,151,109,105,21,7,1,19,1379
"De 35 a 39 años (006)",564,556,26,54,140,133,126,51,17,9,8,1845
"De 40 a 44 años (007)",510,503,19,43,89,100,148,70,23,11,7,1941
"De 45 a 49 años (008)",402,391,13,31,45,56,99,80,42,25,11,1865
"De 50 y más años (009)",1777,1758,85,81,116,161,360,380,300,275,19,10485
"Conviviente (010)",1704,1660,130,411,404,239,262,123,59,32,44,4736
"De 12 a 14 años (011)",12,5,3,2,,,,,,,7,2
"De 15 a 19 años (012)",108,100,37,53,8,1,1,,,,8,76
"De 20 a 24 años (013)",355,344,39,180,95,20,7,3,,,11,479
"De 25 a 29 años (014)",318,313,19,87,117,56,28,6,,,5,643
"De 30 a 34 años (015)",268,261,8,41,85,59,55,8,5,,7,722
"De 35 a 39 años (016)",224,223,7,21,55,51,59,21,6,3,1,759
"De 40 a 44 años (017)",138,137,4,14,25,23,43,19,8,1,1,529
"De 45 a 49 años (018)",91,89,2,6,8,11,20,22,12,8,2,471
"De 50 y más años (019)",190,188,11,7,11,18,49,44,28,20,2,1055
"Separado(a) (020)",128,126,3,21,22,22,22,21,8,7,2,513
"De 12 a 14 años (021)",1,,,,,,,,,,1,
"De 20 a 24 años (023)",13,13,,7,6,,,,,,,19
"De 25 a 29 años (024)",9,9,,2,4,3,,,,,,19
"De 30 a 34 años (025)",10,10,,4,2,2,1,1,,,,25
