"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia BELLAVISTA (000)",19422,1757,3613,9858,416,3041,412,325
"Agric., ganadería, caza y silvicultura (001)",13019,13,2925,7197,289,2595,,
"Pesca (002)",6,,4,2,,,,
"Explotación de minas y canteras (003)",2,,2,,,,,
"Industrias manufactureras (004)",430,25,116,252,13,24,,
"Suministro de electricidad, gas y agua (005)",28,16,8,4,,,,
"Construcción (006)",368,10,271,76,10,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1712,210,27,1175,65,235,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",190,22,19,132,8,9,,
"Comercio al por mayor (009)",65,21,5,27,6,6,,
"Comercio al por menor (010)",1457,167,3,1016,51,220,,
"Hoteles y restaurantes (011)",502,97,16,338,18,33,,
"Trans., almac. y comunicaciones (012)",642,85,116,422,10,9,,
"Intermediación financiera (013)",22,22,,,,,,
"Activid.inmobil., empres. y alquileres (014)",137,92,15,25,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",248,221,27,,,,,
"Enseñanza (016)",707,655,1,48,1,2,,
"Servicios sociales y de salud (017)",142,124,1,16,,1,,
"Otras activ. serv.comun.soc y personales (018)",177,63,18,89,1,6,,
"Hogares privados con servicio doméstico (019)",412,,,,,,412,
"Actividad economica no especificada (021)",543,124,66,214,6,133,,
"Desocupado (022)",325,,,,,,,325
"Hombres (023)",14905,982,3092,8348,357,1853,23,250
"Agric., ganadería, caza y silvicultura (024)",11205,12,2491,6758,269,1675,,
"Pesca (025)",6,,4,2,,,,
"Explotación de minas y canteras (026)",2,,2,,,,,
"Industrias manufactureras (027)",338,20,105,184,13,16,,
"Suministro de electricidad, gas y agua (028)",27,16,8,3,,,,
"Construcción (029)",357,9,262,75,10,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",971,122,27,702,44,76,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",171,16,19,123,8,5,,
"Comercio al por mayor (032)",43,15,5,19,4,,,
"Comercio al por menor (033)",757,91,3,560,32,71,,
"Hoteles y restaurantes (034)",91,38,1,38,6,8,,
"Trans., almac. y comunicaciones (035)",619,73,111,417,9,9,,
"Intermediación financiera (036)",17,17,,,,,,
"Activid.inmobil., empres. y alquileres (037)",109,69,14,24,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",170,148,22,,,,,
"Enseñanza (039)",351,334,1,15,,1,,
"Servicios sociales y de salud (040)",74,59,1,14,,,,
"Otras activ. serv.comun.soc y personales (041)",105,38,6,54,1,6,,
"Hogares privados con servicio doméstico (042)",23,,,,,,23,
"Actividad economica no especificada (044)",190,27,37,62,3,61,,
"Desocupado (045)",250,,,,,,,250
"Mujeres (046)",4517,775,521,1510,59,1188,389,75
"Agric., ganadería, caza y silvicultura (047)",1814,1,434,439,20,920,,
"Industrias manufactureras (050)",92,5,11,68,,8,,
"Suministro de electricidad, gas y agua (051)",1,,,1,,,,
"Construcción (052)",11,1,9,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",741,88,,473,21,159,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",19,6,,9,,4,,
"Comercio al por mayor (055)",22,6,,8,2,6,,
"Comercio al por menor (056)",700,76,,456,19,149,,
"Hoteles y restaurantes (057)",411,59,15,300,12,25,,
"Trans., almac. y comunicaciones (058)",23,12,5,5,1,,,
"Intermediación financiera (059)",5,5,,,,,,
"Activid.inmobil., empres. y alquileres (060)",28,23,1,1,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",78,73,5,,,,,
"Enseñanza (062)",356,321,,33,1,1,,
"Servicios sociales y de salud (063)",68,65,,2,,1,,
"Otras activ. serv.comun.soc y personales (064)",72,25,12,35,,,,
"Hogares privados con servicio doméstico (065)",389,,,,,,389,
"Actividad economica no especificada (067)",353,97,29,152,3,72,,
"Desocupado (068)",75,,,,,,,75
,,,,,,,,
"URBANA (069)",11109,1532,2187,5079,280,1436,327,268
"Agric., ganadería, caza y silvicultura (070)",5798,10,1567,2903,167,1151,,
"Pesca (071)",5,,3,2,,,,
"Explotación de minas y canteras (072)",2,,2,,,,,
"Industrias manufactureras (073)",363,25,102,205,12,19,,
"Suministro de electricidad, gas y agua (074)",27,16,8,3,,,,
"Construcción (075)",332,10,247,67,7,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1472,199,26,998,58,191,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",181,22,18,126,8,7,,
"Comercio al por mayor (078)",57,21,5,20,5,6,,
"Comercio al por menor (079)",1234,156,3,852,45,178,,
"Hoteles y restaurantes (080)",395,95,15,242,18,25,,
"Trans., almac. y comunicaciones (081)",572,77,106,371,10,8,,
"Intermediación financiera (082)",22,22,,,,,,
"Activid.inmobil., empres. y alquileres (083)",131,90,12,24,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",235,213,22,,,,,
"Enseñanza (085)",592,547,1,42,,2,,
"Servicios sociales y de salud (086)",126,111,1,13,,1,,
"Otras activ. serv.comun.soc y personales (087)",162,55,17,86,1,3,,
"Hogares privados con servicio doméstico (088)",327,,,,,,327,
"Actividad economica no especificada (090)",280,62,58,123,4,33,,
"Desocupado (091)",268,,,,,,,268
"Hombres (092)",7994,889,1862,4050,228,742,19,204
"Agric., ganadería, caza y silvicultura (093)",4829,9,1319,2705,149,647,,
"Pesca (094)",5,,3,2,,,,
"Explotación de minas y canteras (095)",2,,2,,,,,
"Industrias manufactureras (096)",279,20,91,145,12,11,,
"Suministro de electricidad, gas y agua (097)",26,16,8,2,,,,
"Construcción (098)",322,9,239,66,7,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",820,114,26,581,40,59,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",162,16,18,117,8,3,,
"Comercio al por mayor (101)",36,15,5,13,3,,,
"Comercio al por menor (102)",622,83,3,451,29,56,,
"Hoteles y restaurantes (103)",89,38,1,36,6,8,,
"Trans., almac. y comunicaciones (104)",551,66,102,366,9,8,,
"Intermediación financiera (105)",17,17,,,,,,
"Activid.inmobil., empres. y alquileres (106)",103,67,11,23,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",162,143,19,,,,,
"Enseñanza (108)",294,279,1,13,,1,,
"Servicios sociales y de salud (109)",65,52,1,12,,,,
"Otras activ. serv.comun.soc y personales (110)",95,34,5,52,1,3,,
"Hogares privados con servicio doméstico (111)",19,,,,,,19,
"Actividad economica no especificada (113)",112,25,34,47,2,4,,
"Desocupado (114)",204,,,,,,,204
"Mujeres (115)",3115,643,325,1029,52,694,308,64
"Agric., ganadería, caza y silvicultura (116)",969,1,248,198,18,504,,
"Industrias manufactureras (119)",84,5,11,60,,8,,
"Suministro de electricidad, gas y agua (120)",1,,,1,,,,
