"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Enseñanza (038)",1589,,140,837,599,13
"Servicios sociales y de salud (039)",343,,60,161,106,16
"Otras activ. serv.comun.soc y personales (040)",1063,25,384,360,251,43
"Hogares privados con servicio doméstico (041)",60,2,26,21,7,4
"Actividad economica no especificada (043)",803,3,263,295,201,41
"Mujeres (045)",15000,137,4739,6398,3388,338
"Agric., ganadería, caza y silvicultura (046)",207,1,79,49,49,29
"Pesca (047)",112,3,49,40,20,
"Explotación de minas y canteras (048)",3,,2,,1,
"Industrias manufactureras (049)",1032,15,377,397,227,16
"Suministro de electricidad, gas y agua (050)",5,,1,4,,
"Construcción (051)",63,,27,26,7,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3894,63,1192,1605,903,131
"Venta, mant.y rep. veh.autom.y motoc. (053)",95,1,45,32,17,
"Comercio al por mayor (054)",200,,74,79,44,3
"Comercio al por menor (055)",3599,62,1073,1494,842,128
"Hoteles y restaurantes (056)",1776,26,601,643,454,52
"Trans., almac. y comunicaciones (057)",269,2,159,70,36,2
"Intermediación financiera (058)",115,,69,33,12,1
"Activid.inmobil., empres. y alquileres (059)",596,,261,219,107,9
"Admin.pub. y defensa; p. segur.soc.afil (060)",966,,364,411,189,2
"Enseñanza (061)",2637,,319,1604,703,11
"Servicios sociales y de salud (062)",577,,147,294,132,4
"Otras activ. serv.comun.soc y personales (063)",851,8,330,346,152,15
"Hogares privados con servicio doméstico (064)",1170,19,518,389,221,23
"Organiz. y organos extraterritoriales (065)",1,,,1,,
"Actividad economica no especificada (066)",726,,244,267,175,40
,,,,,,
"URBANA (067)",47949,494,15419,18614,11643,1779
"Agric., ganadería, caza y silvicultura (068)",5829,43,1509,1766,1774,737
"Pesca (069)",2390,25,955,893,477,40
"Explotación de minas y canteras (070)",44,,15,19,9,1
"Industrias manufactureras (071)",3547,60,1309,1308,766,104
"Suministro de electricidad, gas y agua (072)",102,2,23,46,29,2
"Construcción (073)",2930,13,846,1234,756,81
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",9211,222,3020,3479,2125,365
"Venta, mant.y rep. veh.autom.y motoc. (075)",989,7,390,373,196,23
"Comercio al por mayor (076)",496,5,195,192,96,8
"Comercio al por menor (077)",7726,210,2435,2914,1833,334
"Hoteles y restaurantes (078)",2700,48,999,888,672,93
"Trans., almac. y comunicaciones (079)",5797,25,2520,2053,1115,84
"Intermediación financiera (080)",262,,133,92,35,2
"Activid.inmobil., empres. y alquileres (081)",2394,,831,988,531,44
"Admin.pub. y defensa; p. segur.soc.afil (082)",3282,,941,1432,882,27
"Enseñanza (083)",4038,,427,2334,1253,24
"Servicios sociales y de salud (084)",898,,199,447,234,18
"Otras activ. serv.comun.soc y personales (085)",1871,33,695,695,394,54
"Hogares privados con servicio doméstico (086)",1156,20,506,386,218,26
"Organiz. y organos extraterritoriales (087)",1,,,1,,
"Actividad economica no especificada (088)",1497,3,491,553,373,77
"Hombres (089)",33508,359,10887,12423,8387,1452
"Agric., ganadería, caza y silvicultura (090)",5667,42,1449,1728,1736,712
"Pesca (091)",2280,22,907,853,458,40
"Explotación de minas y canteras (092)",41,,13,19,8,1
"Industrias manufactureras (093)",2565,46,954,927,550,88
"Suministro de electricidad, gas y agua (094)",97,2,22,42,29,2
"Construcción (095)",2867,13,819,1208,749,78
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",5435,159,1858,1916,1264,238
"Venta, mant.y rep. veh.autom.y motoc. (097)",899,6,347,343,180,23
"Comercio al por mayor (098)",317,5,130,119,57,6
"Comercio al por menor (099)",4219,148,1381,1454,1027,209
"Hoteles y restaurantes (100)",971,22,414,258,236,41
"Trans., almac. y comunicaciones (101)",5537,23,2368,1985,1079,82
"Intermediación financiera (102)",150,,66,60,23,1
"Activid.inmobil., empres. y alquileres (103)",1814,,577,774,427,36
"Admin.pub. y defensa; p. segur.soc.afil (104)",2344,,593,1029,697,25
"Enseñanza (105)",1525,,136,800,576,13
"Servicios sociales y de salud (106)",335,,57,158,105,15
"Otras activ. serv.comun.soc y personales (107)",1036,25,373,354,245,39
"Hogares privados con servicio doméstico (108)",57,2,24,21,7,3
"Actividad economica no especificada (110)",787,3,257,291,198,38
"Mujeres (112)",14441,135,4532,6191,3256,327
"Agric., ganadería, caza y silvicultura (113)",162,1,60,38,38,25
"Pesca (114)",110,3,48,40,19,
"Explotación de minas y canteras (115)",3,,2,,1,
"Industrias manufactureras (116)",982,14,355,381,216,16
"Suministro de electricidad, gas y agua (117)",5,,1,4,,
"Construcción (118)",63,,27,26,7,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",3776,63,1162,1563,861,127
"Venta, mant.y rep. veh.autom.y motoc. (120)",90,1,43,30,16,
"Comercio al por mayor (121)",179,,65,73,39,2
"Comercio al por menor (122)",3507,62,1054,1460,806,125
"Hoteles y restaurantes (123)",1729,26,585,630,436,52
"Trans., almac. y comunicaciones (124)",260,2,152,68,36,2
"Intermediación financiera (125)",112,,67,32,12,1
"Activid.inmobil., empres. y alquileres (126)",580,,254,214,104,8
"Admin.pub. y defensa; p. segur.soc.afil (127)",938,,348,403,185,2
"Enseñanza (128)",2513,,291,1534,677,11
"Servicios sociales y de salud (129)",563,,142,289,129,3
"Otras activ. serv.comun.soc y personales (130)",835,8,322,341,149,15
"Hogares privados con servicio doméstico (131)",1099,18,482,365,211,23
"Organiz. y organos extraterritoriales (132)",1,,,1,,
"Actividad economica no especificada (133)",710,,234,262,175,39
,,,,,,
"RURAL (134)",3780,36,1256,1243,916,329
"Agric., ganadería, caza y silvicultura (135)",2351,29,696,704,625,297
"Pesca (136)",48,1,24,17,6,
"Explotación de minas y canteras (137)",2,,,1,1,
"Industrias manufactureras (138)",151,1,80,45,22,3
"Suministro de electricidad, gas y agua (139)",8,,4,2,2,
"Construcción (140)",57,,20,25,10,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",314,4,104,115,80,11
"Venta, mant.y rep. veh.autom.y motoc. (142)",47,,26,11,8,2
"Comercio al por mayor (143)",76,,35,26,13,2
"Comercio al por menor (144)",191,4,43,78,59,7
"Hoteles y restaurantes (145)",56,,18,18,20,
"Trans., almac. y comunicaciones (146)",272,,126,97,48,1
"Intermediación financiera (147)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (148)",82,,35,31,14,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",76,,34,28,12,2
"Enseñanza (150)",188,,32,107,49,
"Servicios sociales y de salud (151)",22,,8,8,4,2
"Otras activ. serv.comun.soc y personales (152)",43,,19,11,9,4
"Hogares privados con servicio doméstico (153)",74,1,38,24,10,1
"Actividad economica no especificada (155)",32,,16,9,3,4
"Hombres (156)",3221,34,1049,1036,784,318
"Agric., ganadería, caza y silvicultura (157)",2306,29,677,693,614,293
"Pesca (158)",46,1,23,17,5,
"Explotación de minas y canteras (159)",2,,,1,1,
"Industrias manufactureras (160)",101,,58,29,11,3
"Suministro de electricidad, gas y agua (161)",8,,4,2,2,
"Construcción (162)",57,,20,25,10,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",196,4,74,73,38,7
"Venta, mant.y rep. veh.autom.y motoc. (164)",42,,24,9,7,2
"Comercio al por mayor (165)",55,,26,20,8,1
"Comercio al por menor (166)",99,4,24,44,23,4
"Hoteles y restaurantes (167)",9,,2,5,2,
"Trans., almac. y comunicaciones (168)",263,,119,95,48,1
"Intermediación financiera (169)",1,,,,1,
"Activid.inmobil., empres. y alquileres (170)",66,,28,26,11,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",48,,18,20,8,2
"Enseñanza (172)",64,,4,37,23,
"Servicios sociales y de salud (173)",8,,3,3,1,1
"Otras activ. serv.comun.soc y personales (174)",27,,11,6,6,4
"Hogares privados con servicio doméstico (175)",3,,2,,,1
"Actividad economica no especificada (177)",16,,6,4,3,3
"Mujeres (179)",559,2,207,207,132,11
"Agric., ganadería, caza y silvicultura (180)",45,,19,11,11,4
"Pesca (181)",2,,1,,1,
"Industrias manufactureras (183)",50,1,22,16,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",118,,30,42,42,4
"Venta, mant.y rep. veh.autom.y motoc. (187)",5,,2,2,1,
"Comercio al por mayor (188)",21,,9,6,5,1
"Comercio al por menor (189)",92,,19,34,36,3
"Hoteles y restaurantes (190)",47,,16,13,18,
"Trans., almac. y comunicaciones (191)",9,,7,2,,
"Intermediación financiera (192)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (193)",16,,7,5,3,1
"Admin.pub. y defensa; p. segur.soc.afil (194)",28,,16,8,4,
"Enseñanza (195)",124,,28,70,26,
"Servicios sociales y de salud (196)",14,,5,5,3,1
"Otras activ. serv.comun.soc y personales (197)",16,,8,5,3,
"Hogares privados con servicio doméstico (198)",71,1,36,24,10,
"Actividad economica no especificada (200)",16,,10,5,,1
