"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia TAMBOPATA (000)",72942,3590,7819,8386,8444,15950,11979,14593,2181
"Sabe leer y escribir (001)",66053,,6071,8343,8399,15840,11752,13851,1797
"No sabe leer y escribir (002)",6889,3590,1748,43,45,110,227,742,384
"Hombres (004)",38567,1791,4001,4236,4103,8141,6296,8689,1310
"Sabe leer y escribir (005)",35425,,3097,4209,4078,8092,6240,8512,1197
"No sabe leer y escribir (006)",3142,1791,904,27,25,49,56,177,113
"Mujeres (008)",34375,1799,3818,4150,4341,7809,5683,5904,871
"Sabe leer y escribir (009)",30628,,2974,4134,4321,7748,5512,5339,600
"No sabe leer y escribir (010)",3747,1799,844,16,20,61,171,565,271
,,,,,,,,,
"URBANA (012)",60831,2950,6640,7198,7196,13179,10027,12035,1606
"Sabe leer y escribir (013)",55443,,5234,7166,7172,13105,9881,11535,1350
"No sabe leer y escribir (014)",5388,2950,1406,32,24,74,146,500,256
"Hombres (016)",31325,1487,3413,3618,3400,6487,5069,6945,906
"Sabe leer y escribir (017)",28871,,2677,3601,3388,6455,5035,6857,858
"No sabe leer y escribir (018)",2454,1487,736,17,12,32,34,88,48
"Mujeres (020)",29506,1463,3227,3580,3796,6692,4958,5090,700
"Sabe leer y escribir (021)",26572,,2557,3565,3784,6650,4846,4678,492
"No sabe leer y escribir (022)",2934,1463,670,15,12,42,112,412,208
,,,,,,,,,
"RURAL (024)",12111,640,1179,1188,1248,2771,1952,2558,575
"Sabe leer y escribir (025)",10610,,837,1177,1227,2735,1871,2316,447
"No sabe leer y escribir (026)",1501,640,342,11,21,36,81,242,128
"Hombres (028)",7242,304,588,618,703,1654,1227,1744,404
"Sabe leer y escribir (029)",6554,,420,608,690,1637,1205,1655,339
"No sabe leer y escribir (030)",688,304,168,10,13,17,22,89,65
"Mujeres (032)",4869,336,591,570,545,1117,725,814,171
"Sabe leer y escribir (033)",4056,,417,569,537,1098,666,661,108
"No sabe leer y escribir (034)",813,336,174,1,8,19,59,153,63
