"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CHINCHEROS (000)",12894,88,286,677,1260,2517,5040,3026
"De 12 a 14 años (001)",20,,,,,,,20
"De 15 a 19 años (002)",360,,,,,,230,130
"De 20 a 24 años (003)",1276,,,,,1,842,433
"De 25 a 29 años (004)",1459,,,,,56,1047,356
"De 30 a 34 años (005)",1518,,,,,203,1022,293
"De 35 a 39 años (006)",1501,,,,8,412,892,189
"De 40 a 44 años (007)",1267,,,1,31,470,604,161
"De 45 a 49 años (008)",1084,,,,94,514,329,147
"De 50 y más años (009)",4409,88,286,676,1127,861,74,1297
"Conviviente (010)",2852,1,7,19,57,311,1823,634
"De 12 a 14 años (011)",13,,,,,,,13
"De 15 a 19 años (012)",224,,,,,,141,83
"De 20 a 24 años (013)",715,,,,,1,511,203
"De 25 a 29 años (014)",628,,,,,24,491,113
"De 30 a 34 años (015)",490,,,,,61,341,88
"De 35 a 39 años (016)",305,,,,1,62,211,31
"De 40 a 44 años (017)",169,,,,4,60,85,20
"De 45 a 49 años (018)",99,,,,8,42,36,13
"De 50 y más años (019)",209,1,7,19,44,61,7,70
"Separado(a) (020)",653,3,6,34,58,114,267,171
"De 12 a 14 años (021)",1,,,,,,,1
"De 15 a 19 años (022)",57,,,,,,38,19
"De 20 a 24 años (023)",92,,,,,,65,27
"De 25 a 29 años (024)",85,,,,,4,62,19
"De 30 a 34 años (025)",70,,,,,12,44,14
"De 35 a 39 años (026)",74,,,,2,20,32,20
"De 40 a 44 años (027)",67,,,1,1,30,19,16
"De 45 a 49 años (028)",45,,,,6,24,7,8
"De 50 y más años (029)",162,3,6,33,49,24,,47
"Casado(a) (030)",7189,17,110,376,885,1874,2686,1241
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",29,,,,,,17,12
"De 20 a 24 años (033)",280,,,,,,202,78
"De 25 a 29 años (034)",565,,,,,21,442,102
"De 30 a 34 años (035)",835,,,,,119,594,122
"De 35 a 39 años (036)",1019,,,,2,302,626,89
"De 40 a 44 años (037)",934,,,,23,343,473,95
"De 45 a 49 años (038)",825,,,,62,408,267,88
"De 50 y más años (039)",2700,17,110,376,798,681,65,653
"Viudo(a) (040)",1392,64,149,230,230,161,64,494
"De 15 a 19 años (042)",1,,,,,,,1
"De 20 a 24 años (043)",5,,,,,,3,2
"De 25 a 29 años (044)",8,,,,,1,7,
"De 30 a 34 años (045)",18,,,,,2,10,6
"De 35 a 39 años (046)",25,,,,,12,8,5
"De 40 a 44 años (047)",60,,,,2,26,17,15
"De 45 a 49 años (048)",81,,,,10,35,18,18
"De 50 y más años (049)",1194,64,149,230,218,85,1,447
