"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia BELLAVISTA (000)",18922,35,765,315,295,1490,7446,541,796,6396,25,508,310
"Agric., ganadería, caza y silvicultura (001)",12640,,5,8,2,,7442,5,25,5153,,,
"Pesca (002)",6,,,,,,4,,,2,,,
"Explotación de minas y canteras (003)",2,,,,,,,1,,1,,,
"Industrias manufactureras (004)",429,,3,18,10,3,,373,9,13,,,
"Suministro de electricidad, gas y agua (005)",28,,1,7,4,,,3,1,12,,,
"Construcción (006)",368,1,2,14,1,,,10,184,156,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1650,2,9,38,9,1111,,143,15,323,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",189,1,1,9,,46,,117,10,5,,,
"Comercio al por mayor (009)",65,,1,5,2,50,,,4,3,,,
"Comercio al por menor (010)",1396,1,7,24,7,1015,,26,1,315,,,
"Hoteles y restaurantes (011)",486,,1,13,7,316,,,,149,,,
"Trans., almac. y comunicaciones (012)",637,,2,11,16,1,,2,534,71,,,
"Intermediación financiera (013)",22,,1,5,15,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",137,,17,46,29,21,,1,19,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",248,17,14,13,128,5,,2,6,38,25,,
"Enseñanza (016)",707,15,658,2,25,,,,,7,,,
"Servicios sociales y de salud (017)",142,,39,82,11,2,,1,2,5,,,
"Otras activ. serv.comun.soc y personales (018)",172,,11,54,14,31,,,1,61,,,
"Hogares privados con servicio doméstico (019)",398,,,,,,,,,398,,,
"Actividad economica no especificada (021)",540,,2,4,24,,,,,2,,508,
"Desocupado (022)",310,,,,,,,,,,,,310
"Hombres (023)",14513,29,393,231,148,643,6992,459,786,4396,24,175,237
"Agric., ganadería, caza y silvicultura (024)",10887,,5,8,1,,6988,5,25,3855,,,
"Pesca (025)",6,,,,,,4,,,2,,,
"Explotación de minas y canteras (026)",2,,,,,,,1,,1,,,
"Industrias manufactureras (027)",337,,3,16,6,1,,291,9,11,,,
"Suministro de electricidad, gas y agua (028)",27,,1,7,4,,,3,1,11,,,
"Construcción (029)",357,,2,14,1,,,10,179,151,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",927,1,6,29,4,558,,143,14,172,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",170,1,1,9,,27,,117,10,5,,,
"Comercio al por mayor (032)",43,,,2,1,33,,,4,3,,,
"Comercio al por menor (033)",714,,5,18,3,498,,26,,164,,,
"Hoteles y restaurantes (034)",88,,,4,3,43,,,,38,,,
"Trans., almac. y comunicaciones (035)",615,,2,7,10,1,,2,530,63,,,
"Intermediación financiera (036)",17,,1,4,12,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",109,,15,37,13,21,,1,19,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",170,15,12,11,65,5,,2,6,30,24,,
"Enseñanza (039)",351,13,317,1,13,,,,,7,,,
"Servicios sociales y de salud (040)",74,,18,42,7,1,,1,2,3,,,
"Otras activ. serv.comun.soc y personales (041)",100,,9,49,1,13,,,1,27,,,
"Hogares privados con servicio doméstico (042)",22,,,,,,,,,22,,,
"Actividad economica no especificada (044)",187,,2,2,8,,,,,,,175,
"Desocupado (045)",237,,,,,,,,,,,,237
"Mujeres (046)",4409,6,372,84,147,847,454,82,10,2000,1,333,73
"Agric., ganadería, caza y silvicultura (047)",1753,,,,1,,454,,,1298,,,
"Industrias manufactureras (050)",92,,,2,4,2,,82,,2,,,
"Suministro de electricidad, gas y agua (051)",1,,,,,,,,,1,,,
"Construcción (052)",11,1,,,,,,,5,5,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",723,1,3,9,5,553,,,1,151,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",19,,,,,19,,,,,,,
"Comercio al por mayor (055)",22,,1,3,1,17,,,,,,,
"Comercio al por menor (056)",682,1,2,6,4,517,,,1,151,,,
"Hoteles y restaurantes (057)",398,,1,9,4,273,,,,111,,,
"Trans., almac. y comunicaciones (058)",22,,,4,6,,,,4,8,,,
"Intermediación financiera (059)",5,,,1,3,,,,,1,,,
"Activid.inmobil., empres. y alquileres (060)",28,,2,9,16,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",78,2,2,2,63,,,,,8,1,,
"Enseñanza (062)",356,2,341,1,12,,,,,,,,
"Servicios sociales y de salud (063)",68,,21,40,4,1,,,,2,,,
"Otras activ. serv.comun.soc y personales (064)",72,,2,5,13,18,,,,34,,,
"Hogares privados con servicio doméstico (065)",376,,,,,,,,,376,,,
"Actividad economica no especificada (067)",353,,,2,16,,,,,2,,333,
"Desocupado (068)",73,,,,,,,,,,,,73
,,,,,,,,,,,,,
"URBANA (069)",10850,33,646,297,283,1207,3046,463,701,3647,25,248,254
"Agric., ganadería, caza y silvicultura (070)",5623,,3,7,2,,3043,4,18,2546,,,
"Pesca (071)",5,,,,,,3,,,2,,,
"Explotación de minas y canteras (072)",2,,,,,,,1,,1,,,
"Industrias manufactureras (073)",363,,3,18,10,3,,307,9,13,,,
"Suministro de electricidad, gas y agua (074)",27,,1,6,4,,,3,1,12,,,
"Construcción (075)",332,1,2,14,1,,,10,162,142,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",1424,2,7,36,9,919,,134,15,302,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",180,1,1,9,,46,,108,10,5,,,
"Comercio al por mayor (078)",57,,1,5,2,42,,,4,3,,,
"Comercio al por menor (079)",1187,1,5,22,7,831,,26,1,294,,,
"Hoteles y restaurantes (080)",390,,1,12,7,228,,,,142,,,
"Trans., almac. y comunicaciones (081)",568,,2,11,14,1,,2,471,67,,,
"Intermediación financiera (082)",22,,1,5,15,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",131,,17,45,29,19,,1,16,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",235,16,14,13,122,5,,1,6,33,25,,
"Enseñanza (085)",592,14,546,2,24,,,,,6,,,
"Servicios sociales y de salud (086)",126,,36,72,9,2,,,2,5,,,
"Otras activ. serv.comun.soc y personales (087)",161,,11,52,14,30,,,1,53,,,
"Hogares privados con servicio doméstico (088)",316,,,,,,,,,316,,,
"Actividad economica no especificada (090)",279,,2,4,23,,,,,2,,248,
"Desocupado (091)",254,,,,,,,,,,,,254
"Hombres (092)",7796,27,335,218,142,526,2830,389,691,2322,24,100,192
"Agric., ganadería, caza y silvicultura (093)",4687,,3,7,1,,2827,4,18,1827,,,
"Pesca (094)",5,,,,,,3,,,2,,,
"Explotación de minas y canteras (095)",2,,,,,,,1,,1,,,
"Industrias manufactureras (096)",279,,3,16,6,1,,233,9,11,,,
"Suministro de electricidad, gas y agua (097)",26,,1,6,4,,,3,1,11,,,
"Construcción (098)",322,,2,14,1,,,10,157,138,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",786,1,5,28,4,444,,134,14,156,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",161,1,1,9,,27,,108,10,5,,,
"Comercio al por mayor (101)",36,,,2,1,26,,,4,3,,,
"Comercio al por menor (102)",589,,4,17,3,391,,26,,148,,,
"Hoteles y restaurantes (103)",86,,,4,3,42,,,,37,,,
"Trans., almac. y comunicaciones (104)",547,,2,7,9,1,,2,467,59,,,
"Intermediación financiera (105)",17,,1,4,12,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",103,,15,36,13,19,,1,16,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",162,14,12,11,62,5,,1,6,27,24,,
"Enseñanza (108)",294,12,263,1,12,,,,,6,,,
"Servicios sociales y de salud (109)",65,,17,35,7,1,,,2,3,,,
"Otras activ. serv.comun.soc y personales (110)",94,,9,47,1,13,,,1,23,,,
"Hogares privados con servicio doméstico (111)",18,,,,,,,,,18,,,
"Actividad economica no especificada (113)",111,,2,2,7,,,,,,,100,
"Desocupado (114)",192,,,,,,,,,,,,192
"Mujeres (115)",3054,6,311,79,141,681,216,74,10,1325,1,148,62
"Agric., ganadería, caza y silvicultura (116)",936,,,,1,,216,,,719,,,
"Industrias manufactureras (119)",84,,,2,4,2,,74,,2,,,
"Suministro de electricidad, gas y agua (120)",1,,,,,,,,,1,,,
"Construcción (121)",10,1,,,,,,,5,4,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",638,1,2,8,5,475,,,1,146,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",19,,,,,19,,,,,,,
"Comercio al por mayor (124)",21,,1,3,1,16,,,,,,,
"Comercio al por menor (125)",598,1,1,5,4,440,,,1,146,,,
"Hoteles y restaurantes (126)",304,,1,8,4,186,,,,105,,,
"Trans., almac. y comunicaciones (127)",21,,,4,5,,,,4,8,,,
"Intermediación financiera (128)",5,,,1,3,,,,,1,,,
"Activid.inmobil., empres. y alquileres (129)",28,,2,9,16,,,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",73,2,2,2,60,,,,,6,1,,
"Enseñanza (131)",298,2,283,1,12,,,,,,,,
"Servicios sociales y de salud (132)",61,,19,37,2,1,,,,2,,,
"Otras activ. serv.comun.soc y personales (133)",67,,2,5,13,17,,,,30,,,
"Hogares privados con servicio doméstico (134)",298,,,,,,,,,298,,,
"Actividad economica no especificada (136)",168,,,2,16,,,,,2,,148,
"Desocupado (137)",62,,,,,,,,,,,,62
,,,,,,,,,,,,,
"RURAL (138)",8072,2,119,18,12,283,4400,78,95,2749,,260,56
"Agric., ganadería, caza y silvicultura (139)",7017,,2,1,,,4399,1,7,2607,,,
"Pesca (140)",1,,,,,,1,,,,,,
"Industrias manufactureras (142)",66,,,,,,,66,,,,,
"Suministro de electricidad, gas y agua (143)",1,,,1,,,,,,,,,
"Construcción (144)",36,,,,,,,,22,14,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",226,,2,2,,192,,9,,21,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",9,,,,,,,9,,,,,
"Comercio al por mayor (147)",8,,,,,8,,,,,,,
"Comercio al por menor (148)",209,,2,2,,184,,,,21,,,
"Hoteles y restaurantes (149)",96,,,1,,88,,,,7,,,
