"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia SANTA (000)",396434,197865,198569,370476,183965,186511,25958,13900,12058
"Menores de 1 año (001)",6705,3436,3269,6259,3218,3041,446,218,228
"Menores de 1 mes (002)",625,340,285,589,321,268,36,19,17
"De 1 a 11 meses (003)",6080,3096,2984,5670,2897,2773,410,199,211
"De 1 a 4 años (004)",27928,14382,13546,25691,13214,12477,2237,1168,1069
"1 año (005)",6732,3459,3273,6226,3195,3031,506,264,242
"2 años (006)",7567,3908,3659,6933,3574,3359,634,334,300
"3 años (007)",7074,3617,3457,6492,3319,3173,582,298,284
"4 años (008)",6555,3398,3157,6040,3126,2914,515,272,243
"De 5 a 9 años (009)",35022,17840,17182,32307,16379,15928,2715,1461,1254
"5 años (010)",6651,3433,3218,6136,3164,2972,515,269,246
"6 años (011)",6347,3274,3073,5861,3004,2857,486,270,216
"7 años (012)",6953,3589,3364,6380,3274,3106,573,315,258
"8 años (013)",7523,3714,3809,6938,3397,3541,585,317,268
"9 años (014)",7548,3830,3718,6992,3540,3452,556,290,266
"De 10 a 14 años (015)",41031,20768,20263,37862,19097,18765,3169,1671,1498
"10 años (016)",8234,4194,4040,7583,3846,3737,651,348,303
"11 años (017)",7896,3965,3931,7321,3667,3654,575,298,277
"12 años (018)",8138,4177,3961,7479,3825,3654,659,352,307
"13 años (019)",8324,4157,4167,7708,3841,3867,616,316,300
"14 años (020)",8439,4275,4164,7771,3918,3853,668,357,311
"De 15 a 19 años (021)",39207,19801,19406,36666,18401,18265,2541,1400,1141
"15 años (022)",8396,4239,4157,7791,3926,3865,605,313,292
"16 años (023)",7674,3851,3823,7109,3555,3554,565,296,269
"17 años (024)",7569,3854,3715,7080,3579,3501,489,275,214
"18 años (025)",7669,3889,3780,7228,3621,3607,441,268,173
"19 años (026)",7899,3968,3931,7458,3720,3738,441,248,193
"De 20 a 24 años (027)",35584,17942,17642,33311,16719,16592,2273,1223,1050
"20 años (028)",7626,3771,3855,7151,3531,3620,475,240,235
"21 años (029)",6690,3320,3370,6297,3123,3174,393,197,196
"22 años (030)",7206,3697,3509,6718,3414,3304,488,283,205
"23 años (031)",6973,3575,3398,6502,3323,3179,471,252,219
"24 años (032)",7089,3579,3510,6643,3328,3315,446,251,195
"De 25 a 29 años (033)",32883,16111,16772,30973,15110,15863,1910,1001,909
"25 años (034)",7161,3504,3657,6741,3298,3443,420,206,214
"26 años (035)",6299,3065,3234,5944,2877,3067,355,188,167
"27 años (036)",6985,3471,3514,6572,3245,3327,413,226,187
"28 años (037)",6380,3178,3202,6010,2977,3033,370,201,169
"29 años (038)",6058,2893,3165,5706,2713,2993,352,180,172
