"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",78,14,32,16,8,8
"Secundaria (034)",47,2,30,12,3,
"Superior no univ. incompleta (035)",6,,2,3,1,
"Superior no univ. completa (036)",14,,11,2,1,
"Superior univ. incompleta (037)",1,,1,,,
"Superior univ. completa (038)",3,,3,,,
"No PEA (040)",25491,10584,6205,3308,3063,2331
"Sin nivel (041)",2850,228,244,376,832,1170
"Educación inicial (042)",739,711,25,3,,
"Primaria (043)",16131,8357,2523,2223,1948,1080
"Secundaria (044)",5274,1288,3139,602,199,46
"Superior no univ. incompleta (045)",152,,99,36,16,1
"Superior no univ. completa (046)",186,,80,50,35,21
"Superior univ. incompleta (047)",95,,79,8,8,
"Superior univ. completa (048)",64,,16,10,25,13
,,,,,,
"URBANA (060)",17035,4186,4406,3594,2956,1893
"Sin nivel (061)",1410,81,111,143,394,681
"Educación inicial (062)",340,319,15,6,,
"Primaria (063)",8988,3133,1365,1614,1788,1088
"Secundaria (064)",4636,653,2385,1080,452,66
"Superior no univ. incompleta (065)",371,,158,141,60,12
"Superior no univ. completa (066)",714,,211,353,126,24
"Superior univ. incompleta (067)",178,,89,55,29,5
"Superior univ. completa (068)",398,,72,202,107,17
"PEA (070)",6885,153,1940,2348,1740,704
"Sin nivel (071)",387,6,47,55,138,141
"Educación inicial (072)",5,1,1,3,,
"Primaria (073)",3281,124,697,905,1048,507
"Secundaria (074)",1936,22,864,715,305,30
"Superior no univ. incompleta (075)",251,,80,113,47,11
"Superior no univ. completa (076)",573,,159,313,96,5
"Superior univ. incompleta (077)",110,,31,50,24,5
"Superior univ. completa (078)",342,,61,194,82,5
"Ocupada (080)",6785,146,1890,2326,1728,695
"Sin nivel (081)",379,4,45,52,138,140
"Educación inicial (082)",5,1,1,3,,
"Primaria (083)",3241,120,682,899,1041,499
"Secundaria (084)",1903,21,843,707,302,30
"Superior no univ. incompleta (085)",245,,78,110,46,11
"Superior no univ. completa (086)",563,,152,311,95,5
"Superior univ. incompleta (087)",110,,31,50,24,5
"Superior univ. completa (088)",339,,58,194,82,5
"Desocupada (090)",100,7,50,22,12,9
"Sin nivel (091)",8,2,2,3,,1
"Primaria (093)",40,4,15,6,7,8
"Secundaria (094)",33,1,21,8,3,
"Superior no univ. incompleta (095)",6,,2,3,1,
"Superior no univ. completa (096)",10,,7,2,1,
"Superior univ. completa (098)",3,,3,,,
"No PEA (100)",10150,4033,2466,1246,1216,1189
"Sin nivel (101)",1023,75,64,88,256,540
"Educación inicial (102)",335,318,14,3,,
"Primaria (103)",5707,3009,668,709,740,581
"Secundaria (104)",2700,631,1521,365,147,36
"Superior no univ. incompleta (105)",120,,78,28,13,1
"Superior no univ. completa (106)",141,,52,40,30,19
"Superior univ. incompleta (107)",68,,58,5,5,
"Superior univ. completa (108)",56,,11,8,25,12
,,,,,,
"RURAL (120)",24330,6795,6864,4788,3879,2004
"Sin nivel (121)",2661,169,280,471,874,867
"Educación inicial (122)",419,395,18,6,,
"Primaria (123)",16423,5552,3739,3305,2725,1102
"Secundaria (124)",4227,679,2584,736,200,28
"Superior no univ. incompleta (125)",110,,43,47,19,1
"Superior no univ. completa (126)",299,,118,140,38,3
"Superior univ. incompleta (127)",100,,51,35,13,1
"Superior univ. completa (128)",91,,31,48,10,2
"PEA (130)",8989,244,3125,2726,2032,862
"Sin nivel (131)",834,16,100,183,298,237
"Educación inicial (132)",15,2,7,6,,
"Primaria (133)",5999,204,1884,1791,1517,603
"Secundaria (134)",1653,22,966,499,148,18
"Superior no univ. incompleta (135)",78,,22,39,16,1
"Superior no univ. completa (136)",254,,90,130,33,1
"Superior univ. incompleta (137)",73,,30,32,10,1
"Superior univ. completa (138)",83,,26,46,10,1
"Ocupada (140)",8926,233,3092,2708,2031,862
"Sin nivel (141)",828,16,98,179,298,237
"Educación inicial (142)",15,2,7,6,,
"Primaria (143)",5961,194,1867,1781,1516,603
"Secundaria (144)",1639,21,957,495,148,18
"Superior no univ. incompleta (145)",78,,22,39,16,1
"Superior no univ. completa (146)",250,,86,130,33,1
"Superior univ. incompleta (147)",72,,29,32,10,1
"Superior univ. completa (148)",83,,26,46,10,1
"Desocupada (150)",63,11,33,18,1,
"Sin nivel (151)",6,,2,4,,
"Primaria (153)",38,10,17,10,1,
"Secundaria (154)",14,1,9,4,,
"Superior no univ. completa (156)",4,,4,,,
"Superior univ. incompleta (157)",1,,1,,,
"No PEA (160)",15341,6551,3739,2062,1847,1142
"Sin nivel (161)",1827,153,180,288,576,630
"Educación inicial (162)",404,393,11,,,
"Primaria (163)",10424,5348,1855,1514,1208,499
"Secundaria (164)",2574,657,1618,237,52,10
"Superior no univ. incompleta (165)",32,,21,8,3,
"Superior no univ. completa (166)",45,,28,10,5,2
"Superior univ. incompleta (167)",27,,21,3,3,
"Superior univ. completa (168)",8,,5,2,,1
