"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BAGUA (000)",23767,3739,4769,10616,613,3548,482
"Sin nivel (001)",1713,21,357,795,36,452,52
"Educación inicial (002)",66,3,6,41,,16,
"Primaria (003)",10039,266,2373,5156,289,1736,219
"Secundaria (004)",7542,772,1765,3451,201,1182,171
"Superior no univ. incompleta (005)",956,366,100,379,23,62,26
"Superior no univ. completa (006)",1816,1197,102,424,30,54,9
"Superior univ. incompleta (007)",443,217,40,147,15,21,3
"Superior univ. completa (008)",1192,897,26,223,19,25,2
"Hombres (010)",17294,2024,4276,8493,500,1983,18
"Sin nivel (011)",862,8,276,444,19,115,
"Educación inicial (012)",54,2,4,36,,12,
"Primaria (013)",7643,145,2115,4240,236,898,9
"Secundaria (014)",6071,483,1633,2902,177,867,9
"Superior no univ. incompleta (015)",625,188,96,290,18,33,
"Superior no univ. completa (016)",1057,604,95,310,22,26,
"Superior univ. incompleta (017)",283,115,36,103,11,18,
"Superior univ. completa (018)",699,479,21,168,17,14,
"Mujeres (020)",6473,1715,493,2123,113,1565,464
"Sin nivel (021)",851,13,81,351,17,337,52
"Educación inicial (022)",12,1,2,5,,4,
"Primaria (023)",2396,121,258,916,53,838,210
"Secundaria (024)",1471,289,132,549,24,315,162
"Superior no univ. incompleta (025)",331,178,4,89,5,29,26
"Superior no univ. completa (026)",759,593,7,114,8,28,9
"Superior univ. incompleta (027)",160,102,4,44,4,3,3
"Superior univ. completa (028)",493,418,5,55,2,11,2
,,,,,,,
"URBANA (030)",11926,3282,1932,5112,326,884,390
"Sin nivel (031)",384,19,81,195,6,44,39
"Educación inicial (032)",11,3,,5,,3,
"Primaria (033)",3418,239,789,1840,105,284,161
"Secundaria (034)",4297,704,860,2020,135,425,153
"Superior no univ. incompleta (035)",780,302,71,316,20,47,24
"Superior no univ. completa (036)",1562,1023,76,382,28,45,8
"Superior univ. incompleta (037)",400,196,31,143,13,14,3
"Superior univ. completa (038)",1074,796,24,211,19,22,2
"Hombres (040)",8087,1736,1743,3853,270,472,13
"Sin nivel (041)",179,8,62,93,4,12,
"Educación inicial (042)",7,2,,4,,1,
"Primaria (043)",2459,129,707,1405,86,126,6
"Secundaria (044)",3214,441,790,1587,117,272,7
"Superior no univ. incompleta (045)",496,159,68,233,16,20,
"Superior no univ. completa (046)",851,467,70,274,21,19,
"Superior univ. incompleta (047)",252,105,27,100,9,11,
"Superior univ. completa (048)",629,425,19,157,17,11,
"Mujeres (050)",3839,1546,189,1259,56,412,377
"Sin nivel (051)",205,11,19,102,2,32,39
"Educación inicial (052)",4,1,,1,,2,
"Primaria (053)",959,110,82,435,19,158,155
"Secundaria (054)",1083,263,70,433,18,153,146
"Superior no univ. incompleta (055)",284,143,3,83,4,27,24
"Superior no univ. completa (056)",711,556,6,108,7,26,8
"Superior univ. incompleta (057)",148,91,4,43,4,3,3
"Superior univ. completa (058)",445,371,5,54,2,11,2
,,,,,,,
"RURAL (060)",11841,457,2837,5504,287,2664,92
"Sin nivel (061)",1329,2,276,600,30,408,13
"Educación inicial (062)",55,,6,36,,13,
"Primaria (063)",6621,27,1584,3316,184,1452,58
"Secundaria (064)",3245,68,905,1431,66,757,18
"Superior no univ. incompleta (065)",176,64,29,63,3,15,2
"Superior no univ. completa (066)",254,174,26,42,2,9,1
"Superior univ. incompleta (067)",43,21,9,4,2,7,
"Superior univ. completa (068)",118,101,2,12,,3,
"Hombres (070)",9207,288,2533,4640,230,1511,5
"Sin nivel (071)",683,,214,351,15,103,
"Educación inicial (072)",47,,4,32,,11,
"Primaria (073)",5184,16,1408,2835,150,772,3
"Secundaria (074)",2857,42,843,1315,60,595,2
"Superior no univ. incompleta (075)",129,29,28,57,2,13,
"Superior no univ. completa (076)",206,137,25,36,1,7,
"Superior univ. incompleta (077)",31,10,9,3,2,7,
"Superior univ. completa (078)",70,54,2,11,,3,
"Mujeres (080)",2634,169,304,864,57,1153,87
"Sin nivel (081)",646,2,62,249,15,305,13
"Educación inicial (082)",8,,2,4,,2,
"Primaria (083)",1437,11,176,481,34,680,55
"Secundaria (084)",388,26,62,116,6,162,16
"Superior no univ. incompleta (085)",47,35,1,6,1,2,2
"Superior no univ. completa (086)",48,37,1,6,1,2,1
"Superior univ. incompleta (087)",12,11,,1,,,
"Superior univ. completa (088)",48,47,,1,,,
