"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia JAUJA (000)",30491,5291,6670,12205,483,3625,396,1821
"Agric., ganadería, caza y silvicultura (001)",12226,38,4189,4850,244,2905,,
"Pesca (002)",21,1,12,7,1,,,
"Explotación de minas y canteras (003)",656,79,562,9,5,1,,
"Industrias manufactureras (004)",1592,83,502,907,33,67,,
"Suministro de electricidad, gas y agua (005)",53,25,27,1,,,,
"Construcción (006)",1146,39,724,336,32,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4251,520,136,3090,90,415,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",392,63,97,190,22,20,,
"Comercio al por mayor (009)",204,52,9,114,7,22,,
"Comercio al por menor (010)",3655,405,30,2786,61,373,,
"Hoteles y restaurantes (011)",1158,225,66,775,28,64,,
"Trans., almac. y comunicaciones (012)",1847,330,238,1235,17,27,,
"Intermediación financiera (013)",46,45,1,,,,,
"Activid.inmobil., empres. y alquileres (014)",653,430,49,157,11,6,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",848,765,83,,,,,
"Enseñanza (016)",1981,1906,2,69,3,1,,
"Servicios sociales y de salud (017)",562,484,4,71,1,2,,
"Otras activ. serv.comun.soc y personales (018)",779,236,36,478,13,16,,
"Hogares privados con servicio doméstico (019)",396,,,,,,396,
"Actividad economica no especificada (021)",455,85,39,220,5,106,,
"Desocupado (022)",1821,,,,,,,1821
"Hombres (023)",19082,2866,4940,7868,354,1715,23,1316
"Agric., ganadería, caza y silvicultura (024)",7992,30,2685,3620,185,1472,,
"Pesca (025)",19,1,10,7,1,,,
"Explotación de minas y canteras (026)",636,74,550,6,5,1,,
"Industrias manufactureras (027)",1201,48,407,682,23,41,,
"Suministro de electricidad, gas y agua (028)",48,23,24,1,,,,
"Construcción (029)",1118,33,707,331,32,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1889,277,133,1293,61,125,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",368,57,96,180,21,14,,
"Comercio al por mayor (032)",93,25,9,51,4,4,,
"Comercio al por menor (033)",1428,195,28,1062,36,107,,
"Hoteles y restaurantes (034)",307,88,27,166,12,14,,
"Trans., almac. y comunicaciones (035)",1740,276,233,1197,15,19,,
"Intermediación financiera (036)",21,20,1,,,,,
"Activid.inmobil., empres. y alquileres (037)",474,299,41,122,8,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",534,469,65,,,,,
"Enseñanza (039)",949,905,2,40,2,,,
"Servicios sociales y de salud (040)",175,122,,52,1,,,
"Otras activ. serv.comun.soc y personales (041)",487,158,23,290,9,7,,
"Hogares privados con servicio doméstico (042)",23,,,,,,23,
"Actividad economica no especificada (044)",153,43,32,61,,17,,
"Desocupado (045)",1316,,,,,,,1316
"Mujeres (046)",11409,2425,1730,4337,129,1910,373,505
"Agric., ganadería, caza y silvicultura (047)",4234,8,1504,1230,59,1433,,
"Pesca (048)",2,,2,,,,,
"Explotación de minas y canteras (049)",20,5,12,3,,,,
"Industrias manufactureras (050)",391,35,95,225,10,26,,
"Suministro de electricidad, gas y agua (051)",5,2,3,,,,,
"Construcción (052)",28,6,17,5,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2362,243,3,1797,29,290,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",24,6,1,10,1,6,,
"Comercio al por mayor (055)",111,27,,63,3,18,,
"Comercio al por menor (056)",2227,210,2,1724,25,266,,
"Hoteles y restaurantes (057)",851,137,39,609,16,50,,
"Trans., almac. y comunicaciones (058)",107,54,5,38,2,8,,
"Intermediación financiera (059)",25,25,,,,,,
"Activid.inmobil., empres. y alquileres (060)",179,131,8,35,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",314,296,18,,,,,
"Enseñanza (062)",1032,1001,,29,1,1,,
"Servicios sociales y de salud (063)",387,362,4,19,,2,,
"Otras activ. serv.comun.soc y personales (064)",292,78,13,188,4,9,,
"Hogares privados con servicio doméstico (065)",373,,,,,,373,
"Actividad economica no especificada (067)",302,42,7,159,5,89,,
,,,,,,,,
"URBANA (068)",21860,4807,4302,8860,358,1810,324,1399
"Agric., ganadería, caza y silvicultura (069)",6087,32,2421,2275,150,1209,,
"Pesca (070)",13,,7,6,,,,
"Explotación de minas y canteras (071)",354,68,279,2,5,,,
"Industrias manufactureras (072)",1328,76,423,743,28,58,,
"Suministro de electricidad, gas y agua (073)",46,23,22,1,,,,
"Construcción (074)",994,35,620,298,28,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",3874,480,119,2825,80,370,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",330,51,83,160,19,17,,
"Comercio al por mayor (077)",198,51,9,111,7,20,,
"Comercio al por menor (078)",3346,378,27,2554,54,333,,
"Hoteles y restaurantes (079)",1043,193,55,724,24,47,,
"Trans., almac. y comunicaciones (080)",1612,292,183,1098,17,22,,
"Intermediación financiera (081)",46,45,1,,,,,
"Activid.inmobil., empres. y alquileres (082)",566,365,39,148,9,5,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",771,695,76,,,,,
"Enseñanza (084)",1828,1769,1,54,3,1,,
"Servicios sociales y de salud (085)",528,455,4,67,1,1,,
"Otras activ. serv.comun.soc y personales (086)",701,210,26,451,8,6,,
"Hogares privados con servicio doméstico (087)",324,,,,,,324,
"Actividad economica no especificada (089)",346,69,26,168,5,78,,
"Desocupado (090)",1399,,,,,,,1399
"Hombres (091)",13174,2551,3205,5374,262,791,18,973
"Agric., ganadería, caza y silvicultura (092)",3879,25,1510,1634,116,594,,
"Pesca (093)",11,,5,6,,,,
"Explotación de minas y canteras (094)",344,64,273,2,5,,,
"Industrias manufactureras (095)",986,42,343,545,20,36,,
"Suministro de electricidad, gas y agua (096)",41,21,19,1,,,,
"Construcción (097)",968,29,604,294,28,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1694,253,117,1163,53,108,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",307,45,82,151,18,11,,
"Comercio al por mayor (100)",89,25,9,48,4,3,,
"Comercio al por menor (101)",1298,183,26,964,31,94,,
"Hoteles y restaurantes (102)",277,78,24,154,11,10,,
"Trans., almac. y comunicaciones (103)",1508,239,178,1062,15,14,,
"Intermediación financiera (104)",21,20,1,,,,,
"Activid.inmobil., empres. y alquileres (105)",404,244,34,116,6,4,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",481,422,59,,,,,
"Enseñanza (107)",857,824,1,30,2,,,
"Servicios sociales y de salud (108)",166,115,,50,1,,,
"Otras activ. serv.comun.soc y personales (109)",432,139,15,270,5,3,,
"Hogares privados con servicio doméstico (110)",18,,,,,,18,
"Actividad economica no especificada (112)",114,36,22,47,,9,,
"Desocupado (113)",973,,,,,,,973
