"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia POMABAMBA (000)",26007,1348,3648,3836,2823,3790,3140,5324,2098
"Sabe leer y escribir (001)",17303,,2119,3671,2650,3193,2304,2795,571
"No sabe leer y escribir (002)",8704,1348,1529,165,173,597,836,2529,1527
"Hombres (004)",12539,698,1789,1959,1371,1809,1517,2521,875
"Sabe leer y escribir (005)",9446,,1023,1891,1327,1670,1326,1822,387
"No sabe leer y escribir (006)",3093,698,766,68,44,139,191,699,488
"Mujeres (008)",13468,650,1859,1877,1452,1981,1623,2803,1223
"Sabe leer y escribir (009)",7857,,1096,1780,1323,1523,978,973,184
"No sabe leer y escribir (010)",5611,650,763,97,129,458,645,1830,1039
,,,,,,,,,
"URBANA (012)",5763,229,666,676,640,959,855,1305,433
"Sabe leer y escribir (013)",4880,,493,670,625,924,806,1097,265
"No sabe leer y escribir (014)",883,229,173,6,15,35,49,208,168
"Hombres (016)",2799,123,321,332,311,453,432,639,188
"Sabe leer y escribir (017)",2498,,245,328,301,445,423,605,151
"No sabe leer y escribir (018)",301,123,76,4,10,8,9,34,37
"Mujeres (020)",2964,106,345,344,329,506,423,666,245
"Sabe leer y escribir (021)",2382,,248,342,324,479,383,492,114
"No sabe leer y escribir (022)",582,106,97,2,5,27,40,174,131
,,,,,,,,,
"RURAL (024)",20244,1119,2982,3160,2183,2831,2285,4019,1665
"Sabe leer y escribir (025)",12423,,1626,3001,2025,2269,1498,1698,306
"No sabe leer y escribir (026)",7821,1119,1356,159,158,562,787,2321,1359
"Hombres (028)",9740,575,1468,1627,1060,1356,1085,1882,687
"Sabe leer y escribir (029)",6948,,778,1563,1026,1225,903,1217,236
"No sabe leer y escribir (030)",2792,575,690,64,34,131,182,665,451
"Mujeres (032)",10504,544,1514,1533,1123,1475,1200,2137,978
"Sabe leer y escribir (033)",5475,,848,1438,999,1044,595,481,70
"No sabe leer y escribir (034)",5029,544,666,95,124,431,605,1656,908
