"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (046)",231,24,58,64,61,24
"Explotación de minas y canteras (048)",1,,1,,,
"Industrias manufactureras (049)",7,,4,,1,2
"Suministro de electricidad, gas y agua (050)",1,,,1,,
"Construcción (051)",3,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",78,,26,19,28,5
"Comercio al por mayor (054)",2,,,1,1,
"Comercio al por menor (055)",76,,26,18,27,5
"Hoteles y restaurantes (056)",45,,14,17,13,1
"Trans., almac. y comunicaciones (057)",1,,,1,,
"Intermediación financiera (058)",1,,1,,,
"Activid.inmobil., empres. y alquileres (059)",8,,2,4,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",32,,13,14,4,1
"Enseñanza (061)",68,,11,42,14,1
"Servicios sociales y de salud (062)",20,,9,7,4,
"Otras activ. serv.comun.soc y personales (063)",9,,4,3,1,1
"Hogares privados con servicio doméstico (064)",31,1,11,9,8,2
"Actividad economica no especificada (066)",39,,9,12,15,3
,,,,,,
"URBANA (067)",788,6,201,271,226,84
"Agric., ganadería, caza y silvicultura (068)",261,4,61,66,71,59
"Explotación de minas y canteras (070)",26,,12,8,6,
"Industrias manufactureras (071)",18,,8,3,3,4
"Suministro de electricidad, gas y agua (072)",2,,,2,,
"Construcción (073)",40,,16,10,11,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",77,,21,27,22,7
"Comercio al por mayor (076)",3,,,2,1,
"Comercio al por menor (077)",74,,21,25,21,7
"Hoteles y restaurantes (078)",33,,9,11,12,1
"Trans., almac. y comunicaciones (079)",14,,7,5,2,
"Intermediación financiera (080)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (081)",15,,4,6,5,
"Admin.pub. y defensa; p. segur.soc.afil (082)",72,,24,31,14,3
"Enseñanza (083)",121,,8,69,43,1
"Servicios sociales y de salud (084)",27,,8,10,9,
"Otras activ. serv.comun.soc y personales (085)",17,,6,5,5,1
"Hogares privados con servicio doméstico (086)",22,2,5,6,7,2
"Actividad economica no especificada (088)",41,,11,12,15,3
"Hombres (089)",522,4,127,172,152,67
"Agric., ganadería, caza y silvicultura (090)",237,3,55,58,65,56
"Explotación de minas y canteras (092)",26,,12,8,6,
"Industrias manufactureras (093)",11,,4,3,2,2
"Suministro de electricidad, gas y agua (094)",1,,,1,,
"Construcción (095)",40,,16,10,11,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",23,,3,13,5,2
"Comercio al por mayor (098)",1,,,1,,
"Comercio al por menor (099)",22,,3,12,5,2
"Hoteles y restaurantes (100)",2,,,,2,
"Trans., almac. y comunicaciones (101)",13,,7,4,2,
"Intermediación financiera (102)",1,,,,1,
"Activid.inmobil., empres. y alquileres (103)",9,,2,3,4,
"Admin.pub. y defensa; p. segur.soc.afil (104)",48,,12,22,12,2
"Enseñanza (105)",74,,4,40,30,
"Servicios sociales y de salud (106)",11,,3,3,5,
"Otras activ. serv.comun.soc y personales (107)",11,,4,3,4,
"Hogares privados con servicio doméstico (108)",2,1,,,,1
"Actividad economica no especificada (110)",13,,5,4,3,1
"Mujeres (112)",266,2,74,99,74,17
"Agric., ganadería, caza y silvicultura (113)",24,1,6,8,6,3
"Industrias manufactureras (116)",7,,4,,1,2
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",54,,18,14,17,5
"Comercio al por mayor (121)",2,,,1,1,
"Comercio al por menor (122)",52,,18,13,16,5
"Hoteles y restaurantes (123)",31,,9,11,10,1
"Trans., almac. y comunicaciones (124)",1,,,1,,
"Intermediación financiera (125)",1,,1,,,
"Activid.inmobil., empres. y alquileres (126)",6,,2,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",24,,12,9,2,1
"Enseñanza (128)",47,,4,29,13,1
"Servicios sociales y de salud (129)",16,,5,7,4,
"Otras activ. serv.comun.soc y personales (130)",6,,2,2,1,1
"Hogares privados con servicio doméstico (131)",20,1,5,6,7,1
"Actividad economica no especificada (133)",28,,6,8,12,2
,,,,,,
"RURAL (134)",1393,59,395,431,354,154
"Agric., ganadería, caza y silvicultura (135)",1014,58,257,292,268,139
"Pesca (136)",2,,1,1,,
"Explotación de minas y canteras (137)",92,,44,31,16,1
"Industrias manufactureras (138)",19,,3,2,7,7
"Construcción (140)",77,1,31,25,17,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",39,,14,11,14,
"Venta, mant.y rep. veh.autom.y motoc. (142)",2,,1,,1,
"Comercio al por mayor (143)",3,,1,2,,
"Comercio al por menor (144)",34,,12,9,13,
"Hoteles y restaurantes (145)",16,,5,6,4,1
"Trans., almac. y comunicaciones (146)",9,,3,5,1,
"Activid.inmobil., empres. y alquileres (148)",9,,,4,5,
"Admin.pub. y defensa; p. segur.soc.afil (149)",18,,5,9,4,
"Enseñanza (150)",53,,10,32,11,
"Servicios sociales y de salud (151)",6,,4,2,,
"Otras activ. serv.comun.soc y personales (152)",6,,2,2,2,
"Hogares privados con servicio doméstico (153)",13,,8,3,1,1
"Actividad economica no especificada (155)",20,,8,6,4,2
"Hombres (156)",1084,36,304,336,277,131
"Agric., ganadería, caza y silvicultura (157)",807,35,205,236,213,118
"Pesca (158)",2,,1,1,,
"Explotación de minas y canteras (159)",91,,43,31,16,1
"Industrias manufactureras (160)",19,,3,2,7,7
"Construcción (162)",74,1,29,24,17,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",15,,6,6,3,
"Venta, mant.y rep. veh.autom.y motoc. (164)",2,,1,,1,
"Comercio al por mayor (165)",3,,1,2,,
"Comercio al por menor (166)",10,,4,4,2,
"Hoteles y restaurantes (167)",2,,,,1,1
"Trans., almac. y comunicaciones (168)",9,,3,5,1,
"Activid.inmobil., empres. y alquileres (170)",7,,,3,4,
"Admin.pub. y defensa; p. segur.soc.afil (171)",10,,4,4,2,
"Enseñanza (172)",32,,3,19,10,
"Servicios sociales y de salud (173)",2,,,2,,
"Otras activ. serv.comun.soc y personales (174)",3,,,1,2,
"Hogares privados con servicio doméstico (175)",2,,2,,,
"Actividad economica no especificada (177)",9,,5,2,1,1
"Mujeres (179)",309,23,91,95,77,23
"Agric., ganadería, caza y silvicultura (180)",207,23,52,56,55,21
"Explotación de minas y canteras (182)",1,,1,,,
"Construcción (185)",3,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",24,,8,5,11,
"Comercio al por menor (189)",24,,8,5,11,
"Hoteles y restaurantes (190)",14,,5,6,3,
"Activid.inmobil., empres. y alquileres (193)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",8,,1,5,2,
"Enseñanza (195)",21,,7,13,1,
"Servicios sociales y de salud (196)",4,,4,,,
"Otras activ. serv.comun.soc y personales (197)",3,,2,1,,
"Hogares privados con servicio doméstico (198)",11,,6,3,1,1
"Actividad economica no especificada (200)",11,,3,4,3,1
