"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia TAYACAJA (000)",36250,113518,99920,,1852,88,1.6
"De 12 a 14 años (001)",4403,16,16,,2,100,12.5
"De 15 a 19 años (002)",4908,883,869,246,98.4,27.9,
"De 20 a 24 años (003)",3995,4334,4204,477,97,11,
"De 25 a 29 años (004)",3556,7497,7194,402,96,5.4,
"De 30 a 34 años (005)",3141,9879,9285,326,94,3.3,
"De 35 a 39 años (006)",3069,12795,11761,232,91.9,1.8,
"De 40 a 44 años (007)",2691,14223,12912,128,90.8,0.9,
"De 45 a 49 años (008)",2323,13621,12156,39,89.2,0.3,
"De 50 y más años (009)",8164,50270,41523,,82.6,,
"Conviviente (010)",6781,17763,16621,981,93.6,5.5,
"De 12 a 14 años (011)",52,6,6,1,100,16.7,
"De 15 a 19 años (012)",723,591,578,175,97.8,29.6,
"De 20 a 24 años (013)",1846,2749,2673,350,97.2,12.7,
"De 25 a 29 años (014)",1546,3606,3477,239,96.4,6.6,
"De 30 a 34 años (015)",957,2979,2823,130,94.8,4.4,
"De 35 a 39 años (016)",655,2622,2463,57,93.9,2.2,
"De 40 a 44 años (017)",374,1750,1624,24,92.8,1.4,
"De 45 a 49 años (018)",231,1178,1085,5,92.1,0.4,
"De 50 y más años (019)",397,2282,1892,,82.9,,
"Separado(a) (020)",1160,3381,3085,61,91.2,1.8,
"De 12 a 14 años (021)",7,1,1,,100,,
"De 15 a 19 años (022)",90,75,75,15,100,20,
"De 20 a 24 años (023)",156,195,189,19,96.9,9.7,
"De 25 a 29 años (024)",152,270,259,5,95.9,1.9,
"De 30 a 34 años (025)",154,338,325,10,96.2,3,
"De 35 a 39 años (026)",142,421,390,9,92.6,2.1,
"De 40 a 44 años (027)",120,488,450,1,92.2,0.2,
"De 45 a 49 años (028)",88,373,339,2,90.9,0.5,
"De 50 y más años (029)",251,1220,1057,,86.6,,
"Casado(a) (030)",13352,70983,62706,704,88.3,1,
"De 12 a 14 años (031)",7,3,3,,100,,
"De 15 a 19 años (032)",95,106,105,24,99.1,22.6,
"De 20 a 24 años (033)",578,1085,1043,75,96.1,6.9,
"De 25 a 29 años (034)",1203,3281,3127,143,95.3,4.4,
"De 30 a 34 años (035)",1624,6120,5723,173,93.5,2.8,
"De 35 a 39 años (036)",1891,9075,8282,160,91.3,1.8,
