"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SAN IGNACIO (000)",40477,129574,115817,,2874,89.4,2.2
"De 12 a 14 años (001)",5069,33,33,,8,100,24.2
"De 15 a 19 años (002)",5933,1452,1423,411,98,28.3,
"De 20 a 24 años (003)",4926,6007,5857,713,97.5,11.9,
"De 25 a 29 años (004)",4837,10831,10492,647,96.9,6,
"De 30 a 34 años (005)",3841,12597,12080,484,95.9,3.8,
"De 35 a 39 años (006)",3571,15659,14807,372,94.6,2.4,
"De 40 a 44 años (007)",2918,16122,14983,200,92.9,1.2,
"De 45 a 49 años (008)",2471,15717,14177,37,90.2,0.2,
"De 50 y más años (009)",6911,51156,41965,2,82,,
"Conviviente (010)",16430,60291,55360,2061,91.8,3.4,
"De 12 a 14 años (011)",89,15,15,3,100,20,
"De 15 a 19 años (012)",1442,1046,1022,283,97.7,27.1,
"De 20 a 24 años (013)",2873,4561,4450,541,97.6,11.9,
"De 25 a 29 años (014)",3166,7879,7634,498,96.9,6.3,
"De 30 a 34 años (015)",2437,8525,8192,346,96.1,4.1,
"De 35 a 39 años (016)",2085,9641,9128,255,94.7,2.6,
"De 40 a 44 años (017)",1432,8316,7705,115,92.7,1.4,
"De 45 a 49 años (018)",1026,6624,5952,19,89.9,0.3,
"De 50 y más años (019)",1880,13684,11262,1,82.3,,
"Separado(a) (020)",1605,5673,5047,130,89,2.3,
"De 12 a 14 años (021)",2,2,2,,100,,
"De 15 a 19 años (022)",142,137,136,48,99.3,35,
"De 20 a 24 años (023)",251,355,345,39,97.2,11,
"De 25 a 29 años (024)",210,397,381,17,96,4.3,
"De 30 a 34 años (025)",174,490,467,15,95.3,3.1,
"De 35 a 39 años (026)",179,578,556,5,96.2,0.9,
"De 40 a 44 años (027)",150,651,603,3,92.6,0.5,
"De 45 a 49 años (028)",118,628,556,3,88.5,0.5,
"De 50 y más años (029)",379,2435,2001,,82.2,,
"Casado(a) (030)",8349,48302,42865,508,88.7,1.1,
"De 12 a 14 años (031)",4,1,1,,100,,
"De 15 a 19 años (032)",98,104,101,25,97.1,24,
"De 20 a 24 años (033)",402,709,690,70,97.3,9.9,
"De 25 a 29 años (034)",772,2118,2049,106,96.7,5,
"De 30 a 34 años (035)",894,3194,3049,111,95.5,3.5,
