"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 35 a 39 años (046)",140,,,,2,66,47,25
"De 40 a 44 años (047)",190,,,,25,100,25,40
"De 45 a 49 años (048)",242,,,3,71,106,18,44
"De 50 y más años (049)",3548,297,612,865,670,139,5,960
"Divorciado(a) (050)",954,9,35,126,195,247,93,249
"De 15 a 19 años (052)",2,,,,,,,2
"De 20 a 24 años (053)",12,,,,,1,6,5
"De 25 a 29 años (054)",25,,,,,5,13,7
"De 30 a 34 años (055)",65,,,,,18,23,24
"De 35 a 39 años (056)",126,,,,1,68,30,27
"De 40 a 44 años (057)",127,,,,12,68,15,32
"De 45 a 49 años (058)",146,,,5,51,47,6,37
"De 50 y más años (059)",451,9,35,121,131,40,,115
"Soltero(a) (060)",10078,30,69,155,447,1182,2133,6062
"De 12 a 14 años (061)",19,,,,,,1,18
"De 15 a 19 años (062)",245,,,,,,149,96
"De 20 a 24 años (063)",2159,,,,,8,485,1666
"De 25 a 29 años (064)",2453,,,,,129,610,1714
"De 30 a 34 años (065)",1579,,,,2,248,441,888
"De 35 a 39 años (066)",1225,,,,34,303,295,593
"De 40 a 44 años (067)",841,,,,76,256,122,387
"De 45 a 49 años (068)",548,,,10,134,156,27,221
"De 50 y más años (069)",1009,30,69,145,201,82,3,479
,,,,,,,,
"URBANA (080)",66954,415,1391,3654,7483,13553,20372,20086
"De 12 a 14 años (081)",77,,,,,,,77
"De 15 a 19 años (082)",1110,,,,,,582,528
"De 20 a 24 años (083)",6232,,,,,26,3039,3167
"De 25 a 29 años (084)",9471,,,,,508,5138,3825
"De 30 a 34 años (085)",9790,,,,4,1684,5081,3021
"De 35 a 39 años (086)",9426,,,,167,3072,3949,2238
"De 40 a 44 años (087)",7929,,,2,701,3449,1957,1820
"De 45 a 49 años (088)",6246,,,59,1602,2769,548,1268
"De 50 y más años (089)",16673,415,1391,3593,5009,2045,78,4142
"Conviviente (090)",20896,14,48,248,1076,3694,9911,5905
"De 12 a 14 años (091)",47,,,,,,,47
"De 15 a 19 años (092)",724,,,,,,373,351
"De 20 a 24 años (093)",3185,,,,,9,1975,1201
"De 25 a 29 años (094)",4427,,,,,231,2848,1348
"De 30 a 34 años (095)",4235,,,,1,698,2428,1108
"De 35 a 39 años (096)",3267,,,,46,1000,1534,687
"De 40 a 44 años (097)",2084,,,,173,864,598,449
"De 45 a 49 años (098)",1189,,,13,244,526,136,270
"De 50 y más años (099)",1738,14,48,235,612,366,19,444
"Separado(a) (100)",6251,12,72,281,850,1657,1734,1645
"De 12 a 14 años (101)",1,,,,,,,1
"De 15 a 19 años (102)",65,,,,,,34,31
"De 20 a 24 años (103)",351,,,,,7,233,111
"De 25 a 29 años (104)",758,,,,,53,439,266
"De 30 a 34 años (105)",922,,,,,227,445,250
"De 35 a 39 años (106)",1013,,,,34,424,316,239
"De 40 a 44 años (107)",885,,,2,94,416,178,195
"De 45 a 49 años (108)",742,,,7,200,293,82,160
"De 50 y más años (109)",1514,12,72,272,522,237,7,392
"Casado(a) (110)",25170,68,600,2061,4227,6421,6431,5362
"De 12 a 14 años (111)",10,,,,,,,10
"De 15 a 19 años (112)",79,,,,,,31,48
"De 20 a 24 años (113)",583,,,,,1,353,229
"De 25 a 29 años (114)",1837,,,,,90,1225,522
"De 30 a 34 años (115)",2971,,,,1,493,1732,745
"De 35 a 39 años (116)",3697,,,,50,1222,1738,687
"De 40 a 44 años (117)",3845,,,,324,1763,1026,732
"De 45 a 49 años (118)",3416,,,22,911,1654,282,547
"De 50 y más años (119)",8732,68,600,2039,2941,1198,44,1842
"Viudo(a) (120)",3925,285,568,795,702,393,139,1043
"De 12 a 14 años (121)",1,,,,,,,1
"De 15 a 19 años (122)",5,,,,,,2,3
"De 20 a 24 años (123)",10,,,,,,5,5
"De 25 a 29 años (124)",37,,,,,6,17,14
"De 30 a 34 años (125)",62,,,,,10,27,25
"De 35 a 39 años (126)",130,,,,2,63,43,22
"De 40 a 44 años (127)",179,,,,22,93,24,40
"De 45 a 49 años (128)",223,,,3,67,97,16,40
"De 50 y más años (129)",3278,285,568,792,611,124,5,893
"Divorciado(a) (130)",929,9,35,122,190,243,91,239
"De 15 a 19 años (132)",2,,,,,,,2
"De 20 a 24 años (133)",12,,,,,1,6,5
"De 25 a 29 años (134)",25,,,,,5,13,7
"De 30 a 34 años (135)",61,,,,,18,22,21
"De 35 a 39 años (136)",125,,,,1,67,30,27
"De 40 a 44 años (137)",123,,,,12,65,15,31
"De 45 a 49 años (138)",141,,,4,49,47,5,36
"De 50 y más años (139)",440,9,35,118,128,40,,110
"Soltero(a) (140)",9783,27,68,147,438,1145,2066,5892
"De 12 a 14 años (141)",18,,,,,,,18
"De 15 a 19 años (142)",235,,,,,,142,93
"De 20 a 24 años (143)",2091,,,,,8,467,1616
"De 25 a 29 años (144)",2387,,,,,123,596,1668
"De 30 a 34 años (145)",1539,,,,2,238,427,872
"De 35 a 39 años (146)",1194,,,,34,296,288,576
"De 40 a 44 años (147)",813,,,,76,248,116,373
"De 45 a 49 años (148)",535,,,10,131,152,27,215
"De 50 y más años (149)",971,27,68,137,195,80,3,461
,,,,,,,,
"RURAL (160)",4253,28,117,298,618,881,1310,1001
"De 12 a 14 años (161)",2,,,,,,1,1
"De 15 a 19 años (162)",85,,,,,,58,27
"De 20 a 24 años (163)",383,,,,,3,241,139
"De 25 a 29 años (164)",535,,,,,26,349,160
"De 30 a 34 años (165)",491,,,,1,111,259,120
"De 35 a 39 años (166)",540,,,,10,184,233,113
"De 40 a 44 años (167)",456,,,1,50,203,123,79
"De 45 a 49 años (168)",397,,,3,102,190,35,67
"De 50 y más años (169)",1364,28,117,294,455,164,11,295
"Conviviente (170)",1677,3,5,39,113,339,806,372
"De 12 a 14 años (171)",1,,,,,,,1
"De 15 a 19 años (172)",67,,,,,,46,21
"De 20 a 24 años (173)",250,,,,,2,182,66
"De 25 a 29 años (174)",313,,,,,12,227,74
"De 30 a 34 años (175)",276,,,,1,62,154,59
"De 35 a 39 años (176)",277,,,,3,87,135,52
"De 40 a 44 años (177)",154,,,1,17,64,45,27
"De 45 a 49 años (178)",124,,,,27,61,14,22
"De 50 y más años (179)",215,3,5,38,65,51,3,50
"Separado(a) (180)",231,,8,13,40,58,58,54
"De 15 a 19 años (182)",5,,,,,,4,1
"De 20 a 24 años (183)",16,,,,,,8,8
"De 25 a 29 años (184)",18,,,,,,17,1
"De 30 a 34 años (185)",36,,,,,9,12,15
"De 35 a 39 años (186)",32,,,,3,13,8,8
"De 40 a 44 años (187)",35,,,,4,15,7,9
"De 45 a 49 años (188)",28,,,,7,15,1,5
"De 50 y más años (189)",61,,8,13,26,6,1,7
"Casado(a) (190)",1706,10,59,161,385,409,364,318
"De 15 a 19 años (192)",3,,,,,,1,2
"De 20 a 24 años (193)",49,,,,,1,33,15
"De 25 a 29 años (194)",133,,,,,8,89,36
"De 30 a 34 años (195)",131,,,,,30,74,27
"De 35 a 39 años (196)",189,,,,4,73,79,33
"De 40 a 44 años (197)",224,,,,26,106,64,28
"De 45 a 49 años (198)",208,,,2,59,101,17,29
"De 50 y más años (199)",769,10,59,159,296,90,7,148
"Viudo(a) (200)",319,12,44,73,66,34,13,77
"De 25 a 29 años (204)",5,,,,,,2,3
"De 30 a 34 años (205)",4,,,,,,4,
"De 35 a 39 años (206)",10,,,,,3,4,3
"De 40 a 44 años (207)",11,,,,3,7,1,
"De 45 a 49 años (208)",19,,,,4,9,2,4
"De 50 y más años (209)",270,12,44,73,59,15,,67
"Divorciado(a) (210)",25,,,4,5,4,2,10
"De 30 a 34 años (215)",4,,,,,,1,3
"De 35 a 39 años (216)",1,,,,,1,,
"De 40 a 44 años (217)",4,,,,,3,,1
"De 45 a 49 años (218)",5,,,1,2,,1,1
"De 50 y más años (219)",11,,,3,3,,,5
"Soltero(a) (220)",295,3,1,8,9,37,67,170
"De 12 a 14 años (221)",1,,,,,,1,
"De 15 a 19 años (222)",10,,,,,,7,3
"De 20 a 24 años (223)",68,,,,,,18,50
"De 25 a 29 años (224)",66,,,,,6,14,46
"De 30 a 34 años (225)",40,,,,,10,14,16
"De 35 a 39 años (226)",31,,,,,7,7,17
"De 40 a 44 años (227)",28,,,,,8,6,14
"De 45 a 49 años (228)",13,,,,3,4,,6
"De 50 y más años (229)",38,3,1,8,6,2,,18
