"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CAJABAMBA (000)",74287,36644,37643,18194,8629,9565,56093,28015,28078
"Menores de 1 año (001)",1710,879,831,329,166,163,1381,713,668
"Menores de 1 mes (002)",150,78,72,24,11,13,126,67,59
"De 1 a 11 meses (003)",1560,801,759,305,155,150,1255,646,609
"De 1 a 4 años (004)",7705,3906,3799,1493,769,724,6212,3137,3075
"1 año (005)",1840,928,912,356,188,168,1484,740,744
"2 años (006)",2122,1056,1066,383,185,198,1739,871,868
"3 años (007)",1847,952,895,354,181,173,1493,771,722
"4 años (008)",1896,970,926,400,215,185,1496,755,741
"De 5 a 9 años (009)",9188,4679,4509,1913,981,932,7275,3698,3577
"5 años (010)",1888,963,925,378,191,187,1510,772,738
"6 años (011)",1695,851,844,374,193,181,1321,658,663
"7 años (012)",2003,1032,971,403,213,190,1600,819,781
"8 años (013)",1810,924,886,360,173,187,1450,751,699
"9 años (014)",1792,909,883,398,211,187,1394,698,696
"De 10 a 14 años (015)",9715,5065,4650,2215,1136,1079,7500,3929,3571
"10 años (016)",1942,1020,922,414,211,203,1528,809,719
"11 años (017)",1906,999,907,412,213,199,1494,786,708
"12 años (018)",2062,1096,966,454,238,216,1608,858,750
"13 años (019)",1916,954,962,449,227,222,1467,727,740
"14 años (020)",1889,996,893,486,247,239,1403,749,654
"De 15 a 19 años (021)",7218,3657,3561,1890,911,979,5328,2746,2582
"15 años (022)",1771,881,890,473,225,248,1298,656,642
"16 años (023)",1510,754,756,401,199,202,1109,555,554
"17 años (024)",1504,793,711,364,180,184,1140,613,527
"18 años (025)",1307,675,632,342,157,185,965,518,447
"19 años (026)",1126,554,572,310,150,160,816,404,412
"De 20 a 24 años (027)",5872,2895,2977,1519,730,789,4353,2165,2188
"20 años (028)",1318,634,684,344,157,187,974,477,497
"21 años (029)",940,489,451,236,126,110,704,363,341
"22 años (030)",1261,627,634,312,156,156,949,471,478
"23 años (031)",1150,555,595,342,154,188,808,401,407
"24 años (032)",1203,590,613,285,137,148,918,453,465
"De 25 a 29 años (033)",4978,2376,2602,1350,610,740,3628,1766,1862
"25 años (034)",1121,522,599,265,119,146,856,403,453
"26 años (035)",948,461,487,269,134,135,679,327,352
"27 años (036)",1116,533,583,316,136,180,800,397,403
"28 años (037)",926,451,475,235,101,134,691,350,341
"29 años (038)",867,409,458,265,120,145,602,289,313
"De 30 a 34 años (039)",4509,2215,2294,1204,550,654,3305,1665,1640
"30 años (040)",1119,542,577,275,125,150,844,417,427
"31 años (041)",740,340,400,228,103,125,512,237,275
"32 años (042)",947,482,465,260,119,141,687,363,324
"33 años (043)",891,448,443,229,114,115,662,334,328
