"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ICA (000)",5334,43,2778,1503,840,170
"Conviviente (001)",1081,,467,432,164,18
"Separado(a) (002)",219,,60,96,52,11
"Casado(a) (003)",1030,,142,390,407,91
"Viudo(a) (004)",70,,3,8,33,26
"Divorciado(a) (005)",32,,3,12,14,3
"Soltero(a) (006)",2902,43,2103,565,170,21
"Hombres (008)",3048,30,1499,815,559,145
"Conviviente (009)",615,,221,263,114,17
"Separado(a) (010)",72,,15,26,22,9
"Casado(a) (011)",624,,59,179,301,85
"Viudo(a) (012)",32,,1,2,15,14
"Divorciado(a) (013)",17,,1,5,9,2
"Soltero(a) (014)",1688,30,1202,340,98,18
"Mujeres (016)",2286,13,1279,688,281,25
"Conviviente (017)",466,,246,169,50,1
"Separado(a) (018)",147,,45,70,30,2
"Casado(a) (019)",406,,83,211,106,6
"Viudo(a) (020)",38,,2,6,18,12
"Divorciado(a) (021)",15,,2,7,5,1
"Soltero(a) (022)",1214,13,901,225,72,3
,,,,,,
"AREA URBANA (024)",4887,37,2560,1382,762,146
"Conviviente (025)",994,,436,402,140,16
"Separado(a) (026)",205,,58,90,49,8
"Casado(a) (027)",960,,135,365,378,82
"Viudo(a) (028)",63,,3,8,32,20
"Divorciado(a) (029)",31,,3,12,13,3
"Soltero(a) (030)",2634,37,1925,505,150,17
"Hombres (032)",2772,27,1389,738,494,124
"Conviviente (033)",555,,205,240,95,15
"Separado(a) (034)",66,,14,25,21,6
"Casado(a) (035)",570,,55,165,274,76
"Viudo(a) (036)",28,,1,2,14,11
"Divorciado(a) (037)",16,,1,5,8,2
"Soltero(a) (038)",1537,27,1113,301,82,14
"Mujeres (040)",2115,10,1171,644,268,22
"Conviviente (041)",439,,231,162,45,1
"Separado(a) (042)",139,,44,65,28,2
"Casado(a) (043)",390,,80,200,104,6
"Viudo(a) (044)",35,,2,6,18,9
"Divorciado(a) (045)",15,,2,7,5,1
"Soltero(a) (046)",1097,10,812,204,68,3
,,,,,,
"AREA RURAL (048)",447,6,218,121,78,24
"Conviviente (049)",87,,31,30,24,2
"Separado(a) (050)",14,,2,6,3,3
"Casado(a) (051)",70,,7,25,29,9
"Viudo(a) (052)",7,,,,1,6
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",268,6,178,60,20,4
"Hombres (056)",276,3,110,77,65,21
"Conviviente (057)",60,,16,23,19,2
"Separado(a) (058)",6,,1,1,1,3
"Casado(a) (059)",54,,4,14,27,9
"Viudo(a) (060)",4,,,,1,3
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",151,3,89,39,16,4
"Mujeres (064)",171,3,108,44,13,3
"Conviviente (065)",27,,15,7,5,
"Separado(a) (066)",8,,1,5,2,
"Casado(a) (067)",16,,3,11,2,
"Viudo(a) (068)",3,,,,,3
"Soltero(a) (070)",117,3,89,21,4,
