"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",122,2,92,23,5,
"Superior no univ. incompleta (035)",23,,16,6,1,
"Superior no univ. completa (036)",21,,15,4,2,
"Superior univ. incompleta (037)",10,,8,2,,
"Superior univ. completa (038)",17,,3,9,4,1
"No PEA (040)",10204,4016,2601,1432,1126,1029
"Sin nivel (041)",1027,88,44,186,275,434
"Educación inicial (042)",320,310,9,1,,
"Primaria (043)",4759,2912,303,563,559,422
"Secundaria (044)",3307,706,1852,487,175,87
"Superior no univ. incompleta (045)",252,,171,43,22,16
"Superior no univ. completa (046)",131,,61,34,20,16
"Superior univ. incompleta (047)",174,,109,38,13,14
"Superior univ. completa (048)",234,,52,80,62,40
,,,,,,
"URBANA (060)",11443,2846,3257,2580,1738,1022
"Sin nivel (061)",833,55,42,168,241,327
"Educación inicial (062)",234,220,11,3,,
"Primaria (063)",4119,2052,277,615,708,467
"Secundaria (064)",4211,519,2161,984,432,115
"Superior no univ. incompleta (065)",510,,298,135,58,19
"Superior no univ. completa (066)",435,,159,176,76,24
"Superior univ. incompleta (067)",322,,150,97,55,20
"Superior univ. completa (068)",779,,159,402,168,50
"PEA (070)",4342,51,1385,1585,992,329
"Sin nivel (071)",208,1,13,52,77,65
"Educación inicial (072)",5,,3,2,,
"Primaria (073)",935,29,104,278,347,177
"Secundaria (074)",1805,21,827,611,301,45
"Superior no univ. incompleta (075)",296,,152,95,43,6
"Superior no univ. completa (076)",329,,110,149,61,9
"Superior univ. incompleta (077)",177,,59,62,47,9
"Superior univ. completa (078)",587,,117,336,116,18
"Ocupada (080)",4175,50,1288,1541,971,325
"Sin nivel (081)",202,1,12,50,75,64
"Educación inicial (082)",5,,3,2,,
"Primaria (083)",910,29,97,273,336,175
"Secundaria (084)",1723,20,769,592,297,45
"Superior no univ. incompleta (085)",279,,139,91,43,6
"Superior no univ. completa (086)",316,,102,146,59,9
"Superior univ. incompleta (087)",168,,52,60,47,9
"Superior univ. completa (088)",572,,114,327,114,17
"Desocupada (090)",167,1,97,44,21,4
"Sin nivel (091)",6,,1,2,2,1
"Primaria (093)",25,,7,5,11,2
"Secundaria (094)",82,1,58,19,4,
"Superior no univ. incompleta (095)",17,,13,4,,
"Superior no univ. completa (096)",13,,8,3,2,
"Superior univ. incompleta (097)",9,,7,2,,
"Superior univ. completa (098)",15,,3,9,2,1
"No PEA (100)",7101,2795,1872,995,746,693
"Sin nivel (101)",625,54,29,116,164,262
"Educación inicial (102)",229,220,8,1,,
"Primaria (103)",3184,2023,173,337,361,290
"Secundaria (104)",2406,498,1334,373,131,70
"Superior no univ. incompleta (105)",214,,146,40,15,13
"Superior no univ. completa (106)",106,,49,27,15,15
"Superior univ. incompleta (107)",145,,91,35,8,11
"Superior univ. completa (108)",192,,42,66,52,32
,,,,,,
"RURAL (120)",6564,1252,1875,1715,1172,550
"Sin nivel (121)",563,34,34,104,170,221
"Educación inicial (122)",93,90,3,,,
"Primaria (123)",2421,910,253,497,506,255
"Secundaria (124)",2162,218,1088,552,266,38
"Superior no univ. incompleta (125)",316,,124,129,51,12
"Superior no univ. completa (126)",347,,167,131,45,4
"Superior univ. incompleta (127)",187,,71,81,29,6
"Superior univ. completa (128)",475,,135,221,105,14
"PEA (130)",3461,31,1146,1278,792,214
"Sin nivel (131)",161,,19,34,59,49
"Educación inicial (132)",2,,2,,,
"Primaria (133)",846,21,123,271,308,123
"Secundaria (134)",1261,10,570,438,222,21
"Superior no univ. incompleta (135)",278,,99,126,44,9
"Superior no univ. completa (136)",322,,155,124,40,3
"Superior univ. incompleta (137)",158,,53,78,24,3
"Superior univ. completa (138)",433,,125,207,95,6
"Ocupada (140)",3375,29,1090,1263,782,211
"Sin nivel (141)",152,,16,33,57,46
"Educación inicial (142)",2,,2,,,
"Primaria (143)",826,20,115,264,304,123
"Secundaria (144)",1221,9,536,434,221,21
"Superior no univ. incompleta (145)",272,,96,124,43,9
"Superior no univ. completa (146)",314,,148,123,40,3
"Superior univ. incompleta (147)",157,,52,78,24,3
"Superior univ. completa (148)",431,,125,207,93,6
"Desocupada (150)",86,2,56,15,10,3
"Sin nivel (151)",9,,3,1,2,3
"Primaria (153)",20,1,8,7,4,
"Secundaria (154)",40,1,34,4,1,
"Superior no univ. incompleta (155)",6,,3,2,1,
"Superior no univ. completa (156)",8,,7,1,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",2,,,,2,
"No PEA (160)",3103,1221,729,437,380,336
"Sin nivel (161)",402,34,15,70,111,172
"Educación inicial (162)",91,90,1,,,
"Primaria (163)",1575,889,130,226,198,132
"Secundaria (164)",901,208,518,114,44,17
"Superior no univ. incompleta (165)",38,,25,3,7,3
"Superior no univ. completa (166)",25,,12,7,5,1
"Superior univ. incompleta (167)",29,,18,3,5,3
"Superior univ. completa (168)",42,,10,14,10,8
