"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CUTERVO (000)",40412,4069,6435,19176,453,7493,1110,1676
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",58,58,,,,,,
"Profes., científicos e intelectuales (002)",2854,2664,,173,7,10,,
"Técnicos de nivel medio y trab. asimilados (003)",507,397,,100,9,1,,
"Jefes y empleados de oficina (004)",296,293,,1,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1461,168,15,1064,33,181,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",16388,6,2,16018,362,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",769,,197,501,19,52,,
"Obreros construc.,conf.,papel, fab., instr. (008)",967,114,288,547,6,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",14567,204,5739,453,4,7057,1110,
"Otra (010)",55,55,,,,,,
"Ocupaciñn no especificada (011)",814,110,194,319,13,178,,
"Desocupado (012)",1676,,,,,,,1676
"Hombres (013)",32555,2361,5769,17033,399,5705,32,1256
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",48,48,,,,,,
"Profes., científicos e intelectuales (015)",1621,1503,,108,5,5,,
"Técnicos de nivel medio y trab. asimilados (016)",309,218,,83,7,1,,
"Jefes y empleados de oficina (017)",173,171,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",707,91,5,544,19,48,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",15449,6,1,15103,339,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",589,,175,376,17,21,,
"Obreros construc.,conf.,papel, fab., instr. (021)",960,114,286,542,6,12,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",11086,108,5180,187,3,5576,32,
"Otra (023)",55,55,,,,,,
"Ocupaciñn no especificada (024)",302,47,122,89,3,41,,
"Desocupado (025)",1256,,,,,,,1256
"Mujeres (026)",7857,1708,666,2143,54,1788,1078,420
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",10,10,,,,,,
"Profes., científicos e intelectuales (028)",1233,1161,,65,2,5,,
"Técnicos de nivel medio y trab. asimilados (029)",198,179,,17,2,,,
"Jefes y empleados de oficina (030)",123,122,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",754,77,10,520,14,133,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",939,,1,915,23,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",180,,22,125,2,31,,
"Obreros construc.,conf.,papel, fab., instr. (034)",7,,2,5,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",3481,96,559,266,1,1481,1078,
"Ocupaciñn no especificada (037)",512,63,72,230,10,137,,
"Desocupado (038)",420,,,,,,,420
,,,,,,,,
"URBANA (039)",9694,3117,1170,3549,108,542,482,726
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",39,39,,,,,,
"Profes., científicos e intelectuales (041)",2143,2024,,104,7,8,,
"Técnicos de nivel medio y trab. asimilados (042)",386,300,,77,9,,,
"Jefes y empleados de oficina (043)",262,260,,1,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",1134,128,11,822,29,144,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1328,3,,1295,30,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",505,,123,352,16,14,,
"Obreros construc.,conf.,papel, fab., instr. (047)",778,95,211,459,5,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",2097,153,782,351,4,325,482,
"Otra (049)",52,52,,,,,,
"Ocupaciñn no especificada (050)",244,63,43,88,8,42,,
"Desocupado (051)",726,,,,,,,726
"Hombres (052)",6377,1748,1042,2655,79,315,15,523
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",32,32,,,,,,
"Profes., científicos e intelectuales (054)",1150,1077,,64,5,4,,
"Técnicos de nivel medio y trab. asimilados (055)",225,156,,62,7,,,
"Jefes y empleados de oficina (056)",143,142,,1,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",543,74,4,411,17,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",1237,3,,1209,25,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",424,,115,284,14,11,,
"Obreros construc.,conf.,papel, fab., instr. (060)",772,95,209,455,5,8,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",1159,84,683,131,3,243,15,
"Otra (062)",52,52,,,,,,
"Ocupaciñn no especificada (063)",117,33,31,38,3,12,,
"Desocupado (064)",523,,,,,,,523
"Mujeres (065)",3317,1369,128,894,29,227,467,203
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",7,7,,,,,,
"Profes., científicos e intelectuales (067)",993,947,,40,2,4,,
"Técnicos de nivel medio y trab. asimilados (068)",161,144,,15,2,,,
"Jefes y empleados de oficina (069)",119,118,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",591,54,7,411,12,107,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",91,,,86,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",81,,8,68,2,3,,
"Obreros construc.,conf.,papel, fab., instr. (073)",6,,2,4,,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",938,69,99,220,1,82,467,
"Ocupaciñn no especificada (076)",127,30,12,50,5,30,,
"Desocupado (077)",203,,,,,,,203
,,,,,,,,
"RURAL (078)",30718,952,5265,15627,345,6951,628,950
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",19,19,,,,,,
"Profes., científicos e intelectuales (080)",711,640,,69,,2,,
"Técnicos de nivel medio y trab. asimilados (081)",121,97,,23,,1,,
"Jefes y empleados de oficina (082)",34,33,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",327,40,4,242,4,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",15060,3,2,14723,332,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",264,,74,149,3,38,,
"Obreros construc.,conf.,papel, fab., instr. (086)",189,19,77,88,1,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",12470,51,4957,102,,6732,628,
"Otra (088)",3,3,,,,,,
"Ocupaciñn no especificada (089)",570,47,151,231,5,136,,
"Desocupado (090)",950,,,,,,,950
"Hombres (091)",26178,613,4727,14378,320,5390,17,733
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",16,16,,,,,,
"Profes., científicos e intelectuales (093)",471,426,,44,,1,,
"Técnicos de nivel medio y trab. asimilados (094)",84,62,,21,,1,,
"Jefes y empleados de oficina (095)",30,29,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",164,17,1,133,2,11,,
