"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CORONEL PORTILLO (000)",121102,85964,13383,9975,11780
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",250,30,65,59,96
"Profes., científicos e intelectuales (002)",10341,2428,2048,2742,3123
"Técnicos de nivel medio y trab. asimilados (003)",5558,2691,952,765,1150
"Jefes y empleados de oficina (004)",6110,1627,856,1050,2577
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",21858,18571,1996,877,414
"Agricult.trabaj.calif.agrop.y pesqueros (006)",14374,13329,963,63,19
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",12959,8330,1910,1584,1135
"Obreros construc.,conf.,papel, fab., instr. (008)",15516,12646,1289,932,649
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",28004,22721,2680,1465,1138
"Otra (010)",1082,,,,1082
"Ocupación no especificada (011)",5050,3591,624,438,397
"Hombres (012)",80101,55414,9856,7002,7829
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",197,23,54,44,76
"Profes., científicos e intelectuales (014)",5342,1410,1104,1265,1563
"Técnicos de nivel medio y trab. asimilados (015)",3693,1839,653,557,644
"Jefes y empleados de oficina (016)",3094,680,436,595,1383
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",9989,7886,1165,619,319
"Agricult.trabaj.calif.agrop.y pesqueros (018)",12602,11676,854,57,15
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",11017,6649,1793,1504,1071
"Obreros construc.,conf.,papel, fab., instr. (020)",14764,12082,1240,846,596
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",15264,11140,2117,1191,816
"Otra (022)",1029,,,,1029
"Ocupación no especificada (023)",3110,2029,440,324,317
"Mujeres (024)",41001,30550,3527,2973,3951
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",53,7,11,15,20
"Profes., científicos e intelectuales (026)",4999,1018,944,1477,1560
"Técnicos de nivel medio y trab. asimilados (027)",1865,852,299,208,506
"Jefes y empleados de oficina (028)",3016,947,420,455,1194
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",11869,10685,831,258,95
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1772,1653,109,6,4
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",1942,1681,117,80,64
