"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9796,1068,1666,4678,240,1801,135,208
"Agric., ganadería, caza y silvicultura (001)",6930,4,1339,3733,195,1659,,
"Pesca (002)",1,,,1,,,,
"Industrias manufactureras (004)",240,3,61,148,10,18,,
"Suministro de electricidad, gas y agua (005)",8,5,3,,,,,
"Construcción (006)",235,4,173,44,4,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",596,98,10,404,13,71,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",45,6,6,33,,,,
"Comercio al por mayor (009)",28,9,,15,1,3,,
"Comercio al por menor (010)",523,83,4,356,12,68,,
"Hoteles y restaurantes (011)",149,53,2,73,7,14,,
"Trans., almac. y comunicaciones (012)",201,46,19,126,4,6,,
"Intermediación financiera (013)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (014)",74,51,6,17,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",181,156,25,,,,,
"Enseñanza (016)",472,457,,15,,,,
"Servicios sociales y de salud (017)",112,106,1,4,,1,,
"Otras activ. serv.comun.soc y personales (018)",88,41,9,37,1,,,
"Hogares privados con servicio doméstico (019)",135,,,,,,135,
"Actividad economica no especificada (021)",163,41,18,76,6,22,,
"Desocupado (022)",208,,,,,,,208
"Hombres (023)",7974,614,1457,4127,203,1423,3,147
"Agric., ganadería, caza y silvicultura (024)",6240,4,1161,3529,175,1371,,
"Pesca (025)",1,,,1,,,,
"Industrias manufactureras (027)",205,3,58,127,5,12,,
"Suministro de electricidad, gas y agua (028)",7,4,3,,,,,
"Construcción (029)",230,4,169,44,4,9,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",310,54,9,216,10,21,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",43,4,6,33,,,,
"Comercio al por mayor (032)",17,6,,10,1,,,
"Comercio al por menor (033)",250,44,3,173,9,21,,
"Hoteles y restaurantes (034)",33,19,,10,1,3,,
"Trans., almac. y comunicaciones (035)",192,40,19,124,4,5,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",59,39,6,14,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",138,118,20,,,,,
"Enseñanza (039)",257,248,,9,,,,
"Servicios sociales y de salud (040)",48,44,,4,,,,
"Otras activ. serv.comun.soc y personales (041)",52,21,3,27,1,,,
"Hogares privados con servicio doméstico (042)",3,,,,,,3,
"Actividad economica no especificada (044)",51,15,9,22,3,2,,
"Desocupado (045)",147,,,,,,,147
"Mujeres (046)",1822,454,209,551,37,378,132,61
"Agric., ganadería, caza y silvicultura (047)",690,,178,204,20,288,,
"Industrias manufactureras (050)",35,,3,21,5,6,,
"Suministro de electricidad, gas y agua (051)",1,1,,,,,,
"Construcción (052)",5,,4,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",286,44,1,188,3,50,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,2,,,,,,
"Comercio al por mayor (055)",11,3,,5,,3,,
"Comercio al por menor (056)",273,39,1,183,3,47,,
"Hoteles y restaurantes (057)",116,34,2,63,6,11,,
"Trans., almac. y comunicaciones (058)",9,6,,2,,1,,
"Intermediación financiera (059)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (060)",15,12,,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",43,38,5,,,,,
"Enseñanza (062)",215,209,,6,,,,
"Servicios sociales y de salud (063)",64,62,1,,,1,,
"Otras activ. serv.comun.soc y personales (064)",36,20,6,10,,,,
"Hogares privados con servicio doméstico (065)",132,,,,,,132,
"Actividad economica no especificada (067)",112,26,9,54,3,20,,
"Desocupado (068)",61,,,,,,,61
,,,,,,,,
"URBANA (069)",3359,821,393,1477,62,398,88,120
"Agric., ganadería, caza y silvicultura (070)",1312,3,174,811,24,300,,
"Industrias manufactureras (073)",148,2,28,99,9,10,,
"Suministro de electricidad, gas y agua (074)",4,1,3,,,,,
"Construcción (075)",150,4,118,22,4,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",479,85,10,313,12,59,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",41,5,6,30,,,,
"Comercio al por mayor (078)",26,9,,13,1,3,,
"Comercio al por menor (079)",412,71,4,270,11,56,,
"Hoteles y restaurantes (080)",118,43,1,57,6,11,,
"Trans., almac. y comunicaciones (081)",147,37,12,90,4,4,,
"Intermediación financiera (082)",3,3,,,,,,
"Activid.inmobil., empres. y alquileres (083)",66,44,6,16,,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",148,130,18,,,,,
"Enseñanza (085)",340,332,,8,,,,
"Servicios sociales y de salud (086)",83,78,,4,,1,,
"Otras activ. serv.comun.soc y personales (087)",61,31,6,23,1,,,
"Hogares privados con servicio doméstico (088)",88,,,,,,88,
"Actividad economica no especificada (090)",92,28,17,34,2,11,,
"Desocupado (091)",120,,,,,,,120
"Hombres (092)",2373,469,339,1156,49,269,1,90
"Agric., ganadería, caza y silvicultura (093)",1152,3,145,746,24,234,,
"Industrias manufactureras (096)",122,2,25,83,4,8,,
"Suministro de electricidad, gas y agua (097)",3,,3,,,,,
"Construcción (098)",146,4,115,22,4,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",247,48,9,163,9,18,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",39,3,6,30,,,,
"Comercio al por mayor (101)",15,6,,8,1,,,
"Comercio al por menor (102)",193,39,3,125,8,18,,
"Hoteles y restaurantes (103)",28,18,,6,1,3,,
"Trans., almac. y comunicaciones (104)",138,31,12,88,4,3,,
"Intermediación financiera (105)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (106)",52,33,6,13,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",110,96,14,,,,,
"Enseñanza (108)",182,175,,7,,,,
"Servicios sociales y de salud (109)",37,33,,4,,,,
"Otras activ. serv.comun.soc y personales (110)",34,17,2,14,1,,,
"Hogares privados con servicio doméstico (111)",1,,,,,,1,
"Actividad economica no especificada (113)",30,8,8,10,2,2,,
"Desocupado (114)",90,,,,,,,90
"Mujeres (115)",986,352,54,321,13,129,87,30
"Agric., ganadería, caza y silvicultura (116)",160,,29,65,,66,,
"Industrias manufactureras (119)",26,,3,16,5,2,,
"Suministro de electricidad, gas y agua (120)",1,1,,,,,,
"Construcción (121)",4,,3,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",232,37,1,150,3,41,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,2,,,,,,
"Comercio al por mayor (124)",11,3,,5,,3,,
"Comercio al por menor (125)",219,32,1,145,3,38,,
"Hoteles y restaurantes (126)",90,25,1,51,5,8,,
"Trans., almac. y comunicaciones (127)",9,6,,2,,1,,
