"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 30 a 34 años (045)",2,8,4,1,50,12.5,
"De 35 a 39 años (046)",2,7,6,,85.7,,
"De 40 a 44 años (047)",9,38,36,,94.7,,
"De 45 a 49 años (048)",13,68,59,,86.8,,
"De 50 y más años (049)",291,1599,1271,,79.5,,
"Divorciado(a) (050)",15,53,49,,92.5,,
"De 30 a 34 años (055)",1,2,2,,100,,
"De 35 a 39 años (056)",2,6,6,,100,,
"De 40 a 44 años (057)",1,2,2,,100,,
"De 45 a 49 años (058)",1,1,1,,100,,
"De 50 y más años (059)",10,42,38,,90.5,,
"Soltero(a) (060)",935,242,235,12,97.1,5,
"De 12 a 14 años (061)",242,,,,,,
"De 15 a 19 años (062)",280,13,13,4,100,30.8,
"De 20 a 24 años (063)",145,30,30,4,100,13.3,
"De 25 a 29 años (064)",77,24,24,1,100,4.2,
"De 30 a 34 años (065)",56,34,34,2,100,5.9,
"De 35 a 39 años (066)",35,23,23,1,100,4.3,
"De 40 a 44 años (067)",17,11,9,,81.8,,
"De 45 a 49 años (068)",18,24,23,,95.8,,
"De 50 y más años (069)",65,83,79,,95.2,,
,,,,,,,
"URBANA (080)",2023,6030,5303,83,87.9,1.4,
"De 12 a 14 años (081)",128,,,,,,
"De 15 a 19 años (082)",191,23,23,5,100,21.7,
"De 20 a 24 años (083)",162,126,126,24,100,19,
"De 25 a 29 años (084)",168,253,250,25,98.8,9.9,
"De 30 a 34 años (085)",173,337,326,14,96.7,4.2,
"De 35 a 39 años (086)",162,481,466,10,96.9,2.1,
"De 40 a 44 años (087)",151,551,525,5,95.3,0.9,
"De 45 a 49 años (088)",145,608,554,,91.1,,
"De 50 y más años (089)",743,3651,3033,,83.1,,
"Conviviente (090)",491,1495,1389,52,92.9,3.5,
"De 12 a 14 años (091)",1,,,,,,
"De 15 a 19 años (092)",21,17,17,2,100,11.8,
"De 20 a 24 años (093)",68,98,98,18,100,18.4,
"De 25 a 29 años (094)",88,167,165,18,98.8,10.8,
"De 30 a 34 años (095)",67,176,170,7,96.6,4,
"De 35 a 39 años (096)",65,220,211,3,95.9,1.4,
"De 40 a 44 años (097)",57,241,229,4,95,1.7,
"De 45 a 49 años (098)",43,192,164,,85.4,,
"De 50 y más años (099)",81,384,335,,87.2,,
"Separado(a) (100)",57,193,167,3,86.5,1.6,
"De 20 a 24 años (103)",2,1,1,,100,,
"De 25 a 29 años (104)",5,8,8,,100,,
"De 30 a 34 años (105)",8,16,16,2,100,12.5,
"De 35 a 39 años (106)",5,14,14,1,100,7.1,
"De 40 a 44 años (107)",7,25,22,,88,,
"De 45 a 49 años (108)",9,31,30,,96.8,,
"De 50 y más años (109)",21,98,76,,77.6,,
"Casado(a) (110)",685,2988,2646,20,88.6,0.7,
"De 15 a 19 años (112)",1,,,,,,
"De 20 a 24 años (113)",10,14,14,4,100,28.6,
"De 25 a 29 años (114)",27,62,61,6,98.4,9.7,
"De 30 a 34 años (115)",52,116,115,3,99.1,2.6,
"De 35 a 39 años (116)",66,227,221,6,97.4,2.6,
"De 40 a 44 años (117)",69,256,246,1,96.1,0.4,
"De 45 a 49 años (118)",72,316,301,,95.3,,
"De 50 y más años (119)",388,1997,1688,,84.5,,
"Viudo(a) (120)",215,1143,896,1,78.4,0.1,
"De 20 a 24 años (123)",1,,,,,,
"De 30 a 34 años (125)",2,8,4,1,50,12.5,
"De 40 a 44 años (127)",5,21,20,,95.2,,
"De 45 a 49 años (128)",9,51,42,,82.4,,
"De 50 y más años (129)",198,1063,830,,78.1,,
"Divorciado(a) (130)",12,46,44,,95.7,,
"De 35 a 39 años (136)",2,6,6,,100,,
"De 40 a 44 años (137)",1,2,2,,100,,
"De 50 y más años (139)",9,38,36,,94.7,,
"Soltero(a) (140)",563,165,161,7,97.6,4.2,
"De 12 a 14 años (141)",127,,,,,,
"De 15 a 19 años (142)",169,6,6,3,100,50,
"De 20 a 24 años (143)",81,13,13,2,100,15.4,
"De 25 a 29 años (144)",48,16,16,1,100,6.3,
"De 30 a 34 años (145)",44,21,21,1,100,4.8,
"De 35 a 39 años (146)",24,14,14,,100,,
"De 40 a 44 años (147)",12,6,6,,100,,
"De 45 a 49 años (148)",12,18,17,,94.4,,
"De 50 y más años (149)",46,71,68,,95.8,,
,,,,,,,
"RURAL (160)",1376,4151,3769,63,90.8,1.5,
"De 12 a 14 años (161)",116,,,,,,
"De 15 a 19 años (162)",135,21,21,2,100,9.5,
"De 20 a 24 años (163)",156,143,140,19,97.9,13.3,
"De 25 a 29 años (164)",122,203,198,14,97.5,6.9,
"De 30 a 34 años (165)",124,313,310,8,99,2.6,
"De 35 a 39 años (166)",97,290,275,9,94.8,3.1,
"De 40 a 44 años (167)",95,409,385,10,94.1,2.4,
"De 45 a 49 años (168)",97,471,431,1,91.5,0.2,
"De 50 y más años (169)",434,2301,2009,,87.3,,
"Conviviente (170)",454,1451,1332,45,91.8,3.1,
"De 12 a 14 años (171)",1,,,,,,
"De 15 a 19 años (172)",21,11,11,1,100,9.1,
"De 20 a 24 años (173)",71,89,86,15,96.6,16.9,
"De 25 a 29 años (174)",64,131,127,11,96.9,8.4,
"De 30 a 34 años (175)",79,213,210,5,98.6,2.3,
"De 35 a 39 años (176)",42,132,126,6,95.5,4.5,
"De 40 a 44 años (177)",46,202,191,7,94.6,3.5,
"De 45 a 49 años (178)",38,178,156,,87.6,,
"De 50 y más años (179)",92,495,425,,85.9,,
"Separado(a) (180)",47,183,173,,94.5,,
"De 15 a 19 años (182)",1,1,1,,100,,
"De 20 a 24 años (183)",3,6,6,,100,,
"De 25 a 29 años (184)",6,10,10,,100,,
"De 30 a 34 años (185)",3,7,7,,100,,
"De 35 a 39 años (186)",3,10,8,,80,,
"De 40 a 44 años (187)",7,25,25,,100,,
"De 45 a 49 años (188)",4,18,18,,100,,
"De 50 y más años (189)",20,106,98,,92.5,,
"Casado(a) (190)",396,1853,1702,13,91.9,0.7,
"De 15 a 19 años (192)",2,2,2,,100,,
"De 20 a 24 años (193)",17,28,28,2,100,7.1,
"De 25 a 29 años (194)",23,54,53,3,98.1,5.6,
"De 30 a 34 años (195)",29,78,78,2,100,2.6,
"De 35 a 39 años (196)",39,132,126,2,95.5,1.5,
"De 40 a 44 años (197)",33,160,150,3,93.8,1.9,
"De 45 a 49 años (198)",44,251,233,1,92.8,0.4,
"De 50 y más años (199)",209,1148,1032,,89.9,,
"Viudo(a) (200)",104,580,483,,83.3,,
"De 20 a 24 años (203)",1,3,3,,100,,
"De 35 a 39 años (206)",2,7,6,,85.7,,
"De 40 a 44 años (207)",4,17,16,,94.1,,
"De 45 a 49 años (208)",4,17,17,,100,,
"De 50 y más años (209)",93,536,441,,82.3,,
"Divorciado(a) (210)",3,7,5,,71.4,,
"De 30 a 34 años (215)",1,2,2,,100,,
"De 45 a 49 años (218)",1,1,1,,100,,
"De 50 y más años (219)",1,4,2,,50,,
"Soltero(a) (220)",372,77,74,5,96.1,6.5,
"De 12 a 14 años (221)",115,,,,,,
"De 15 a 19 años (222)",111,7,7,1,100,14.3,
"De 20 a 24 años (223)",64,17,17,2,100,11.8,
"De 25 a 29 años (224)",29,8,8,,100,,
"De 30 a 34 años (225)",12,13,13,1,100,7.7,
"De 35 a 39 años (226)",11,9,9,1,100,11.1,
"De 40 a 44 años (227)",5,5,3,,60,,
"De 45 a 49 años (228)",6,6,6,,100,,
"De 50 y más años (229)",19,12,11,,91.7,,
