"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia ANTABAMBA (000)",12267,6272,5995,8616,4340,4276,3651,1932,1719
"Menores de 1 año (001)",266,135,131,173,81,92,93,54,39
"Menores de 1 mes (002)",30,14,16,23,10,13,7,4,3
"De 1 a 11 meses (003)",236,121,115,150,71,79,86,50,36
"De 1 a 4 años (004)",1217,653,564,802,446,356,415,207,208
"1 año (005)",295,162,133,202,110,92,93,52,41
"2 años (006)",333,173,160,212,113,99,121,60,61
"3 años (007)",318,175,143,208,121,87,110,54,56
"4 años (008)",271,143,128,180,102,78,91,41,50
"De 5 a 9 años (009)",1419,717,702,1036,520,516,383,197,186
"5 años (010)",278,143,135,196,105,91,82,38,44
"6 años (011)",260,132,128,181,92,89,79,40,39
"7 años (012)",285,150,135,217,118,99,68,32,36
"8 años (013)",329,142,187,236,96,140,93,46,47
"9 años (014)",267,150,117,206,109,97,61,41,20
"De 10 a 14 años (015)",1590,858,732,1222,651,571,368,207,161
"10 años (016)",313,159,154,229,107,122,84,52,32
"11 años (017)",323,173,150,245,137,108,78,36,42
"12 años (018)",381,213,168,285,163,122,96,50,46
"13 años (019)",278,150,128,226,117,109,52,33,19
"14 años (020)",295,163,132,237,127,110,58,36,22
"De 15 a 19 años (021)",946,513,433,774,423,351,172,90,82
"15 años (022)",261,130,131,225,112,113,36,18,18
"16 años (023)",199,111,88,168,95,73,31,16,15
"17 años (024)",208,119,89,170,98,72,38,21,17
"18 años (025)",165,99,66,128,79,49,37,20,17
"19 años (026)",113,54,59,83,39,44,30,15,15
"De 20 a 24 años (027)",661,310,351,433,205,228,228,105,123
"20 años (028)",140,76,64,95,54,41,45,22,23
"21 años (029)",96,41,55,67,29,38,29,12,17
"22 años (030)",126,59,67,77,40,37,49,19,30
"23 años (031)",149,62,87,98,38,60,51,24,27
"24 años (032)",150,72,78,96,44,52,54,28,26
"De 25 a 29 años (033)",726,386,340,489,259,230,237,127,110
"25 años (034)",157,77,80,101,49,52,56,28,28
"26 años (035)",121,63,58,82,45,37,39,18,21
"27 años (036)",177,100,77,127,71,56,50,29,21
"28 años (037)",141,72,69,87,46,41,54,26,28
"29 años (038)",130,74,56,92,48,44,38,26,12
"De 30 a 34 años (039)",751,410,341,511,260,251,240,150,90
"30 años (040)",186,99,87,127,64,63,59,35,24
"31 años (041)",118,65,53,81,41,40,37,24,13
"32 años (042)",163,84,79,110,57,53,53,27,26
"33 años (043)",148,88,60,104,56,48,44,32,12
"34 años (044)",136,74,62,89,42,47,47,32,15
"De 35 a 39 años (045)",707,357,350,508,245,263,199,112,87
"35 años (046)",157,86,71,116,60,56,41,26,15
"36 años (047)",116,59,57,88,45,43,28,14,14
