"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia CHOTA (000)",160447,77987,82460,32301,15777,16524,128146,62210,65936
"Menores de 1 año (001)",2868,1430,1438,517,257,260,2351,1173,1178
"Menores de 1 mes (002)",210,101,109,29,15,14,181,86,95
"De 1 a 11 meses (003)",2658,1329,1329,488,242,246,2170,1087,1083
"De 1 a 4 años (004)",13682,6940,6742,2256,1124,1132,11426,5816,5610
"1 año (005)",3146,1631,1515,540,268,272,2606,1363,1243
"2 años (006)",3639,1857,1782,618,308,310,3021,1549,1472
"3 años (007)",3405,1713,1692,530,255,275,2875,1458,1417
"4 años (008)",3492,1739,1753,568,293,275,2924,1446,1478
"De 5 a 9 años (009)",17984,9112,8872,3071,1576,1495,14913,7536,7377
"5 años (010)",3315,1678,1637,571,280,291,2744,1398,1346
"6 años (011)",3281,1644,1637,556,288,268,2725,1356,1369
"7 años (012)",3861,1992,1869,644,343,301,3217,1649,1568
"8 años (013)",3782,1914,1868,658,344,314,3124,1570,1554
"9 años (014)",3745,1884,1861,642,321,321,3103,1563,1540
"De 10 a 14 años (015)",20426,10312,10114,3635,1867,1768,16791,8445,8346
"10 años (016)",4098,2066,2032,712,360,352,3386,1706,1680
"11 años (017)",3900,1967,1933,675,349,326,3225,1618,1607
"12 años (018)",4386,2237,2149,722,378,344,3664,1859,1805
"13 años (019)",3958,2013,1945,759,386,373,3199,1627,1572
"14 años (020)",4084,2029,2055,767,394,373,3317,1635,1682
"De 15 a 19 años (021)",15926,7937,7989,3353,1630,1723,12573,6307,6266
"15 años (022)",3894,1964,1930,798,402,396,3096,1562,1534
"16 años (023)",3602,1792,1810,832,403,429,2770,1389,1381
"17 años (024)",3072,1564,1508,608,304,304,2464,1260,1204
"18 años (025)",2897,1439,1458,622,298,324,2275,1141,1134
"19 años (026)",2461,1178,1283,493,223,270,1968,955,1013
"De 20 a 24 años (027)",12491,5863,6628,2419,1103,1316,10072,4760,5312
"20 años (028)",2689,1299,1390,489,225,264,2200,1074,1126
"21 años (029)",2062,970,1092,434,194,240,1628,776,852
"22 años (030)",2697,1256,1441,505,226,279,2192,1030,1162
"23 años (031)",2460,1159,1301,479,221,258,1981,938,1043
"24 años (032)",2583,1179,1404,512,237,275,2071,942,1129
"De 25 a 29 años (033)",11700,5534,6166,2580,1168,1412,9120,4366,4754
"25 años (034)",2446,1156,1290,506,231,275,1940,925,1015
"26 años (035)",2149,976,1173,400,169,231,1749,807,942
"27 años (036)",2531,1253,1278,595,296,299,1936,957,979
"28 años (037)",2464,1141,1323,549,230,319,1915,911,1004
"29 años (038)",2110,1008,1102,530,242,288,1580,766,814
"De 30 a 34 años (039)",10644,5040,5604,2396,1127,1269,8248,3913,4335
