"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia LAURICOCHA (000)",7915,32,135,408,747,1469,3422,1702
"De 12 a 14 años (001)",10,,,,,,1,9
"De 15 a 19 años (002)",224,,,,,,141,83
"De 20 a 24 años (003)",798,,,,,1,538,259
"De 25 a 29 años (004)",985,,,,,27,673,285
"De 30 a 34 años (005)",972,,,,1,92,709,170
"De 35 a 39 años (006)",941,,,,3,158,631,149
"De 40 a 44 años (007)",824,,,,13,278,425,108
"De 45 a 49 años (008)",735,,,3,52,339,246,95
"De 50 y más años (009)",2426,32,135,405,678,574,58,544
"Sin nivel (010)",1231,19,52,154,194,217,308,287
"De 12 a 14 años (011)",2,,,,,,1,1
"De 15 a 19 años (012)",9,,,,,,5,4
"De 20 a 24 años (013)",40,,,,,,25,15
"De 25 a 29 años (014)",71,,,,,1,45,25
"De 30 a 34 años (015)",73,,,,,5,53,15
"De 35 a 39 años (016)",94,,,,1,16,66,11
"De 40 a 44 años (017)",95,,,,3,24,59,9
"De 45 a 49 años (018)",100,,,2,7,40,43,8
"De 50 y más años (019)",747,19,52,152,183,131,11,199
"Educacion Inicial (020)",8,,,,,1,7,
"De 25 a 29 años (024)",3,,,,,,3,
"De 30 a 34 años (025)",2,,,,,1,1,
"De 35 a 39 años (026)",3,,,,,,3,
"Primaria (030)",3927,12,74,218,449,864,1678,632
"De 12 a 14 años (031)",3,,,,,,,3
"De 15 a 19 años (032)",82,,,,,,49,33
"De 20 a 24 años (033)",279,,,,,,219,60
"De 25 a 29 años (034)",359,,,,,12,285,62
"De 30 a 34 años (035)",407,,,,,39,327,41
"De 35 a 39 años (036)",467,,,,1,79,339,48
"De 40 a 44 años (037)",506,,,,6,173,271,56
"De 45 a 49 años (038)",424,,,,26,202,150,46
"De 50 y más años (039)",1400,12,74,218,416,359,38,283
"Secundaria (040)",2084,1,5,26,69,297,1147,539
"De 12 a 14 años (041)",5,,,,,,,5
"De 15 a 19 años (042)",125,,,,,,81,44
"De 20 a 24 años (043)",394,,,,,1,254,139
"De 25 a 29 años (044)",394,,,,,10,259,125
"De 30 a 34 años (045)",365,,,,1,33,256,75
"De 35 a 39 años (046)",274,,,,1,49,174,50
"De 40 a 44 años (047)",172,,,,4,62,75,31
"De 45 a 49 años (048)",156,,,,13,72,41,30
"De 50 y más años (049)",199,1,5,26,50,70,7,40
"Sup. no Univ. incompleta (050)",153,,2,3,5,14,83,46
"De 15 a 19 años (052)",5,,,,,,4,1
"De 20 a 24 años (053)",37,,,,,,22,15
"De 25 a 29 años (054)",44,,,,,1,28,15
