"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",6732,6278,19,1314,1415,1037,1331,751,318,93,454,21605
"De 12 a 14 años (001)",9,5,1,4,,,,,,,4,4
"De 15 a 19 años (002)",136,117,2,102,12,1,,,,,19,129
"De 20 a 24 años (003)",600,464,3,331,116,10,3,1,,,136,613
"De 25 a 29 años (004)",783,669,4,306,253,73,33,,,,114,1167
"De 30 a 34 años (005)",756,691,,197,257,164,62,10,1,,65,1539
"De 35 a 39 años (006)",705,665,,120,217,176,119,29,4,,40,1805
"De 40 a 44 años (007)",643,622,1,54,171,156,178,45,15,2,21,2064
"De 45 a 49 años (008)",574,568,1,48,122,120,185,77,11,4,6,2083
"De 50 y más años (009)",2526,2477,7,152,267,337,751,589,287,87,49,12201
"Sin nivel (010)",1136,1102,4,89,147,159,326,230,118,29,34,5099
"De 15 a 19 años (012)",1,1,,1,,,,,,,,1
"De 20 a 24 años (013)",7,5,,4,1,,,,,,2,6
"De 25 a 29 años (014)",14,10,,2,7,1,,,,,4,19
"De 30 a 34 años (015)",54,44,,9,9,15,10,,1,,10,124
"De 35 a 39 años (016)",60,59,,8,20,14,12,5,,,1,173
"De 40 a 44 años (017)",65,64,,5,6,14,22,12,5,,1,274
"De 45 a 49 años (018)",73,73,,2,13,15,23,14,5,1,,317
"De 50 y más años (019)",862,846,4,58,91,100,259,199,107,28,16,4185
"Educacion Inicial (020)",9,8,,1,3,4,,,,,1,19
"De 20 a 24 años (023)",3,2,,1,1,,,,,,1,3
"De 25 a 29 años (024)",3,3,,,1,2,,,,,,8
"De 30 a 34 años (025)",2,2,,,,2,,,,,,6
"De 35 a 39 años (026)",1,1,,,1,,,,,,,2
