"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PIURA (000)",623137,29475,66219,72462,69661,116786,92339,137552,38643
"Sabe leer y escribir (001)",542237,,49809,71261,68558,113877,88364,122519,27849
"No sabe leer y escribir (002)",80900,29475,16410,1201,1103,2909,3975,15033,10794
"Hombres (004)",305995,15057,33829,36551,34888,56462,43727,66768,18713
"Sabe leer y escribir (005)",272250,,25349,35931,34402,55508,42686,63207,15167
"No sabe leer y escribir (006)",33745,15057,8480,620,486,954,1041,3561,3546
"Mujeres (008)",317142,14418,32390,35911,34773,60324,48612,70784,19930
"Sabe leer y escribir (009)",269987,,24460,35330,34156,58369,45678,59312,12682
"No sabe leer y escribir (010)",47155,14418,7930,581,617,1955,2934,11472,7248
,,,,,,,,,
"URBANA (012)",537135,24766,55551,61501,59583,101369,80131,120963,33271
"Sabe leer y escribir (013)",475154,,42749,60673,58914,99517,77474,110452,25375
"No sabe leer y escribir (014)",61981,24766,12802,828,669,1852,2657,10511,7896
"Hombres (016)",260911,12626,28352,30997,29544,48546,37402,57809,15635
"Sabe leer y escribir (017)",235305,,21754,30554,29250,47969,36780,55673,13325
"No sabe leer y escribir (018)",25606,12626,6598,443,294,577,622,2136,2310
"Mujeres (020)",276224,12140,27199,30504,30039,52823,42729,63154,17636
"Sabe leer y escribir (021)",239849,,20995,30119,29664,51548,40694,54779,12050
"No sabe leer y escribir (022)",36375,12140,6204,385,375,1275,2035,8375,5586
,,,,,,,,,
"RURAL (024)",86002,4709,10668,10961,10078,15417,12208,16589,5372
"Sabe leer y escribir (025)",67083,,7060,10588,9644,14360,10890,12067,2474
"No sabe leer y escribir (026)",18919,4709,3608,373,434,1057,1318,4522,2898
"Hombres (028)",45084,2431,5477,5554,5344,7916,6325,8959,3078
"Sabe leer y escribir (029)",36945,,3595,5377,5152,7539,5906,7534,1842
"No sabe leer y escribir (030)",8139,2431,1882,177,192,377,419,1425,1236
"Mujeres (032)",40918,2278,5191,5407,4734,7501,5883,7630,2294
"Sabe leer y escribir (033)",30138,,3465,5211,4492,6821,4984,4533,632
"No sabe leer y escribir (034)",10780,2278,1726,196,242,680,899,3097,1662
