"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 25 a 29 años (024)",50,49,,21,17,6,5,,,,1,94
"De 30 a 34 años (025)",47,46,,14,14,10,7,1,,,1,107
"De 35 a 39 años (026)",47,47,,11,14,12,9,1,,,,123
"De 40 a 44 años (027)",41,41,,6,7,9,13,5,1,,,144
"De 45 a 49 años (028)",33,32,,7,3,5,13,4,,,1,112
"De 50 y más años (029)",93,93,,14,14,11,31,19,3,1,,370
"Casado(a) (030)",5068,5049,16,350,636,749,1467,1104,559,168,19,23999
"De 12 a 14 años (031)",1,1,,,1,,,,,,,2
"De 15 a 19 años (032)",19,16,,12,3,,1,,,,3,22
"De 20 a 24 años (033)",223,223,2,95,90,27,7,2,,,,398
"De 25 a 29 años (034)",430,429,1,58,179,116,72,1,2,,1,1086
"De 30 a 34 años (035)",575,573,3,38,118,171,189,47,6,1,2,1964
"De 35 a 39 años (036)",648,647,1,28,82,158,250,103,23,2,1,2624
"De 40 a 44 años (037)",630,630,1,21,36,85,248,166,60,13,,3183
"De 45 a 49 años (038)",547,545,2,11,28,51,163,170,91,29,2,3112
"De 50 y más años (039)",1995,1985,6,87,99,141,537,615,377,123,10,11608
"Viudo(a) (040)",1532,1516,16,94,167,192,500,353,163,31,16,7215
"De 12 a 14 años (041)",1,,,,,,,,,,1,
"De 15 a 19 años (042)",2,2,,1,1,,,,,,,3
"De 20 a 24 años (043)",5,5,,1,4,,,,,,,9
"De 25 a 29 años (044)",8,8,,2,3,,3,,,,,21
"De 30 a 34 años (045)",15,15,,1,7,2,3,2,,,,47
"De 35 a 39 años (046)",29,29,,2,3,6,13,3,2,,,119
"De 40 a 44 años (047)",58,58,1,5,4,12,19,12,5,,,256
"De 45 a 49 años (048)",75,75,,4,8,9,26,21,7,,,356
"De 50 y más años (049)",1339,1324,15,78,137,163,436,315,149,31,15,6404
"Divorciado(a) (050)",44,44,,7,11,7,14,2,3,,,148
"De 20 a 24 años (053)",4,4,,1,3,,,,,,,7
"De 25 a 29 años (054)",3,3,,1,1,,1,,,,,7
"De 30 a 34 años (055)",4,4,,1,2,1,,,,,,8
"De 35 a 39 años (056)",5,5,,,2,1,2,,,,,16
"De 40 a 44 años (057)",4,4,,,1,1,2,,,,,14
"De 45 a 49 años (058)",4,4,,,1,1,2,,,,,14
"De 50 y más años (059)",20,20,,4,1,3,7,2,3,,,82
"Soltero(a) (060)",897,680,8,434,144,65,29,,,,217,1033
"De 15 a 19 años (062)",73,73,2,70,1,,,,,,,72
"De 20 a 24 años (063)",215,145,1,122,21,1,,,,,70,167
"De 25 a 29 años (064)",168,110,1,74,25,10,,,,,58,154
"De 30 a 34 años (065)",149,116,,68,32,11,5,,,,33,185
"De 35 a 39 años (066)",88,71,1,30,24,10,6,,,,17,132
"De 40 a 44 años (067)",61,51,1,21,11,15,3,,,,10,100
"De 45 a 49 años (068)",38,28,,12,9,5,2,,,,10,53
"De 50 y más años (069)",105,86,2,37,21,13,13,,,,19,170
,,,,,,,,,,,,
"URBANA (080)",3311,3169,16,571,560,479,786,475,216,66,142,12161
"De 12 a 14 años (081)",4,,,,,,,,,,4,
"De 15 a 19 años (082)",99,85,1,73,9,1,1,,,,14,98
"De 20 a 24 años (083)",286,257,2,162,71,16,5,1,,,29,379
"De 25 a 29 años (084)",377,343,,119,121,63,37,2,1,,34,723
"De 30 a 34 años (085)",412,391,2,69,120,97,85,16,1,1,21,1074
"De 35 a 39 años (086)",388,381,1,38,83,101,115,37,6,,7,1290
"De 40 a 44 años (087)",333,328,1,28,38,60,125,57,15,4,5,1385
"De 45 a 49 años (088)",233,227,1,9,23,30,78,48,27,11,6,1144
"De 50 y más años (089)",1179,1157,8,73,95,111,340,314,166,50,22,6068
"Conviviente (090)",620,593,2,226,167,87,80,21,7,3,27,1385
"De 12 a 14 años (091)",3,,,,,,,,,,3,
"De 15 a 19 años (092)",61,48,,43,4,1,,,,,13,54
"De 20 a 24 años (093)",130,127,1,80,33,10,3,,,,3,188
"De 25 a 29 años (094)",140,136,,57,55,15,7,2,,,4,253
"De 30 a 34 años (095)",117,115,,27,36,24,22,6,,,2,299
"De 35 a 39 años (096)",67,66,,11,20,22,13,,,,1,171
"De 40 a 44 años (097)",44,44,,6,10,11,11,4,,2,,155
"De 45 a 49 años (098)",17,17,1,1,3,2,8,1,1,,,62
"De 50 y más años (099)",41,40,,1,6,2,16,8,6,1,1,203
"Separado(a) (100)",145,142,,52,37,14,30,8,,1,3,362
"De 15 a 19 años (102)",10,10,,9,1,,,,,,,11
"De 20 a 24 años (103)",22,22,,17,5,,,,,,,27
"De 25 a 29 años (104)",18,17,,9,3,1,4,,,,1,35
"De 30 a 34 años (105)",21,20,,6,8,2,4,,,,1,45
"De 35 a 39 años (106)",13,13,,2,8,1,2,,,,,31
"De 40 a 44 años (107)",19,19,,2,3,4,7,3,,,,70
"De 45 a 49 años (108)",8,7,,2,2,1,2,,,,1,18
"De 50 y más años (109)",34,34,,5,7,5,11,5,,1,,125
"Casado(a) (110)",1725,1711,7,118,252,294,506,325,155,54,14,7703
"De 15 a 19 años (112)",6,5,,2,2,,1,,,,1,10
"De 20 a 24 años (113)",62,62,,32,21,6,2,1,,,,107
"De 25 a 29 años (114)",146,145,,22,52,45,25,,1,,1,372
"De 30 a 34 años (115)",212,210,2,11,60,69,57,9,1,1,2,652
"De 35 a 39 años (116)",266,265,1,12,48,70,92,36,6,,1,996
"De 40 a 44 años (117)",223,223,1,9,19,36,96,46,14,2,,1025
"De 45 a 49 años (118)",176,174,,2,13,23,60,40,25,11,2,948
"De 50 y más años (119)",634,627,3,28,37,45,173,193,108,40,7,3593
"Viudo(a) (120)",492,483,4,32,44,65,156,121,53,8,9,2326
"De 12 a 14 años (121)",1,,,,,,,,,,1,
"De 15 a 19 años (122)",2,2,,1,1,,,,,,,3
"De 20 a 24 años (123)",1,1,,,1,,,,,,,2
"De 25 a 29 años (124)",2,2,,1,,,1,,,,,5
"De 30 a 34 años (125)",4,4,,,2,,1,1,,,,15
"De 35 a 39 años (126)",8,8,,,,3,4,1,,,,34
"De 40 a 44 años (127)",23,23,,2,1,5,10,4,1,,,100
"De 45 a 49 años (128)",21,21,,2,2,3,6,7,1,,,96
"De 50 y más años (129)",430,422,4,26,37,54,134,108,51,8,8,2071
"Divorciado(a) (130)",17,17,,2,6,4,4,,1,,,51
"De 20 a 24 años (133)",2,2,,,2,,,,,,,4
"De 25 a 29 años (134)",1,1,,1,,,,,,,,1
"De 30 a 34 años (135)",2,2,,,1,1,,,,,,5
"De 35 a 39 años (136)",2,2,,,1,,1,,,,,6
"De 40 a 44 años (137)",1,1,,,1,,,,,,,2
"De 45 a 49 años (138)",2,2,,,,1,1,,,,,8
"De 50 y más años (139)",7,7,,1,1,2,2,,1,,,25
"Soltero(a) (140)",312,223,3,141,54,15,10,,,,89,334
"De 15 a 19 años (142)",20,20,1,18,1,,,,,,,20
"De 20 a 24 años (143)",69,43,1,33,9,,,,,,26,51
"De 25 a 29 años (144)",70,42,,29,11,2,,,,,28,57
"De 30 a 34 años (145)",56,40,,25,13,1,1,,,,16,58
"De 35 a 39 años (146)",32,27,,13,6,5,3,,,,5,52
"De 40 a 44 años (147)",23,18,,9,4,4,1,,,,5,33
"De 45 a 49 años (148)",9,6,,2,3,,1,,,,3,12
"De 50 y más años (149)",33,27,1,12,7,3,4,,,,6,51
,,,,,,,,,,,,
"RURAL (160)",6297,6109,29,1022,937,837,1517,1086,540,141,188,25207
"De 12 a 14 años (161)",7,4,,3,1,,,,,,3,5
"De 15 a 19 años (162)",175,152,2,142,6,2,,,,,23,160
"De 20 a 24 años (163)",631,566,3,331,176,48,7,1,,,65,862
"De 25 a 29 años (164)",684,651,2,173,262,134,74,5,1,,33,1448
"De 30 a 34 años (165)",643,626,2,97,148,159,170,44,5,1,17,1945
"De 35 a 39 años (166)",577,565,1,51,81,132,200,79,19,2,12,2169
"De 40 a 44 años (167)",560,555,2,35,42,85,188,140,52,11,5,2679
"De 45 a 49 años (168)",524,517,2,31,34,46,149,159,78,18,7,2769
"De 50 y más años (169)",2496,2473,15,159,187,231,729,658,385,109,23,13170
"Conviviente (170)",1064,1022,3,355,293,162,134,51,20,4,42,2557
"De 12 a 14 años (171)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (172)",97,78,1,70,5,2,,,,,19,86
"De 20 a 24 años (173)",293,275,1,161,87,25,1,,,,18,414
"De 25 a 29 años (174)",262,259,,79,103,50,23,4,,,3,556
"De 30 a 34 años (175)",148,148,1,17,59,37,29,4,,1,,409
"De 35 a 39 años (176)",81,81,,7,19,24,22,9,,,,274
"De 40 a 44 años (177)",55,55,,4,11,12,17,10,1,,,212
"De 45 a 49 años (178)",43,43,,5,5,3,13,11,6,,,204
"De 50 y más años (179)",82,82,,11,4,9,29,13,13,3,,401
"Separado(a) (180)",238,232,,75,42,40,49,22,4,,6,669
"De 12 a 14 años (181)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (182)",12,10,,10,,,,,,,2,10
"De 20 a 24 años (183)",25,22,,16,4,1,1,,,,3,31
"De 25 a 29 años (184)",32,32,,12,14,5,1,,,,,59
"De 30 a 34 años (185)",26,26,,8,6,8,3,1,,,,62
"De 35 a 39 años (186)",34,34,,9,6,11,7,1,,,,92
"De 40 a 44 años (187)",22,22,,4,4,5,6,2,1,,,74
"De 45 a 49 años (188)",25,25,,5,1,4,11,4,,,,94
"De 50 y más años (189)",59,59,,9,7,6,20,14,3,,,245
"Casado(a) (190)",3343,3338,9,232,384,455,961,779,404,114,5,16296
"De 12 a 14 años (191)",1,1,,,1,,,,,,,2
"De 15 a 19 años (192)",13,11,,10,1,,,,,,2,12
"De 20 a 24 años (193)",161,161,2,63,69,21,5,1,,,,291
"De 25 a 29 años (194)",284,284,1,36,127,71,47,1,1,,,714
"De 30 a 34 años (195)",363,363,1,27,58,102,132,38,5,,,1312
"De 35 a 39 años (196)",382,382,,16,34,88,158,67,17,2,,1628
"De 40 a 44 años (197)",407,407,,12,17,49,152,120,46,11,,2158
"De 45 a 49 años (198)",371,371,2,9,15,28,103,130,66,18,,2164
"De 50 y más años (199)",1361,1358,3,59,62,96,364,422,269,83,3,8015
"Viudo(a) (200)",1040,1033,12,62,123,127,344,232,110,23,7,4889
"De 20 a 24 años (203)",4,4,,1,3,,,,,,,7
"De 25 a 29 años (204)",6,6,,1,3,,2,,,,,16
"De 30 a 34 años (205)",11,11,,1,5,2,2,1,,,,32
"De 35 a 39 años (206)",21,21,,2,3,3,9,2,2,,,85
"De 40 a 44 años (207)",35,35,1,3,3,7,9,8,4,,,156
"De 45 a 49 años (208)",54,54,,2,6,6,20,14,6,,,260
"De 50 y más años (209)",909,902,11,52,100,109,302,207,98,23,7,4333
"Divorciado(a) (210)",27,27,,5,5,3,10,2,2,,,97
"De 20 a 24 años (213)",2,2,,1,1,,,,,,,3
"De 25 a 29 años (214)",2,2,,,1,,1,,,,,6
"De 30 a 34 años (215)",2,2,,1,1,,,,,,,3
"De 35 a 39 años (216)",3,3,,,1,1,1,,,,,10
"De 40 a 44 años (217)",3,3,,,,1,2,,,,,12
"De 45 a 49 años (218)",2,2,,,1,,1,,,,,6
"De 50 y más años (219)",13,13,,3,,1,5,2,2,,,57
"Soltero(a) (220)",585,457,5,293,90,50,19,,,,128,699
"De 15 a 19 años (222)",53,53,1,52,,,,,,,,52
"De 20 a 24 años (223)",146,102,,89,12,1,,,,,44,116
"De 25 a 29 años (224)",98,68,1,45,14,8,,,,,30,97
"De 30 a 34 años (225)",93,76,,43,19,10,4,,,,17,127
"De 35 a 39 años (226)",56,44,1,17,18,5,3,,,,12,80
"De 40 a 44 años (227)",38,33,1,12,7,11,2,,,,5,67
"De 45 a 49 años (228)",29,22,,10,6,5,1,,,,7,41
"De 50 y más años (229)",72,59,1,25,14,10,9,,,,13,119
