"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANDAHUAYLAS (000)",37097,35282,98,6207,6275,5413,8302,5380,2814,793,1815,138447
"De 12 a 14 años (001)",75,32,5,27,,,,,,,43,27
"De 15 a 19 años (002)",981,833,12,719,88,9,5,,,,148,942
"De 20 a 24 años (003)",3949,3335,9,1982,1043,244,48,9,,,614,5054
"De 25 a 29 años (004)",4595,4144,8,1269,1504,894,440,26,3,,451,9011
"De 30 a 34 años (005)",4658,4468,4,722,1206,1110,1182,218,21,5,190,13178
"De 35 a 39 años (006)",4561,4471,4,410,814,1001,1503,593,132,14,90,16682
"De 40 a 44 años (007)",3683,3616,7,232,430,596,1247,767,290,47,67,16213
"De 45 a 49 años (008)",2997,2963,5,175,263,401,838,769,411,101,34,15180
"De 50 y más años (009)",11598,11420,44,671,927,1158,3039,2998,1957,626,178,62160
"Sin nivel (010)",14470,14222,47,951,1303,1622,4042,3547,2104,606,248,73600
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",38,36,,28,7,,1,,,,2,46
"De 20 a 24 años (013)",218,200,1,85,70,32,10,2,,,18,376
"De 25 a 29 años (014)",493,457,,77,148,123,97,10,2,,36,1240
"De 30 a 34 años (015)",814,794,,63,134,187,315,80,11,4,20,2915
"De 35 a 39 años (016)",1195,1176,,70,112,213,466,237,70,8,19,5195
"De 40 a 44 años (017)",1374,1352,4,57,98,138,489,377,161,28,22,6901
"De 45 a 49 años (018)",1402,1391,4,63,81,111,352,449,263,68,11,8021
"De 50 y más años (019)",8935,8815,38,507,653,818,2312,2392,1597,498,120,48905
"Educacion Inicial (020)",57,55,,4,17,9,18,7,,,2,185
