"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 20 a 24 años (053)",121,,,,,,64,57
"De 25 a 29 años (054)",92,,,,,4,56,32
"De 30 a 34 años (055)",86,,,,,16,49,21
"De 35 a 39 años (056)",75,,,,,29,33,13
"De 40 a 44 años (057)",61,,,,3,33,17,8
"De 45 a 49 años (058)",40,,,1,10,16,9,4
"De 50 y más años (059)",53,1,1,10,15,9,,17
"Sup. no Univ. completa (060)",715,4,11,22,37,164,292,185
"De 20 a 24 años (063)",100,,,,,,59,41
"De 25 a 29 años (064)",115,,,,,7,66,42
"De 30 a 34 años (065)",135,,,,,31,68,36
"De 35 a 39 años (066)",120,,,,1,35,60,24
"De 40 a 44 años (067)",85,,,,4,42,30,9
"De 45 a 49 años (068)",52,,,,2,29,9,12
"De 50 y más años (069)",108,4,11,22,30,20,,21
"Sup. Univ. incompleta (070)",210,,3,9,11,34,84,69
"De 15 a 19 años (072)",9,,,,,,4,5
"De 20 a 24 años (073)",41,,,,,1,18,22
"De 25 a 29 años (074)",33,,,,,,26,7
"De 30 a 34 años (075)",42,,,,,11,22,9
"De 35 a 39 años (076)",20,,,,,6,9,5
"De 40 a 44 años (077)",16,,,,1,7,4,4
"De 45 a 49 años (078)",15,,,2,4,4,1,4
"De 50 y más años (079)",34,,3,7,6,5,,13
"Sup. Univ. completa (080)",639,2,4,24,61,149,199,200
"De 20 a 24 años (083)",35,,,,,,17,18
"De 25 a 29 años (084)",79,,,,,5,30,44
"De 30 a 34 años (085)",101,,,,,12,52,37
"De 35 a 39 años (086)",124,,,,,36,60,28
"De 40 a 44 años (087)",87,,,,8,33,28,18
"De 45 a 49 años (088)",73,,,,14,40,11,8
"De 50 y más años (089)",140,2,4,24,39,23,1,47
,,,,,,,,
"URBANA (100)",5979,39,148,315,592,1350,2081,1454
"De 12 a 14 años (101)",9,,,,,,,9
"De 15 a 19 años (102)",151,,,,,,87,64
"De 20 a 24 años (103)",649,,,,,1,404,244
"De 25 a 29 años (104)",797,,,,,49,514,234
"De 30 a 34 años (105)",860,,,,2,183,471,204
"De 35 a 39 años (106)",826,,,,7,328,358,133
"De 40 a 44 años (107)",655,,,,59,317,176,103
"De 45 a 49 años (108)",474,,,4,92,244,62,72
"De 50 y más años (109)",1558,39,148,311,432,228,9,391
"Sin nivel (110)",701,15,46,84,113,155,95,193
"De 12 a 14 años (111)",1,,,,,,,1
"De 15 a 19 años (112)",2,,,,,,2,
"De 20 a 24 años (113)",9,,,,,,5,4
"De 25 a 29 años (114)",18,,,,,4,10,4
"De 30 a 34 años (115)",50,,,,1,12,23,14
"De 35 a 39 años (116)",77,,,,1,33,30,13
"De 40 a 44 años (117)",58,,,,7,27,12,12
"De 45 a 49 años (118)",54,,,,6,27,10,11
"De 50 y más años (119)",432,15,46,84,98,52,3,134
"Educacion Inicial (120)",10,,,,,1,3,6
"De 15 a 19 años (122)",1,,,,,,,1
"De 20 a 24 años (123)",1,,,,,,1,
"De 25 a 29 años (124)",2,,,,,,1,1
"De 30 a 34 años (125)",2,,,,,,,2
"De 35 a 39 años (126)",4,,,,,1,1,2
"Primaria (130)",1398,16,65,132,216,355,359,255
"De 12 a 14 años (131)",2,,,,,,,2
"De 15 a 19 años (132)",20,,,,,,10,10
"De 20 a 24 años (133)",53,,,,,,37,16
"De 25 a 29 años (134)",109,,,,,6,75,28
"De 30 a 34 años (135)",167,,,,,35,101,31
"De 35 a 39 años (136)",180,,,,1,84,74,21
"De 40 a 44 años (137)",156,,,,20,74,44,18
"De 45 a 49 años (138)",135,,,,29,75,15,16
"De 50 y más años (139)",576,16,65,132,166,81,3,113
"Secundaria (140)",2150,3,19,39,144,446,977,522
"De 12 a 14 años (141)",6,,,,,,,6
"De 15 a 19 años (142)",109,,,,,,64,45
"De 20 a 24 años (143)",375,,,,,,249,126
"De 25 a 29 años (144)",421,,,,,28,289,104
"De 30 a 34 años (145)",340,,,,1,74,191,74
"De 35 a 39 años (146)",283,,,,4,115,122,42
"De 40 a 44 años (147)",224,,,,20,114,49,41
"De 45 a 49 años (148)",126,,,1,29,67,11,18
"De 50 y más años (149)",266,3,19,38,90,48,2,66
"Sup. no Univ. incompleta (150)",416,,1,9,24,95,171,116
"De 15 a 19 años (152)",12,,,,,,7,5
"De 20 a 24 años (153)",79,,,,,,40,39
"De 25 a 29 años (154)",66,,,,,3,39,24
"De 30 a 34 años (155)",71,,,,,14,41,16
"De 35 a 39 años (156)",59,,,,,28,22,9
"De 40 a 44 años (157)",51,,,,2,28,15,6
"De 45 a 49 años (158)",34,,,1,10,13,7,3
"De 50 y más años (159)",44,,1,8,12,9,,14
"Sup. no Univ. completa (160)",587,3,11,21,32,136,233,151
"De 20 a 24 años (163)",73,,,,,,43,30
"De 25 a 29 años (164)",90,,,,,5,52,33
"De 30 a 34 años (165)",116,,,,,27,57,32
"De 35 a 39 años (166)",95,,,,1,28,46,20
"De 40 a 44 años (167)",73,,,,2,37,27,7
"De 45 a 49 años (168)",45,,,,1,24,8,12
"De 50 y más años (169)",95,3,11,21,28,15,,17
"Sup. Univ. incompleta (170)",175,,3,8,11,29,72,52
"De 15 a 19 años (172)",7,,,,,,4,3
"De 20 a 24 años (173)",30,,,,,1,14,15
"De 25 a 29 años (174)",28,,,,,,22,6
"De 30 a 34 años (175)",35,,,,,10,20,5
"De 35 a 39 años (176)",18,,,,,6,8,4
"De 40 a 44 años (177)",13,,,,1,6,3,3
"De 45 a 49 años (178)",13,,,2,4,2,1,4
"De 50 y más años (179)",31,,3,6,6,4,,12
"Sup. Univ. completa (180)",542,2,3,22,52,133,171,159
"De 20 a 24 años (183)",29,,,,,,15,14
"De 25 a 29 años (184)",63,,,,,3,26,34
"De 30 a 34 años (185)",79,,,,,11,38,30
"De 35 a 39 años (186)",110,,,,,33,55,22
"De 40 a 44 años (187)",80,,,,7,31,26,16
"De 45 a 49 años (188)",67,,,,13,36,10,8
"De 50 y más años (189)",114,2,3,22,32,19,1,35
,,,,,,,,
"RURAL (200)",2618,14,46,136,243,487,1046,646
"De 12 a 14 años (201)",1,,,,,,,1
"De 15 a 19 años (202)",85,,,,,,59,26
"De 20 a 24 años (203)",422,,,,,1,256,165
"De 25 a 29 años (204)",420,,,,,23,280,117
"De 30 a 34 años (205)",335,,,,,47,199,89
"De 35 a 39 años (206)",276,,,,3,95,135,43
"De 40 a 44 años (207)",213,,,,18,93,73,29
"De 45 a 49 años (208)",213,,,,36,119,37,21
"De 50 y más años (209)",653,14,46,136,186,109,7,155
"Sin nivel (210)",497,8,29,70,93,95,89,113
"De 20 a 24 años (213)",7,,,,,,5,2
"De 25 a 29 años (214)",21,,,,,1,12,8
"De 30 a 34 años (215)",41,,,,,7,26,8
"De 35 a 39 años (216)",34,,,,,9,20,5
"De 40 a 44 años (217)",41,,,,4,17,17,3
"De 45 a 49 años (218)",45,,,,4,25,7,9
"De 50 y más años (219)",308,8,29,70,85,36,2,78
"Educacion Inicial (220)",3,,,,,,3,
"De 15 a 19 años (222)",1,,,,,,1,
"De 25 a 29 años (224)",1,,,,,,1,
"De 35 a 39 años (226)",1,,,,,,1,
"Primaria (230)",825,3,15,40,96,213,304,154
"De 15 a 19 años (232)",19,,,,,,11,8
"De 20 a 24 años (233)",61,,,,,1,36,24
"De 25 a 29 años (234)",117,,,,,6,85,26
"De 30 a 34 años (235)",105,,,,,13,64,28
"De 35 a 39 años (236)",96,,,,,44,46,6
"De 40 a 44 años (237)",90,,,,5,37,37,11
"De 45 a 49 años (238)",107,,,,21,58,20,8
"De 50 y más años (239)",230,3,15,40,70,54,5,43
"Secundaria (240)",909,1,1,20,36,118,487,246
"De 12 a 14 años (241)",1,,,,,,,1
"De 15 a 19 años (242)",63,,,,,,47,16
"De 20 a 24 años (243)",268,,,,,,169,99
"De 25 a 29 años (244)",209,,,,,11,143,55
"De 30 a 34 años (245)",126,,,,,19,74,33
"De 35 a 39 años (246)",88,,,,3,31,37,17
"De 40 a 44 años (247)",50,,,,5,26,11,8
"De 45 a 49 años (248)",40,,,,9,22,6,3
"De 50 y más años (249)",64,1,1,20,19,9,,14
"Sup. no Univ. incompleta (250)",124,1,,2,4,12,64,41
"De 20 a 24 años (253)",42,,,,,,24,18
"De 25 a 29 años (254)",26,,,,,1,17,8
"De 30 a 34 años (255)",15,,,,,2,8,5
"De 35 a 39 años (256)",16,,,,,1,11,4
"De 40 a 44 años (257)",10,,,,1,5,2,2
"De 45 a 49 años (258)",6,,,,,3,2,1
"De 50 y más años (259)",9,1,,2,3,,,3
"Sup. no Univ. completa (260)",128,1,,1,5,28,59,34
"De 20 a 24 años (263)",27,,,,,,16,11
"De 25 a 29 años (264)",25,,,,,2,14,9
"De 30 a 34 años (265)",19,,,,,4,11,4
"De 35 a 39 años (266)",25,,,,,7,14,4
"De 40 a 44 años (267)",12,,,,2,5,3,2
"De 45 a 49 años (268)",7,,,,1,5,1,
"De 50 y más años (269)",13,1,,1,2,5,,4
"Sup. Univ. incompleta (270)",35,,,1,,5,12,17
"De 15 a 19 años (272)",2,,,,,,,2
"De 20 a 24 años (273)",11,,,,,,4,7
"De 25 a 29 años (274)",5,,,,,,4,1
"De 30 a 34 años (275)",7,,,,,1,2,4
"De 35 a 39 años (276)",2,,,,,,1,1
"De 40 a 44 años (277)",3,,,,,1,1,1
"De 45 a 49 años (278)",2,,,,,2,,
"De 50 y más años (279)",3,,,1,,1,,1
"Sup. Univ. completa (280)",97,,1,2,9,16,28,41
"De 20 a 24 años (283)",6,,,,,,2,4
"De 25 a 29 años (284)",16,,,,,2,4,10
"De 30 a 34 años (285)",22,,,,,1,14,7
"De 35 a 39 años (286)",14,,,,,3,5,6
"De 40 a 44 años (287)",7,,,,1,2,2,2
"De 45 a 49 años (288)",6,,,,1,4,1,
"De 50 y más años (289)",26,,1,2,7,4,,12
