"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",83,,,5,15,6,17,1,39
"Profes., científicos e intelectuales (038)",4116,,,,64,77,1331,125,2519
"Técnicos de nivel medio ytrab.asimilados (039)",1184,3,,13,145,118,517,126,262
"Jefes y empleados de oficina (040)",1301,,,4,245,93,388,119,452
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",2767,164,,550,1155,171,317,169,241
"Agricult.trabaj. calif.agrop. y pesquros (042)",1543,214,2,662,558,32,31,14,30
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1418,59,1,310,704,84,126,56,78
"Obreros. construc., conf., papel, fab., instr (044)",1399,15,,252,750,87,137,89,69
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",4014,349,5,1200,1799,179,203,136,143
"Otra (046)",240,,,,90,23,51,37,39
"Ocupación no especificada (047)",406,36,,106,179,12,30,17,26
"Hombres (048)",11058,209,3,1830,3944,572,1668,586,2246
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",69,,,4,12,6,16,1,30
"Profes., científicos e intelectuales (050)",2205,,,,27,38,643,83,1414
"Técnicos de nivel medio ytrab.asimilados (051)",755,3,,7,107,84,303,91,160
"Jefes y empleados de oficina (052)",681,,,2,161,49,161,58,250
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1067,11,,148,519,78,119,86,106
"Agricult.trabaj. calif.agrop. y pesquros (054)",1253,106,1,548,505,29,27,10,27
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1174,26,1,249,616,73,102,45,62
"Obreros. construc., conf., papel, fab., instr (056)",1369,13,,245,738,85,133,87,68
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",2014,48,1,562,1040,103,107,79,74
"Otra (058)",219,,,,82,20,45,33,39
"Ocupación no especificada (059)",252,2,,65,137,7,12,13,16
"Mujeres (060)",7413,631,5,1272,1760,310,1480,303,1652
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",14,,,1,3,,1,,9
"Profes., científicos e intelectuales (062)",1911,,,,37,39,688,42,1105
"Técnicos de nivel medio ytrab.asimilados (063)",429,,,6,38,34,214,35,102
"Jefes y empleados de oficina (064)",620,,,2,84,44,227,61,202
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1700,153,,402,636,93,198,83,135
"Agricult.trabaj. calif.agrop. y pesquros (066)",290,108,1,114,53,3,4,4,3
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",244,33,,61,88,11,24,11,16
"Obreros. construc., conf., papel, fab., instr (068)",30,2,,7,12,2,4,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2000,301,4,638,759,76,96,57,69
"Otra (070)",21,,,,8,3,6,4,
"Ocupación no especificada (071)",154,34,,41,42,5,18,4,10
,,,,,,,,,
"RURAL (072)",26543,5642,32,12469,7415,213,359,99,314
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",22,1,,5,7,1,4,,4
"Profes., científicos e intelectuales (074)",379,,,,40,16,109,10,204
"Técnicos de nivel medio ytrab.asimilados (075)",126,,,9,43,12,49,5,8
"Jefes y empleados de oficina (076)",94,,,6,50,7,13,4,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",424,39,,173,173,14,10,7,8
"Agricult.trabaj. calif.agrop. y pesquros (078)",13278,3056,8,6763,3247,84,62,24,34
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1474,396,4,706,326,10,18,2,12
"Obreros. construc., conf., papel, fab., instr (080)",405,8,,121,238,11,12,7,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",9987,2078,18,4544,3179,55,61,36,16
"Otra (082)",3,,,,,,2,,1
"Ocupación no especificada (083)",351,64,2,142,112,3,19,4,5
"Hombres (084)",16531,2148,12,7886,5730,161,272,84,238
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",20,1,,5,5,1,4,,4
"Profes., científicos e intelectuales (086)",259,,,,21,8,76,8,146
"Técnicos de nivel medio ytrab.asimilados (087)",101,,,8,40,10,33,5,5
"Jefes y empleados de oficina (088)",69,,,6,39,6,6,2,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",233,7,,87,118,6,4,4,7
"Agricult.trabaj. calif.agrop. y pesquros (090)",10847,1847,5,5832,2976,73,58,23,33
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",396,12,1,153,193,9,16,2,10
"Obreros. construc., conf., papel, fab., instr (092)",400,8,,120,236,10,12,7,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",3990,261,5,1591,2007,36,49,29,12
"Otra (094)",2,,,,,,2,,
"Ocupación no especificada (095)",214,12,1,84,95,2,12,4,4
"Mujeres (096)",10012,3494,20,4583,1685,52,87,15,76
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,,2,,,,
"Profes., científicos e intelectuales (098)",120,,,,19,8,33,2,58
"Técnicos de nivel medio ytrab.asimilados (099)",25,,,1,3,2,16,,3
"Jefes y empleados de oficina (100)",25,,,,11,1,7,2,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",191,32,,86,55,8,6,3,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",2431,1209,3,931,271,11,4,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",1078,384,3,553,133,1,2,,2
"Obreros. construc., conf., papel, fab., instr (104)",5,,,1,2,1,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",5997,1817,13,2953,1172,19,12,7,4
"Otra (106)",1,,,,,,,,1
"Ocupación no especificada (107)",137,52,1,58,17,1,7,,1
