"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Comercio al por mayor (053)",3,,,,3,,,,
"Comercio al por menor (054)",118,4,,50,57,3,3,,1
"Hoteles y restaurantes (055)",32,,,16,12,2,2,,
"Trans., almac. y comunicaciones (056)",5,,,1,,1,1,1,1
"Activid.inmobil., empres. y de alquiler (058)",2,,,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",13,,,1,2,,7,1,2
"Enseñanza (060)",157,,,,9,16,76,7,49
"Servicios sociales y de salud (061)",17,,,,,,6,2,9
"Otras activ. serv.comun.soc y personales (062)",10,5,,3,1,1,,,
"Hogares privados con servicio doméstico (063)",66,11,,36,18,,,,1
"Actividad economica no especificada (065)",72,24,,34,11,2,1,,
,,,,,,,,,
"URBANA (066)",1069,32,,285,363,56,174,36,123
"Agric., ganadería, caza y silvicultura (067)",353,21,,161,148,6,9,4,4
"Explotación de minas y canteras (069)",1,,,,1,,,,
"Industrias manufactureras (070)",28,,,13,13,1,,,1
"Construcción (072)",46,,,13,27,3,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",145,4,,43,80,8,9,,1
"Venta, mant.y rep. veh.autom.y motoc. (074)",1,,,,1,,,,
"Comercio al por mayor (075)",9,,,2,7,,,,
"Comercio al por menor (076)",135,4,,41,72,8,9,,1
"Hoteles y restaurantes (077)",25,,,11,10,2,2,,
"Trans., almac. y comunicaciones (078)",23,,,4,12,3,1,2,1
"Intermediación financiera (079)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (080)",10,,,1,3,1,,1,4
"Admin.pub. y defensa; p. segur.soc.afil (081)",94,,,4,25,6,30,8,21
"Enseñanza (082)",234,,,,13,20,107,17,77
"Servicios sociales y de salud (083)",23,,,,,,12,1,10
"Otras activ. serv.comun.soc y personales (084)",8,1,,3,1,2,,,1
"Hogares privados con servicio doméstico (085)",42,4,,20,14,,1,2,1
"Actividad economica no especificada (087)",35,2,,12,16,4,1,,
"Hombres (088)",766,14,,208,284,36,113,30,81
"Agric., ganadería, caza y silvicultura (089)",332,13,,152,144,6,9,4,4
"Explotación de minas y canteras (091)",1,,,,1,,,,
"Industrias manufactureras (092)",27,,,12,13,1,,,1
"Construcción (094)",46,,,13,27,3,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",69,1,,16,41,5,6,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",1,,,,1,,,,
"Comercio al por mayor (097)",6,,,2,4,,,,
"Comercio al por menor (098)",62,1,,14,36,5,6,,
"Hoteles y restaurantes (099)",3,,,1,2,,,,
"Trans., almac. y comunicaciones (100)",18,,,3,12,2,,1,
"Intermediación financiera (101)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (102)",10,,,1,3,1,,1,4
"Admin.pub. y defensa; p. segur.soc.afil (103)",84,,,4,24,6,24,7,19
"Enseñanza (104)",136,,,,8,9,61,13,45
"Servicios sociales y de salud (105)",15,,,,,,9,1,5
"Otras activ. serv.comun.soc y personales (106)",2,,,,,1,,,1
"Hogares privados con servicio doméstico (107)",8,,,3,2,,1,2,
"Actividad economica no especificada (109)",13,,,3,7,2,1,,
"Mujeres (110)",303,18,,77,79,20,61,6,42
"Agric., ganadería, caza y silvicultura (111)",21,8,,9,4,,,,
"Industrias manufactureras (114)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",76,3,,27,39,3,3,,1
"Comercio al por mayor (119)",3,,,,3,,,,
"Comercio al por menor (120)",73,3,,27,36,3,3,,1
"Hoteles y restaurantes (121)",22,,,10,8,2,2,,
"Trans., almac. y comunicaciones (122)",5,,,1,,1,1,1,1
"Admin.pub. y defensa; p. segur.soc.afil (125)",10,,,,1,,6,1,2
"Enseñanza (126)",98,,,,5,11,46,4,32
"Servicios sociales y de salud (127)",8,,,,,,3,,5
"Otras activ. serv.comun.soc y personales (128)",6,1,,3,1,1,,,
"Hogares privados con servicio doméstico (129)",34,4,,17,12,,,,1
"Actividad economica no especificada (131)",22,2,,9,9,2,,,
,,,,,,,,,
"RURAL (132)",3354,510,,1838,774,40,103,17,72
"Agric., ganadería, caza y silvicultura (133)",2785,448,,1636,649,21,22,5,4
"Pesca (134)",2,,,2,,,,,
"Explotación de minas y canteras (135)",9,,,6,1,1,1,,
"Industrias manufactureras (136)",31,8,,16,7,,,,
"Suministro de electricidad, gas y agua (137)",1,,,1,,,,,
"Construcción (138)",94,13,,53,28,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",103,2,,53,39,2,3,2,2
"Venta, mant.y rep. veh.autom.y motoc. (140)",1,,,,,,1,,
"Comercio al por mayor (141)",4,,,2,2,,,,
"Comercio al por menor (142)",98,2,,51,37,2,2,2,2
"Hoteles y restaurantes (143)",12,,,7,5,,,,
"Trans., almac. y comunicaciones (144)",11,,,4,4,1,1,1,
"Activid.inmobil., empres. y de alquiler (146)",3,,,,3,,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",31,,,8,10,2,9,1,1
"Enseñanza (148)",152,,,,14,12,60,6,60
"Servicios sociales y de salud (149)",14,,,,,1,6,2,5
"Otras activ. serv.comun.soc y personales (150)",6,4,,1,1,,,,
"Hogares privados con servicio doméstico (151)",41,10,,23,8,,,,
"Actividad economica no especificada (153)",59,25,,28,5,,1,,
"Hombres (154)",2904,376,,1670,694,35,67,12,50
"Agric., ganadería, caza y silvicultura (155)",2554,351,,1544,609,21,21,5,3
"Pesca (156)",2,,,2,,,,,
"Explotación de minas y canteras (157)",8,,,5,1,1,1,,
"Industrias manufactureras (158)",27,5,,15,7,,,,
"Suministro de electricidad, gas y agua (159)",1,,,1,,,,,
"Construcción (160)",94,13,,53,28,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",58,1,,30,18,2,3,2,2
"Venta, mant.y rep. veh.autom.y motoc. (162)",1,,,,,,1,,
"Comercio al por mayor (163)",4,,,2,2,,,,
"Comercio al por menor (164)",53,1,,28,16,2,2,2,2
"Hoteles y restaurantes (165)",2,,,1,1,,,,
"Trans., almac. y comunicaciones (166)",11,,,4,4,1,1,1,
"Activid.inmobil., empres. y de alquiler (168)",1,,,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",28,,,7,9,2,8,1,1
"Enseñanza (170)",93,,,,10,7,30,3,43
"Servicios sociales y de salud (171)",5,,,,,1,3,,1
"Otras activ. serv.comun.soc y personales (172)",2,,,1,1,,,,
"Hogares privados con servicio doméstico (173)",9,3,,4,2,,,,
"Actividad economica no especificada (175)",9,3,,3,3,,,,
"Mujeres (176)",450,134,,168,80,5,36,5,22
"Agric., ganadería, caza y silvicultura (177)",231,97,,92,40,,1,,1
"Explotación de minas y canteras (179)",1,,,1,,,,,
"Industrias manufactureras (180)",4,3,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",45,1,,23,21,,,,
"Comercio al por menor (186)",45,1,,23,21,,,,
"Hoteles y restaurantes (187)",10,,,6,4,,,,
"Activid.inmobil., empres. y de alquiler (190)",2,,,,2,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",3,,,1,1,,1,,
"Enseñanza (192)",59,,,,4,5,30,3,17
"Servicios sociales y de salud (193)",9,,,,,,3,2,4
"Otras activ. serv.comun.soc y personales (194)",4,4,,,,,,,
"Hogares privados con servicio doméstico (195)",32,7,,19,6,,,,
"Actividad economica no especificada (197)",50,22,,25,2,,1,,
