"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia EL DORADO (000)",13087,747,1576,7239,243,3017,265
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",17,17,,,,,
"Profes., científicos e intelectuales (002)",429,407,,22,,,
"Técnicos de nivel medio y trab. asimilados (003)",88,56,,29,3,,
"Jefes y empleados de oficina (004)",111,111,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",572,68,2,412,12,78,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",6504,2,1,6300,201,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",190,,33,141,9,7,
"Obreros construc.,conf., papel, fab., instr. (008)",267,26,82,138,12,9,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",4659,45,1366,87,,2896,265
"Otra (010)",2,2,,,,,
"Ocupación no especificada (011)",248,13,92,110,6,27,
"Hombres (012)",9494,437,1231,6193,221,1398,14
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",13,13,,,,,
"Profes., científicos e intelectuales (014)",244,234,,10,,,
"Técnicos de nivel medio y trab. asimilados (015)",61,36,,23,2,,
"Jefes y empleados de oficina (016)",70,70,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",238,29,1,190,5,13,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",5861,2,1,5669,189,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",151,,30,105,9,7,
"Obreros construc.,conf., papel, fab., instr. (020)",262,26,81,134,12,9,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",2486,18,1067,23,,1364,14
"Otra (022)",2,2,,,,,
"Ocupación no especificada (023)",106,7,51,39,4,5,
"Mujeres (024)",3593,310,345,1046,22,1619,251
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",4,4,,,,,
"Profes., científicos e intelectuales (026)",185,173,,12,,,
"Técnicos de nivel medio y trab. asimilados (027)",27,20,,6,1,,
"Jefes y empleados de oficina (028)",41,41,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",334,39,1,222,7,65,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",643,,,631,12,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",39,,3,36,,,
"Obreros construc.,conf., papel, fab., instr. (032)",5,,1,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",2173,27,299,64,,1532,251
"Ocupación no especificada (035)",142,6,41,71,2,22,
,,,,,,,
"URBANA (036)",5296,600,632,2737,85,1053,189
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",16,16,,,,,
"Profes., científicos e intelectuales (038)",315,300,,15,,,
"Técnicos de nivel medio y trab. asimilados (039)",79,50,,27,2,,
"Jefes y empleados de oficina (040)",102,102,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",455,62,2,317,10,64,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",2057,2,1,2001,53,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",157,,32,112,9,4,
"Obreros construc.,conf., papel, fab., instr. (044)",222,23,66,118,11,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1732,35,471,72,,965,189
"Otra (046)",2,2,,,,,
"Ocupación no especificada (047)",159,8,60,75,,16,
"Hombres (048)",3544,345,491,2150,78,476,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",12,12,,,,,
"Profes., científicos e intelectuales (050)",177,170,,7,,,
"Técnicos de nivel medio y trab. asimilados (051)",56,32,,22,2,,
"Jefes y empleados de oficina (052)",61,61,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",189,26,1,147,5,10,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",1791,2,1,1737,51,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",123,,29,81,9,4,
"Obreros construc.,conf., papel, fab., instr. (056)",217,23,65,114,11,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",850,14,365,14,,453,4
"Otra (058)",2,2,,,,,
"Ocupación no especificada (059)",66,3,30,28,,5,
"Mujeres (060)",1752,255,141,587,7,577,185
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,4,,,,,
"Profes., científicos e intelectuales (062)",138,130,,8,,,
"Técnicos de nivel medio y trab. asimilados (063)",23,18,,5,,,
"Jefes y empleados de oficina (064)",41,41,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",266,36,1,170,5,54,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",266,,,264,2,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",34,,3,31,,,
"Obreros construc.,conf., papel, fab., instr. (068)",5,,1,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",882,21,106,58,,512,185
"Ocupación no especificada (071)",93,5,30,47,,11,
,,,,,,,
"RURAL (072)",7791,147,944,4502,158,1964,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,1,,,,,
"Profes., científicos e intelectuales (074)",114,107,,7,,,
"Técnicos de nivel medio y trab. asimilados (075)",9,6,,2,1,,
"Jefes y empleados de oficina (076)",9,9,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",117,6,,95,2,14,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",4447,,,4299,148,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",33,,1,29,,3,
"Obreros construc.,conf., papel, fab., instr. (080)",45,3,16,20,1,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",2927,10,895,15,,1931,76
"Ocupación no especificada (083)",89,5,32,35,6,11,
"Hombres (084)",5950,92,740,4043,143,922,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,1,,,,,
"Profes., científicos e intelectuales (086)",67,64,,3,,,
"Técnicos de nivel medio y trab. asimilados (087)",5,4,,1,,,
"Jefes y empleados de oficina (088)",9,9,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",49,3,,43,,3,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",4070,,,3932,138,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",28,,1,24,,3,
"Obreros construc.,conf., papel, fab., instr. (092)",45,3,16,20,1,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1636,4,702,9,,911,10
"Ocupación no especificada (095)",40,4,21,11,4,,
"Mujeres (096)",1841,55,204,459,15,1042,66
"Profes., científicos e intelectuales (098)",47,43,,4,,,
"Técnicos de nivel medio y trab. asimilados (099)",4,2,,1,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",68,3,,52,2,11,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",377,,,367,10,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",5,,,5,,,
