"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",5963,5872,1770,553,560,463,817,700,495,514,91,21210
"De 12 a 14 años (001)",724,721,720,,1,,,,,,3,2
"De 15 a 19 años (002)",755,750,657,77,15,1,,,,,5,110
"De 20 a 24 años (003)",591,556,188,193,111,53,7,4,,,35,628
"De 25 a 29 años (004)",522,503,62,114,130,105,83,9,,,19,1106
"De 30 a 34 años (005)",435,429,30,30,94,83,122,63,6,1,6,1475
"De 35 a 39 años (006)",463,462,22,27,48,76,139,87,40,23,1,2118
"De 40 a 44 años (007)",401,392,14,12,35,38,102,84,56,51,9,2219
"De 45 a 49 años (008)",373,373,7,15,24,28,83,89,65,62,,2318
"De 50 y más años (009)",1699,1686,70,85,102,79,281,364,328,377,13,11234
"Sin nivel (010)",1604,1590,91,82,83,82,269,344,284,355,14,10347
"De 12 a 14 años (011)",3,3,3,,,,,,,,,
"De 15 a 19 años (012)",13,13,11,1,1,,,,,,,3
"De 20 a 24 años (013)",36,36,11,7,7,6,2,3,,,,67
"De 25 a 29 años (014)",41,40,9,3,4,11,11,2,,,1,104
"De 30 a 34 años (015)",64,64,4,4,8,9,20,16,3,,,266
"De 35 a 39 años (016)",97,97,4,6,2,8,27,21,13,16,,572
"De 40 a 44 años (017)",96,91,2,2,4,4,13,24,22,20,5,637
"De 45 a 49 años (018)",106,106,2,5,5,3,19,27,16,29,,739
"De 50 y más años (019)",1148,1140,45,54,52,41,177,251,230,290,8,7959
"Educacion Inicial (020)",18,18,11,1,,3,3,,,,,24
"De 12 a 14 años (021)",10,10,10,,,,,,,,,
"De 15 a 19 años (022)",1,1,1,,,,,,,,,
"De 20 a 24 años (023)",1,1,,1,,,,,,,,1
