"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SAN MARTIN (000)",61011,140297,128460,,2655,91.6,1.9
"De 12 a 14 años (001)",5375,50,49,,10,98,20
"De 15 a 19 años (002)",9170,1708,1662,436,97.3,25.5,
"De 20 a 24 años (003)",7753,5920,5771,692,97.5,11.7,
"De 25 a 29 años (004)",6538,9314,9062,621,97.3,6.7,
"De 30 a 34 años (005)",5987,12734,12384,500,97.3,3.9,
"De 35 a 39 años (006)",5843,16314,15666,291,96,1.8,
"De 40 a 44 años (007)",5088,16606,15809,90,95.2,0.5,
"De 45 a 49 años (008)",3989,14903,13868,15,93.1,0.1,
"De 50 y más años (009)",11268,62748,54189,,86.4,,
"Conviviente (010)",17842,44852,42239,1682,94.2,3.8,
"De 12 a 14 años (011)",83,18,17,4,94.4,22.2,
"De 15 a 19 años (012)",1591,1170,1135,297,97,25.4,
"De 20 a 24 años (013)",3389,4160,4039,498,97.1,12,
"De 25 a 29 años (014)",3346,5880,5717,409,97.2,7,
"De 30 a 34 años (015)",2785,6740,6530,277,96.9,4.1,
"De 35 a 39 años (016)",2321,7160,6880,152,96.1,2.1,
"De 40 a 44 años (017)",1621,5948,5671,37,95.3,0.6,
"De 45 a 49 años (018)",1070,4424,4130,8,93.4,0.2,
"De 50 y más años (019)",1636,9352,8120,,86.8,,
"Separado(a) (020)",1975,6179,5711,66,92.4,1.1,
"De 12 a 14 años (021)",7,1,1,1,100,100,
"De 15 a 19 años (022)",69,53,53,11,100,20.8,
"De 20 a 24 años (023)",141,178,173,16,97.2,9,
"De 25 a 29 años (024)",195,281,276,9,98.2,3.2,
"De 30 a 34 años (025)",232,466,455,16,97.6,3.4,
"De 35 a 39 años (026)",264,701,683,8,97.4,1.1,
"De 40 a 44 años (027)",289,953,907,4,95.2,0.4,
"De 45 a 49 años (028)",215,696,672,1,96.6,0.1,
"De 50 y más años (029)",563,2850,2491,,87.4,,
"Casado(a) (030)",17178,65506,59808,628,91.3,1,
"De 12 a 14 años (031)",7,5,5,,100,,
"De 15 a 19 años (032)",147,137,131,40,95.6,29.2,
"De 20 a 24 años (033)",605,795,783,89,98.5,11.2,
"De 25 a 29 años (034)",1278,2317,2255,149,97.3,6.4,
"De 30 a 34 años (035)",2008,4620,4506,180,97.5,3.9,
