"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Primaria (033)",158,4,60,47,43,4
"Secundaria (034)",223,5,151,42,22,3
"Superior no univ. incompleta (035)",16,,7,7,2,
"Superior no univ. completa (036)",18,,13,5,,
"Superior univ. incompleta (037)",9,,5,3,1,
"Superior univ. completa (038)",9,,5,4,,
"No PEA (040)",24514,11648,5843,2640,2526,1857
"Sin nivel (041)",4223,231,305,814,1489,1384
"Educación inicial (042)",703,677,14,12,,
"Primaria (043)",13391,9137,1666,1360,842,386
"Secundaria (044)",5665,1603,3476,354,169,63
"Superior no univ. incompleta (045)",253,,214,33,3,3
"Superior no univ. completa (046)",110,,58,33,11,8
"Superior univ. incompleta (047)",111,,86,17,3,5
"Superior univ. completa (048)",58,,24,17,9,8
,,,,,,
"URBANA (060)",8986,2212,2445,2115,1584,630
"Sin nivel (061)",708,15,34,114,264,281
"Educación inicial (062)",79,74,1,4,,
"Primaria (063)",3422,1632,302,584,634,270
"Secundaria (064)",3135,491,1465,677,451,51
"Superior no univ. incompleta (065)",356,,206,119,28,3
"Superior no univ. completa (066)",550,,213,262,67,8
"Superior univ. incompleta (067)",202,,102,63,32,5
"Superior univ. completa (068)",534,,122,292,108,12
"PEA (070)",3861,40,1070,1531,1023,197
"Sin nivel (071)",207,1,9,46,87,64
"Educación inicial (072)",3,,,3,,
"Primaria (073)",932,27,126,313,362,104
"Secundaria (074)",1428,12,533,507,357,19
"Superior no univ. incompleta (075)",203,,80,94,28,1
"Superior no univ. completa (076)",472,,171,240,59,2
"Superior univ. incompleta (077)",124,,44,49,29,2
"Superior univ. completa (078)",492,,107,279,101,5
"Ocupada (080)",3679,34,983,1483,986,193
"Sin nivel (081)",191,,7,41,80,63
"Educación inicial (082)",3,,,3,,
"Primaria (083)",877,25,107,296,347,102
"Secundaria (084)",1347,9,490,487,343,18
"Superior no univ. incompleta (085)",198,,76,93,28,1
"Superior no univ. completa (086)",460,,161,238,59,2
"Superior univ. incompleta (087)",119,,40,49,28,2
"Superior univ. completa (088)",484,,102,276,101,5
"Desocupada (090)",182,6,87,48,37,4
"Sin nivel (091)",16,1,2,5,7,1
"Primaria (093)",55,2,19,17,15,2
"Secundaria (094)",81,3,43,20,14,1
"Superior no univ. incompleta (095)",5,,4,1,,
"Superior no univ. completa (096)",12,,10,2,,
"Superior univ. incompleta (097)",5,,4,,1,
"Superior univ. completa (098)",8,,5,3,,
"No PEA (100)",5125,2172,1375,584,561,433
"Sin nivel (101)",501,14,25,68,177,217
"Educación inicial (102)",76,74,1,1,,
"Primaria (103)",2490,1605,176,271,272,166
"Secundaria (104)",1707,479,932,170,94,32
"Superior no univ. incompleta (105)",153,,126,25,,2
"Superior no univ. completa (106)",78,,42,22,8,6
"Superior univ. incompleta (107)",78,,58,14,3,3
"Superior univ. completa (108)",42,,15,13,7,7
,,,,,,
"RURAL (120)",29114,9584,7534,5183,4520,2293
"Sin nivel (121)",5778,225,415,1251,2233,1654
"Educación inicial (122)",644,603,22,19,,
"Primaria (123)",15655,7603,2774,2836,1882,560
"Secundaria (124)",6495,1153,4068,861,342,71
"Superior no univ. incompleta (125)",164,,118,36,9,1
"Superior no univ. completa (126)",161,,65,79,14,3
"Superior univ. incompleta (127)",64,,38,17,7,2
"Superior univ. completa (128)",153,,34,84,33,2
"PEA (130)",9725,108,3066,3127,2555,869
"Sin nivel (131)",2056,8,135,505,921,487
"Educación inicial (132)",17,,9,8,,
"Primaria (133)",4754,71,1284,1747,1312,340
"Secundaria (134)",2537,29,1524,677,267,40
"Superior no univ. incompleta (135)",64,,30,28,6,
"Superior no univ. completa (136)",129,,49,68,11,1
"Superior univ. incompleta (137)",31,,10,14,7,
"Superior univ. completa (138)",137,,25,80,31,1
"Ocupada (140)",9433,102,2907,3054,2513,857
"Sin nivel (141)",2031,6,132,497,917,479
"Educación inicial (142)",17,,9,8,,
"Primaria (143)",4651,69,1243,1717,1284,338
"Secundaria (144)",2395,27,1416,655,259,38
"Superior no univ. incompleta (145)",53,,27,22,4,
"Superior no univ. completa (146)",123,,46,65,11,1
"Superior univ. incompleta (147)",27,,9,11,7,
"Superior univ. completa (148)",136,,25,79,31,1
"Desocupada (150)",292,6,159,73,42,12
"Sin nivel (151)",25,2,3,8,4,8
"Primaria (153)",103,2,41,30,28,2
"Secundaria (154)",142,2,108,22,8,2
"Superior no univ. incompleta (155)",11,,3,6,2,
"Superior no univ. completa (156)",6,,3,3,,
"Superior univ. incompleta (157)",4,,1,3,,
"Superior univ. completa (158)",1,,,1,,
"No PEA (160)",19389,9476,4468,2056,1965,1424
"Sin nivel (161)",3722,217,280,746,1312,1167
"Educación inicial (162)",627,603,13,11,,
"Primaria (163)",10901,7532,1490,1089,570,220
"Secundaria (164)",3958,1124,2544,184,75,31
"Superior no univ. incompleta (165)",100,,88,8,3,1
"Superior no univ. completa (166)",32,,16,11,3,2
"Superior univ. incompleta (167)",33,,28,3,,2
"Superior univ. completa (168)",16,,9,4,2,1
