"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SANTA CRUZ (000)",16197,50929,46110,,668,90.5,1.3
"De 12 a 14 años (001)",1753,12,11,,,91.7,
"De 15 a 19 años (002)",1864,265,261,81,98.5,30.6,
"De 20 a 24 años (003)",1496,1301,1271,149,97.7,11.5,
"De 25 a 29 años (004)",1361,2275,2224,145,97.8,6.4,
"De 30 a 34 años (005)",1416,3459,3372,145,97.5,4.2,
"De 35 a 39 años (006)",1490,4671,4493,91,96.2,1.9,
"De 40 a 44 años (007)",1220,4665,4441,49,95.2,1.1,
"De 45 a 49 años (008)",1090,5045,4779,8,94.7,0.2,
"De 50 y más años (009)",4507,29236,25258,,86.4,,
"Conviviente (010)",4575,16209,14969,400,92.3,2.5,
"De 12 a 14 años (011)",28,5,5,,100,,
"De 15 a 19 años (012)",287,194,190,58,97.9,29.9,
"De 20 a 24 años (013)",627,846,818,96,96.7,11.3,
"De 25 a 29 años (014)",661,1351,1327,88,98.2,6.5,
"De 30 a 34 años (015)",660,1808,1766,94,97.7,5.2,
"De 35 a 39 años (016)",598,2088,1999,40,95.7,1.9,
"De 40 a 44 años (017)",435,1864,1765,21,94.7,1.1,
"De 45 a 49 años (018)",362,1888,1785,3,94.5,0.2,
"De 50 y más años (019)",917,6165,5314,,86.2,,
"Separado(a) (020)",610,1697,1580,29,93.1,1.7,
"De 12 a 14 años (021)",3,1,1,,100,,
"De 15 a 19 años (022)",20,18,18,4,100,22.2,
"De 20 a 24 años (023)",71,93,93,5,100,5.4,
"De 25 a 29 años (024)",69,108,107,10,99.1,9.3,
"De 30 a 34 años (025)",74,131,128,3,97.7,2.3,
"De 35 a 39 años (026)",74,178,175,5,98.3,2.8,
"De 40 a 44 años (027)",56,155,153,2,98.7,1.3,
"De 45 a 49 años (028)",68,249,239,,96,,
"De 50 y más años (029)",175,764,666,,87.2,,
"Casado(a) (030)",4585,23785,21703,189,91.2,0.8,
"De 12 a 14 años (031)",2,3,2,,66.7,,
"De 15 a 19 años (032)",38,26,26,10,100,38.5,
"De 20 a 24 años (033)",161,200,200,27,100,13.5,
"De 25 a 29 años (034)",312,678,655,39,96.6,5.8,
"De 30 a 34 años (035)",439,1306,1277,43,97.8,3.3,
"De 35 a 39 años (036)",587,2137,2056,43,96.2,2,
