"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",3178,13397,12712,257,94.9,1.9,
"De 40 a 44 años (037)",2720,13801,12765,127,92.5,0.9,
"De 45 a 49 años (038)",2208,13169,11969,39,90.9,0.3,
"De 50 y más años (039)",6603,44143,37726,2,85.5,,
"Viudo(a) (040)",4555,27373,21932,16,80.1,0.1,
"De 12 a 14 años (041)",2,,,,,,
"De 15 a 19 años (042)",9,13,13,2,100,15.4,
"De 20 a 24 años (043)",10,15,15,1,100,6.7,
"De 25 a 29 años (044)",29,67,62,3,92.5,4.5,
"De 30 a 34 años (045)",68,251,239,4,95.2,1.6,
"De 35 a 39 años (046)",94,378,344,2,91,0.5,
"De 40 a 44 años (047)",176,897,783,3,87.3,0.3,
"De 45 a 49 años (048)",242,1331,1187,1,89.2,0.1,
"De 50 y más años (049)",3925,24421,19289,,79,,
"Divorciado(a) (050)",261,947,857,8,90.5,0.8,
"De 15 a 19 años (052)",5,4,4,2,100,50,
"De 20 a 24 años (053)",8,9,9,1,100,11.1,
"De 25 a 29 años (054)",19,30,29,,96.7,,
"De 30 a 34 años (055)",30,71,70,5,98.6,7,
"De 35 a 39 años (056)",26,78,72,,92.3,,
"De 40 a 44 años (057)",32,120,111,,92.5,,
"De 45 a 49 años (058)",20,60,60,,100,,
"De 50 y más años (059)",121,575,502,,87.3,,
"Soltero(a) (060)",17386,1835,1777,100,96.8,5.4,
"De 12 a 14 años (061)",6031,9,9,1,100,11.1,
"De 15 a 19 años (062)",6546,86,84,17,97.7,19.8,
"De 20 a 24 años (063)",2096,264,262,43,99.2,16.3,
"De 25 a 29 años (064)",923,277,274,19,98.9,6.9,
"De 30 a 34 años (065)",522,288,286,12,99.3,4.2,
"De 35 a 39 años (066)",336,216,212,7,98.1,3.2,
"De 40 a 44 años (067)",212,147,138,1,93.9,0.7,
"De 45 a 49 años (068)",166,148,143,,96.6,,
"De 50 y más años (069)",554,400,369,,92.3,,
,,,,,,,
"URBANA (080)",24697,59504,54874,1128,92.2,1.9,
"De 12 a 14 años (081)",2707,14,13,1,92.9,7.1,
"De 15 a 19 años (082)",3848,362,352,103,97.2,28.5,
"De 20 a 24 años (083)",2803,2062,2035,253,98.7,12.3,
"De 25 a 29 años (084)",2562,3805,3749,284,98.5,7.5,
"De 30 a 34 años (085)",2548,5902,5743,262,97.3,4.4,
"De 35 a 39 años (086)",2361,7537,7274,143,96.5,1.9,
"De 40 a 44 años (087)",1805,7090,6721,61,94.8,0.9,
"De 45 a 49 años (088)",1415,6481,6073,20,93.7,0.3,
"De 50 y más años (089)",4648,26251,22914,1,87.3,,
"Conviviente (090)",4739,10047,9665,572,96.2,5.7,
"De 12 a 14 años (091)",39,8,7,1,87.5,12.5,
"De 15 a 19 años (092)",417,247,242,79,98,32,
"De 20 a 24 años (093)",1088,1302,1287,164,98.8,12.6,
"De 25 a 29 años (094)",1095,1816,1795,157,98.8,8.6,
"De 30 a 34 años (095)",863,1986,1941,105,97.7,5.3,
"De 35 a 39 años (096)",535,1658,1599,50,96.4,3,
"De 40 a 44 años (097)",280,1005,968,12,96.3,1.2,
"De 45 a 49 años (098)",166,694,649,4,93.5,0.6,
"De 50 y más años (099)",256,1331,1177,,88.4,,
"Separado(a) (100)",1027,2812,2656,52,94.5,1.8,
"De 12 a 14 años (101)",1,1,1,,100,,
"De 15 a 19 años (102)",35,29,27,8,93.1,27.6,
"De 20 a 24 años (103)",119,144,144,15,100,10.4,
"De 25 a 29 años (104)",124,205,203,17,99,8.3,
"De 30 a 34 años (105)",154,326,323,5,99.1,1.5,
"De 35 a 39 años (106)",158,387,378,3,97.7,0.8,
"De 40 a 44 años (107)",112,362,342,4,94.5,1.1,
"De 45 a 49 años (108)",101,336,320,,95.2,,
"De 50 y más años (109)",223,1022,918,,89.8,,
"Casado(a) (110)",8416,36074,33510,434,92.9,1.2,
"De 12 a 14 años (111)",7,,,,,,
"De 15 a 19 años (112)",64,42,41,8,97.6,19,
"De 20 a 24 años (113)",309,447,436,48,97.5,10.7,
"De 25 a 29 años (114)",733,1585,1555,96,98.1,6.1,
"De 30 a 34 años (115)",1158,3289,3181,139,96.7,4.2,
"De 35 a 39 años (116)",1440,5205,5022,85,96.5,1.6,
"De 40 a 44 años (117)",1220,5254,4971,41,94.6,0.8,
"De 45 a 49 años (118)",959,4820,4526,16,93.9,0.3,
"De 50 y más años (119)",2526,15432,13778,1,89.3,,
"Viudo(a) (120)",1549,8921,7461,5,83.6,0.1,
"De 12 a 14 años (121)",1,,,,,,
"De 15 a 19 años (122)",4,4,4,,100,,
"De 20 a 24 años (123)",3,4,4,,100,,
"De 25 a 29 años (124)",12,25,24,1,96,4,
"De 30 a 34 años (125)",24,80,77,1,96.3,1.3,
"De 35 a 39 años (126)",33,110,101,,91.8,,
"De 40 a 44 años (127)",63,302,275,3,91.1,1,
"De 45 a 49 años (128)",96,502,450,,89.6,,
"De 50 y más años (129)",1313,7894,6526,,82.7,,
"Divorciado(a) (130)",134,497,457,4,92,0.8,
"De 15 a 19 años (132)",1,1,1,1,100,100,
"De 20 a 24 años (133)",4,4,4,1,100,25,
"De 25 a 29 años (134)",4,3,3,,100,,
"De 30 a 34 años (135)",10,24,24,2,100,8.3,
"De 35 a 39 años (136)",12,35,34,,97.1,,
"De 40 a 44 años (137)",20,68,68,,100,,
"De 45 a 49 años (138)",14,38,38,,100,,
"De 50 y más años (139)",69,324,285,,88,,
"Soltero(a) (140)",8832,1153,1125,61,97.6,5.3,
"De 12 a 14 años (141)",2659,5,5,,100,,
"De 15 a 19 años (142)",3327,39,37,7,94.9,17.9,
"De 20 a 24 años (143)",1280,161,160,25,99.4,15.5,
"De 25 a 29 años (144)",594,171,169,13,98.8,7.6,
"De 30 a 34 años (145)",339,197,197,10,100,5.1,
"De 35 a 39 años (146)",183,142,140,5,98.6,3.5,
"De 40 a 44 años (147)",110,99,97,1,98,1,
"De 45 a 49 años (148)",79,91,90,,98.9,,
"De 50 y más años (149)",261,248,230,,92.7,,
,,,,,,,
"RURAL (160)",28673,95801,83573,1593,87.2,1.7,
"De 12 a 14 años (161)",3415,15,14,4,93.3,26.7,
"De 15 a 19 años (162)",3943,603,590,194,97.8,32.2,
"De 20 a 24 años (163)",2816,3088,3019,408,97.8,13.2,
"De 25 a 29 años (164)",2538,5404,5262,362,97.4,6.7,
"De 30 a 34 años (165)",2392,7740,7435,281,96.1,3.6,
"De 35 a 39 años (166)",2363,10016,9408,216,93.9,2.2,
"De 40 a 44 años (167)",2010,10440,9492,101,90.9,1,
"De 45 a 49 años (168)",1679,10214,9107,26,89.2,0.3,
"De 50 y más años (169)",7517,48281,39246,1,81.3,,
"Conviviente (170)",3787,9489,8796,586,92.7,6.2,
"De 12 a 14 años (171)",35,9,8,1,88.9,11.1,
"De 15 a 19 años (172)",497,346,334,120,96.5,34.7,
"De 20 a 24 años (173)",1078,1429,1398,226,97.8,15.8,
"De 25 a 29 años (174)",756,1573,1538,116,97.8,7.4,
"De 30 a 34 años (175)",482,1456,1408,71,96.7,4.9,
"De 35 a 39 años (176)",292,1140,1083,36,95,3.2,
"De 40 a 44 años (177)",202,944,866,14,91.7,1.5,
"De 45 a 49 años (178)",123,683,600,2,87.8,0.3,
"De 50 y más años (179)",322,1909,1561,,81.8,,
"Separado(a) (180)",871,2247,2066,70,91.9,3.1,
"De 12 a 14 años (181)",4,2,2,2,100,100,
"De 15 a 19 años (182)",71,67,66,24,98.5,35.8,
"De 20 a 24 años (183)",159,219,217,25,99.1,11.4,
"De 25 a 29 años (184)",126,200,198,10,99,5,
"De 30 a 34 años (185)",96,201,191,4,95,2,
"De 35 a 39 años (186)",105,299,282,4,94.3,1.3,
"De 40 a 44 años (187)",81,254,240,1,94.5,0.4,
"De 45 a 49 años (188)",68,274,252,,92,,
"De 50 y más años (189)",161,731,618,,84.5,,
"Casado(a) (190)",12328,64481,57188,883,88.7,1.4,
"De 12 a 14 años (191)",3,,,,,,
"De 15 a 19 años (192)",147,131,131,37,100,28.2,
"De 20 a 24 años (193)",752,1321,1286,138,97.4,10.4,
"De 25 a 29 años (194)",1295,3456,3357,228,97.1,6.6,
"De 30 a 34 años (195)",1567,5774,5539,198,95.9,3.4,
"De 35 a 39 años (196)",1738,8192,7690,172,93.9,2.1,
"De 40 a 44 años (197)",1500,8547,7794,86,91.2,1,
"De 45 a 49 años (198)",1249,8349,7443,23,89.1,0.3,
"De 50 y más años (199)",4077,28711,23948,1,83.4,,
"Viudo(a) (200)",3006,18452,14471,11,78.4,0.1,
"De 12 a 14 años (201)",1,,,,,,
"De 15 a 19 años (202)",5,9,9,2,100,22.2,
"De 20 a 24 años (203)",7,11,11,1,100,9.1,
"De 25 a 29 años (204)",17,42,38,2,90.5,4.8,
"De 30 a 34 años (205)",44,171,162,3,94.7,1.8,
"De 35 a 39 años (206)",61,268,243,2,90.7,0.7,
"De 40 a 44 años (207)",113,595,508,,85.4,,
"De 45 a 49 años (208)",146,829,737,1,88.9,0.1,
"De 50 y más años (209)",2612,16527,12763,,77.2,,
"Divorciado(a) (210)",127,450,400,4,88.9,0.9,
"De 15 a 19 años (212)",4,3,3,1,100,33.3,
"De 20 a 24 años (213)",4,5,5,,100,,
"De 25 a 29 años (214)",15,27,26,,96.3,,
"De 30 a 34 años (215)",20,47,46,3,97.9,6.4,
"De 35 a 39 años (216)",14,43,38,,88.4,,
"De 40 a 44 años (217)",12,52,43,,82.7,,
"De 45 a 49 años (218)",6,22,22,,100,,
"De 50 y más años (219)",52,251,217,,86.5,,
"Soltero(a) (220)",8554,682,652,39,95.6,5.7,
"De 12 a 14 años (221)",3372,4,4,1,100,25,
"De 15 a 19 años (222)",3219,47,47,10,100,21.3,
"De 20 a 24 años (223)",816,103,102,18,99,17.5,
"De 25 a 29 años (224)",329,106,105,6,99.1,5.7,
"De 30 a 34 años (225)",183,91,89,2,97.8,2.2,
"De 35 a 39 años (226)",153,74,72,2,97.3,2.7,
"De 40 a 44 años (227)",102,48,41,,85.4,,
"De 45 a 49 años (228)",87,57,53,,93,,
"De 50 y más años (229)",293,152,139,,91.4,,
