"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Admin.pub. y defensa; p. segur soc.afil (037)",6045,,,,6045
"Enseñanza (038)",8398,1159,1364,2736,3139
"Servicios sociales y de salud (039)",3162,949,191,222,1800
"Otras activ. serv.comun.soc y personales (040)",6659,4389,914,916,440
"Hogares privados con servicio doméstico (041)",505,505,,,
"Organiz. y organos extraterritoriales (042)",1,,1,,
"Actividad economica no especificada (043)",3546,1968,487,458,633
"Mujeres (044)",119032,79119,10895,12313,16705
"Agric., ganadería, caza y silvicultura (045)",2402,1301,260,249,592
"Pesca (046)",40,15,5,5,15
"Explotación de minas y canteras (047)",147,34,21,30,62
"Industrias manufactureras (048)",11161,6070,1453,1159,2479
"Suministro de electricidad, gas y agua (049)",113,22,2,32,57
"Construcción (050)",893,375,131,240,147
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",36964,32842,2435,1396,291
"Venta, mant.y rep. veh.autom y motoc. (052)",707,408,157,119,23
"Comercio al por mayor (053)",1855,1102,232,253,268
"Comercio al por menor (054)",34402,31332,2046,1024,
"Hoteles y restaurantes (055)",12885,10835,1240,614,196
"Trans., almac. y comunicaciones (056)",3025,1835,353,430,407
"Intermediación financiera (057)",1433,181,140,552,560
"Activid.inmobil., empres. y alquileres (058)",7380,3463,1108,1381,1428
"Admin.pub. y defensa; p. segur soc.afil (059)",3294,,,,3294
"Enseñanza (060)",13479,2400,2627,5051,3401
"Servicios sociales y de salud (061)",5408,1375,378,458,3197
"Otras activ. serv.comun.soc y personales (062)",5106,3920,492,468,226
"Hogares privados con servicio doméstico (063)",12428,12428,,,
"Organiz. y organos extraterritoriales (064)",2,,,2,
"Actividad economica no especificada (065)",2872,2023,250,246,353
,,,,,
"URBANA (066)",309049,193224,35109,34490,46226
"Agric., ganadería, caza y silvicultura (067)",11500,6548,1489,1373,2090
"Pesca (068)",690,411,73,94,112
"Explotación de minas y canteras (069)",1699,305,181,275,938
"Industrias manufactureras (070)",43955,24915,7815,4926,6299
"Suministro de electricidad, gas y agua (071)",882,149,46,277,410
"Construcción (072)",23534,14615,3838,3090,1991
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",79513,67639,6685,3985,1204
"Venta, mant.y rep. veh.autom y motoc. (074)",8629,6086,1350,754,439
"Comercio al por mayor (075)",4701,2533,633,770,765
"Comercio al por menor (076)",66183,59020,4702,2461,
"Hoteles y restaurantes (077)",18772,14677,2265,1383,447
"Trans., almac. y comunicaciones (078)",33731,23029,2625,3372,4705
"Intermediación financiera (079)",3155,427,273,1253,1202
"Activid.inmobil., empres. y alquileres (080)",21389,9859,3160,3964,4406
"Admin.pub. y defensa; p. segur soc.afil (081)",9282,,,,9282
"Enseñanza (082)",21765,3527,3962,7749,6527
"Servicios sociales y de salud (083)",8531,2308,568,679,4976
"Otras activ. serv.comun.soc y personales (084)",11651,8225,1395,1371,660
"Hogares privados con servicio doméstico (085)",12677,12677,,,
"Organiz. y organos extraterritoriales (086)",3,,1,2,
"Actividad economica no especificada (087)",6320,3913,733,697,977
"Hombres (088)",191548,115342,24314,22262,29630
"Agric., ganadería, caza y silvicultura (089)",9461,5541,1265,1137,1518
"Pesca (090)",650,396,68,89,97
"Explotación de minas y canteras (091)",1562,274,160,252,876
"Industrias manufactureras (092)",32895,18887,6368,3783,3857
"Suministro de electricidad, gas y agua (093)",770,128,44,245,353
"Construcción (094)",22658,14254,3708,2851,1845
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",42926,35158,4261,2594,913
"Venta, mant.y rep. veh.autom y motoc. (096)",7924,5679,1194,635,416
"Comercio al por mayor (097)",2857,1438,404,518,497
"Comercio al por menor (098)",32145,28041,2663,1441,
"Hoteles y restaurantes (099)",6056,3989,1042,773,252
"Trans., almac. y comunicaciones (100)",30719,21204,2274,2942,4299
"Intermediación financiera (101)",1729,246,134,703,646
"Activid.inmobil., empres. y alquileres (102)",14041,6417,2053,2589,2982
"Admin.pub. y defensa; p. segur soc.afil (103)",6001,,,,6001
"Enseñanza (104)",8359,1150,1351,2723,3135
"Servicios sociales y de salud (105)",3147,940,191,222,1794
"Otras activ. serv.comun.soc y personales (106)",6578,4327,911,906,434
"Hogares privados con servicio doméstico (107)",493,493,,,
"Organiz. y organos extraterritoriales (108)",1,,1,,
"Actividad economica no especificada (109)",3502,1938,483,453,628
"Mujeres (110)",117501,77882,10795,12228,16596
"Agric., ganadería, caza y silvicultura (111)",2039,1007,224,236,572
"Pesca (112)",40,15,5,5,15
"Explotación de minas y canteras (113)",137,31,21,23,62
"Industrias manufactureras (114)",11060,6028,1447,1143,2442
"Suministro de electricidad, gas y agua (115)",112,21,2,32,57
"Construcción (116)",876,361,130,239,146
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",36587,32481,2424,1391,291
"Venta, mant.y rep. veh.autom y motoc. (118)",705,407,156,119,23
"Comercio al por mayor (119)",1844,1095,229,252,268
"Comercio al por menor (120)",34038,30979,2039,1020,
"Hoteles y restaurantes (121)",12716,10688,1223,610,195
"Trans., almac. y comunicaciones (122)",3012,1825,351,430,406
"Intermediación financiera (123)",1426,181,139,550,556
"Activid.inmobil., empres. y alquileres (124)",7348,3442,1107,1375,1424
"Admin.pub. y defensa; p. segur soc.afil (125)",3281,,,,3281
"Enseñanza (126)",13406,2377,2611,5026,3392
"Servicios sociales y de salud (127)",5384,1368,377,457,3182
"Otras activ. serv.comun.soc y personales (128)",5073,3898,484,465,226
"Hogares privados con servicio doméstico (129)",12184,12184,,,
"Organiz. y organos extraterritoriales (130)",2,,,2,
"Actividad economica no especificada (131)",2818,1975,250,244,349
,,,,,
"RURAL (132)",7180,5658,531,541,450
"Agric., ganadería, caza y silvicultura (133)",4067,3463,261,199,144
"Pesca (134)",9,6,,3,
"Explotación de minas y canteras (135)",132,30,20,72,10
"Industrias manufactureras (136)",454,251,38,72,93
"Suministro de electricidad, gas y agua (137)",14,4,1,3,6
"Construcción (138)",394,289,50,40,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",680,617,33,21,9
"Venta, mant.y rep. veh.autom y motoc. (140)",85,69,9,5,2
"Comercio al por mayor (141)",31,20,3,1,7
"Comercio al por menor (142)",564,528,21,15,
"Hoteles y restaurantes (143)",226,187,23,10,6
"Trans., almac. y comunicaciones (144)",409,289,44,34,42
"Intermediación financiera (145)",8,,1,3,4
"Activid.inmobil., empres. y alquileres (146)",111,56,15,25,15
"Admin.pub. y defensa; p. segur soc.afil (147)",57,,,,57
"Enseñanza (148)",112,32,29,38,13
"Servicios sociales y de salud (149)",39,16,1,1,21
"Otras activ. serv.comun.soc y personales (150)",114,84,11,13,6
"Hogares privados con servicio doméstico (151)",256,256,,,
"Actividad economica no especificada (153)",98,78,4,7,9
"Hombres (154)",5649,4421,431,456,341
"Agric., ganadería, caza y silvicultura (155)",3704,3169,225,186,124
"Pesca (156)",9,6,,3,
"Explotación de minas y canteras (157)",122,27,20,65,10
"Industrias manufactureras (158)",353,209,32,56,56
"Suministro de electricidad, gas y agua (159)",13,3,1,3,6
"Construcción (160)",377,275,49,39,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",303,256,22,16,9
"Venta, mant.y rep. veh.autom y motoc. (162)",83,68,8,5,2
"Comercio al por mayor (163)",20,13,,,7
"Comercio al por menor (164)",200,175,14,11,
"Hoteles y restaurantes (165)",57,40,6,6,5
"Trans., almac. y comunicaciones (166)",396,279,42,34,41
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",79,35,14,19,11
"Admin.pub. y defensa; p. segur soc.afil (169)",44,,,,44
"Enseñanza (170)",39,9,13,13,4
"Servicios sociales y de salud (171)",15,9,,,6
"Otras activ. serv.comun.soc y personales (172)",81,62,3,10,6
"Hogares privados con servicio doméstico (173)",12,12,,,
"Actividad economica no especificada (175)",44,30,4,5,5
"Mujeres (176)",1531,1237,100,85,109
"Agric., ganadería, caza y silvicultura (177)",363,294,36,13,20
"Explotación de minas y canteras (179)",10,3,,7,
"Industrias manufactureras (180)",101,42,6,16,37
"Suministro de electricidad, gas y agua (181)",1,1,,,
"Construcción (182)",17,14,1,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",377,361,11,5,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,1,1,,
"Comercio al por mayor (185)",11,7,3,1,
"Comercio al por menor (186)",364,353,7,4,
"Hoteles y restaurantes (187)",169,147,17,4,1
"Trans., almac. y comunicaciones (188)",13,10,2,,1
"Intermediación financiera (189)",7,,1,2,4
"Activid.inmobil., empres. y alquileres (190)",32,21,1,6,4
"Admin.pub. y defensa; p. segur soc.afil (191)",13,,,,13
"Enseñanza (192)",73,23,16,25,9
"Servicios sociales y de salud (193)",24,7,1,1,15
"Otras activ. serv.comun.soc y personales (194)",33,22,8,3,
"Hogares privados con servicio doméstico (195)",244,244,,,
"Actividad economica no especificada (197)",54,48,,2,4
