"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ALTO AMAZONAS (000)",33813,5519,5703,15010,819,4541,1011,1210
"Agric., ganadería, caza y silvicultura (001)",16789,32,3253,9350,408,3746,,
"Pesca (002)",301,2,111,56,1,131,,
"Explotación de minas y canteras (003)",21,10,9,1,,1,,
"Industrias manufactureras (004)",1103,55,423,524,60,41,,
"Suministro de electricidad, gas y agua (005)",51,15,35,1,,,,
"Construcción (006)",1159,65,852,197,35,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3805,735,95,2444,166,365,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",370,69,68,207,19,7,,
"Comercio al por mayor (009)",186,67,7,75,19,18,,
"Comercio al por menor (010)",3249,599,20,2162,128,340,,
"Hoteles y restaurantes (011)",1043,280,70,590,33,70,,
"Trans., almac. y comunicaciones (012)",1932,380,405,1066,47,34,,
"Intermediación financiera (013)",44,41,,2,1,,,
"Activid.inmobil., empres. y alquileres (014)",682,519,43,91,20,9,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",603,515,88,,,,,
"Enseñanza (016)",1927,1792,,123,1,11,,
"Servicios sociales y de salud (017)",453,409,3,30,7,4,,
"Otras activ. serv.comun.soc y personales (018)",483,251,51,166,10,5,,
"Hogares privados con servicio doméstico (019)",1011,,,,,,1011,
"Actividad economica no especificada (021)",1196,418,265,369,30,114,,
"Desocupado (022)",1210,,,,,,,1210
"Hombres (023)",24106,3243,4921,11975,641,2352,58,916
"Agric., ganadería, caza y silvicultura (024)",13667,27,2718,8565,375,1982,,
"Pesca (025)",287,1,105,54,1,126,,
"Explotación de minas y canteras (026)",19,9,9,1,,,,
"Industrias manufactureras (027)",840,38,394,340,48,20,,
"Suministro de electricidad, gas y agua (028)",44,10,33,1,,,,
"Construcción (029)",1129,57,833,194,35,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",1897,402,90,1215,92,98,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",348,61,66,198,17,6,,
"Comercio al por mayor (032)",100,33,7,42,16,2,,
"Comercio al por menor (033)",1449,308,17,975,59,90,,
"Hoteles y restaurantes (034)",224,92,19,88,9,16,,
"Trans., almac. y comunicaciones (035)",1828,315,395,1041,43,34,,
"Intermediación financiera (036)",28,28,,,,,,
"Activid.inmobil., empres. y alquileres (037)",492,361,33,77,15,6,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",430,374,56,,,,,
"Enseñanza (039)",1086,1019,,59,1,7,,
"Servicios sociales y de salud (040)",219,187,2,22,6,2,,
"Otras activ. serv.comun.soc y personales (041)",275,138,35,94,6,2,,
"Hogares privados con servicio doméstico (042)",58,,,,,,58,
"Actividad economica no especificada (044)",667,185,199,224,10,49,,
"Desocupado (045)",916,,,,,,,916
"Mujeres (046)",9707,2276,782,3035,178,2189,953,294
"Agric., ganadería, caza y silvicultura (047)",3122,5,535,785,33,1764,,
"Pesca (048)",14,1,6,2,,5,,
"Explotación de minas y canteras (049)",2,1,,,,1,,
"Industrias manufactureras (050)",263,17,29,184,12,21,,
"Suministro de electricidad, gas y agua (051)",7,5,2,,,,,
"Construcción (052)",30,8,19,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1908,333,5,1229,74,267,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",22,8,2,9,2,1,,
"Comercio al por mayor (055)",86,34,,33,3,16,,
"Comercio al por menor (056)",1800,291,3,1187,69,250,,
"Hoteles y restaurantes (057)",819,188,51,502,24,54,,
"Trans., almac. y comunicaciones (058)",104,65,10,25,4,,,
"Intermediación financiera (059)",16,13,,2,1,,,
"Activid.inmobil., empres. y alquileres (060)",190,158,10,14,5,3,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",173,141,32,,,,,
"Enseñanza (062)",841,773,,64,,4,,
"Servicios sociales y de salud (063)",234,222,1,8,1,2,,
"Otras activ. serv.comun.soc y personales (064)",208,113,16,72,4,3,,
"Hogares privados con servicio doméstico (065)",953,,,,,,953,
"Actividad economica no especificada (067)",529,233,66,145,20,65,,
,,,,,,,,
"URBANA (068)",22251,5144,3398,9033,674,2170,939,893
"Agric., ganadería, caza y silvicultura (069)",6474,30,1101,3613,277,1453,,
"Pesca (070)",263,1,108,48,1,105,,
"Explotación de minas y canteras (071)",20,10,8,1,,1,,
"Industrias manufactureras (072)",1028,51,376,507,56,38,,
"Suministro de electricidad, gas y agua (073)",51,15,35,1,,,,
"Construcción (074)",1118,64,820,191,35,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",3697,727,91,2371,158,350,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",362,69,65,202,19,7,,
"Comercio al por mayor (077)",182,67,7,72,18,18,,
"Comercio al por menor (078)",3153,591,19,2097,121,325,,
"Hoteles y restaurantes (079)",1025,278,66,583,32,66,,
"Trans., almac. y comunicaciones (080)",1892,375,388,1048,47,34,,
"Intermediación financiera (081)",44,41,,2,1,,,
"Activid.inmobil., empres. y alquileres (082)",673,512,43,91,20,7,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",584,499,85,,,,,
"Enseñanza (084)",1644,1518,,118,,8,,
"Servicios sociales y de salud (085)",415,374,3,28,7,3,,
"Otras activ. serv.comun.soc y personales (086)",457,242,40,160,10,5,,
"Hogares privados con servicio doméstico (087)",939,,,,,,939,
"Actividad economica no especificada (089)",1034,407,234,271,30,92,,
"Desocupado (090)",893,,,,,,,893
"Hombres (091)",14368,2978,2950,6353,504,902,50,631
"Agric., ganadería, caza y silvicultura (092)",4813,25,870,3096,248,574,,
"Pesca (093)",250,,103,46,1,100,,
"Explotación de minas y canteras (094)",18,9,8,1,,,,
"Industrias manufactureras (095)",771,34,348,325,44,20,,
"Suministro de electricidad, gas y agua (096)",44,10,33,1,,,,
"Construcción (097)",1090,56,802,189,35,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",1829,395,87,1171,87,89,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",341,61,64,193,17,6,,
"Comercio al por mayor (100)",98,33,7,40,16,2,,
"Comercio al por menor (101)",1390,301,16,938,54,81,,
"Hoteles y restaurantes (102)",224,92,19,88,9,16,,
"Trans., almac. y comunicaciones (103)",1790,311,378,1024,43,34,,
"Intermediación financiera (104)",28,28,,,,,,
"Activid.inmobil., empres. y alquileres (105)",484,354,33,77,15,5,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",414,360,54,,,,,
"Enseñanza (107)",876,816,,56,,4,,
"Servicios sociales y de salud (108)",198,168,2,20,6,2,,
"Otras activ. serv.comun.soc y personales (109)",261,135,26,92,6,2,,
"Hogares privados con servicio doméstico (110)",50,,,,,,50,
"Actividad economica no especificada (112)",597,185,187,167,10,48,,
"Desocupado (113)",631,,,,,,,631
