"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",122,111,7,3,1
,,,,,
"URBANA (036)",6061,4269,686,546,560
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",37,,8,2,27
"Profes., científicos e intelectuales (038)",1036,243,328,300,165
"Técnicos de nivel medio y trab. asimilados (039)",226,92,18,22,94
"Jefes y empleados de oficina (040)",229,32,19,31,147
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",631,582,18,13,18
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1009,976,33,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",820,667,85,59,9
"Obreros construc.,conf.,papel, fab., instr. (044)",277,193,44,26,14
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",1554,1305,112,75,62
"Otra (046)",19,,,,19
"Ocupación no especificada (047)",223,179,21,18,5
"Hombres (048)",3920,2721,464,386,349
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",28,,3,1,24
"Profes., científicos e intelectuales (050)",553,114,171,184,84
"Técnicos de nivel medio y trab. asimilados (051)",128,56,16,16,40
"Jefes y empleados de oficina (052)",117,12,10,13,82
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",233,203,8,6,16
"Agricult.trabaj.calif.agrop.y pesqueros (054)",801,772,29,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",717,579,72,57,9
"Obreros construc.,conf.,papel, fab., instr. (056)",271,187,44,26,14
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",908,686,97,68,57
"Otra (058)",19,,,,19
"Ocupación no especificada (059)",145,112,14,15,4
"Mujeres (060)",2141,1548,222,160,211
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",9,,5,1,3
"Profes., científicos e intelectuales (062)",483,129,157,116,81
"Técnicos de nivel medio y trab. asimilados (063)",98,36,2,6,54
"Jefes y empleados de oficina (064)",112,20,9,18,65
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",398,379,10,7,2
"Agricult.trabaj.calif.agrop.y pesqueros (066)",208,204,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",103,88,13,2,
"Obreros construc.,conf.,papel, fab., instr. (068)",6,6,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",646,619,15,7,5
"Ocupación no especificada (071)",78,67,7,3,1
,,,,,
"RURAL (072)",3940,3343,369,164,64
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",9,,3,,6
"Profes., científicos e intelectuales (074)",149,61,69,17,2
"Técnicos de nivel medio y trab. asimilados (075)",62,28,11,19,4
"Jefes y empleados de oficina (076)",39,12,5,6,16
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",164,131,12,18,3
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1510,1464,46,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",328,218,64,40,6
"Obreros construc.,conf.,papel, fab., instr. (080)",122,71,31,17,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1433,1252,119,42,20
"Otra (082)",1,,,,1
"Ocupación no especificada (083)",123,106,9,5,3
"Hombres (084)",2868,2372,289,153,54
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,1,,6
"Profes., científicos e intelectuales (086)",92,33,43,15,1
"Técnicos de nivel medio y trab. asimilados (087)",50,20,8,18,4
"Jefes y empleados de oficina (088)",31,9,5,5,12
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",66,44,4,15,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1202,1167,35,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",296,188,63,39,6
"Obreros construc.,conf.,papel, fab., instr. (092)",113,65,28,17,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",931,784,93,39,15
"Otra (094)",1,,,,1
"Ocupación no especificada (095)",79,62,9,5,3
"Mujeres (096)",1072,971,80,11,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,,2,,
"Profes., científicos e intelectuales (098)",57,28,26,2,1
"Técnicos de nivel medio y trab. asimilados (099)",12,8,3,1,
"Jefes y empleados de oficina (100)",8,3,,1,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",98,87,8,3,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",308,297,11,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",32,30,1,1,
"Obreros construc.,conf.,papel, fab., instr. (104)",9,6,3,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",502,468,26,3,5
"Ocupación no especificada (107)",44,44,,,
