"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",67,,,2,9,4,15,5,32
"Profes., científicos e intelectuales (038)",2520,,,,86,112,562,171,1589
"Técnicos de nivel medio ytrab.asimilados (039)",1655,2,,42,356,225,655,112,263
"Jefes y empleados de oficina (040)",1521,,,20,437,150,516,119,279
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",5328,228,2,1060,2270,414,782,225,347
"Agricult.trabaj. calif.agrop. y pesquros (042)",2160,80,4,670,961,122,154,59,110
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",3451,50,3,536,1457,276,796,114,219
"Obreros. construc., conf., papel, fab., instr (044)",4579,84,8,805,2517,343,469,167,186
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",11099,565,23,3049,5205,724,854,275,404
"Otra (046)",127,,,,29,4,61,8,25
"Ocupación no especificada (047)",638,41,1,136,246,40,88,26,60
"Hombres (048)",23716,500,34,4560,10613,1718,3127,948,2216
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",45,,,2,8,2,8,2,23
"Profes., científicos e intelectuales (050)",1218,,,,38,54,195,108,823
"Técnicos de nivel medio ytrab.asimilados (051)",1131,,,15,263,169,405,90,189
"Jefes y empleados de oficina (052)",773,,,14,275,61,195,59,169
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",2203,34,2,352,1052,183,295,124,161
"Agricult.trabaj. calif.agrop. y pesquros (054)",2065,72,4,624,938,117,149,56,105
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",3125,35,3,492,1319,245,723,106,202
"Obreros. construc., conf., papel, fab., instr (056)",4495,81,7,790,2480,332,458,163,184
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",8245,274,17,2222,4083,533,598,219,299
"Otra (058)",124,,,,29,4,59,7,25
"Ocupación no especificada (059)",292,4,1,49,128,18,42,14,36
"Mujeres (060)",9429,550,7,1760,2960,696,1825,333,1298
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",22,,,,1,2,7,3,9
"Profes., científicos e intelectuales (062)",1302,,,,48,58,367,63,766
"Técnicos de nivel medio ytrab.asimilados (063)",524,2,,27,93,56,250,22,74
"Jefes y empleados de oficina (064)",748,,,6,162,89,321,60,110
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",3125,194,,708,1218,231,487,101,186
"Agricult.trabaj. calif.agrop. y pesquros (066)",95,8,,46,23,5,5,3,5
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",326,15,,44,138,31,73,8,17
"Obreros. construc., conf., papel, fab., instr (068)",84,3,1,15,37,11,11,4,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2854,291,6,827,1122,191,256,56,105
"Otra (070)",3,,,,,,2,1,
"Ocupación no especificada (071)",346,37,,87,118,22,46,12,24
,,,,,,,,,
"RURAL (072)",4815,340,16,1646,1890,278,425,90,130
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",4,,,1,,,2,,1
"Profes., científicos e intelectuales (074)",78,,,,4,8,22,4,40
"Técnicos de nivel medio ytrab.asimilados (075)",59,1,,5,3,5,34,5,6
"Jefes y empleados de oficina (076)",59,,,,12,10,26,3,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",294,16,,75,128,21,37,9,8
"Agricult.trabaj. calif.agrop. y pesquros (078)",1005,64,2,430,392,37,52,14,14
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",132,4,1,16,68,9,29,2,3
"Obreros. construc., conf., papel, fab., instr (080)",313,8,,78,187,17,18,,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2844,244,13,1035,1083,169,203,53,44
"Ocupación no especificada (083)",27,3,,6,13,2,2,,1
"Hombres (084)",4139,265,15,1445,1695,231,319,73,96
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",3,,,1,,,1,,1
"Profes., científicos e intelectuales (086)",37,,,,1,1,9,4,22
"Técnicos de nivel medio ytrab.asimilados (087)",32,1,,3,2,4,17,3,2
"Jefes y empleados de oficina (088)",20,,,,6,4,7,1,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",128,5,,32,62,8,13,4,4
"Agricult.trabaj. calif.agrop. y pesquros (090)",954,56,2,411,373,36,48,14,14
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",116,4,1,13,62,7,25,1,3
"Obreros. construc., conf., papel, fab., instr (092)",308,8,,76,185,16,18,,5
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2527,189,12,908,995,154,181,46,42
"Ocupación no especificada (095)",14,2,,1,9,1,,,1
"Mujeres (096)",676,75,1,201,195,47,106,17,34
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,1,,
"Profes., científicos e intelectuales (098)",41,,,,3,7,13,,18
"Técnicos de nivel medio ytrab.asimilados (099)",27,,,2,1,1,17,2,4
"Jefes y empleados de oficina (100)",39,,,,6,6,19,2,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",166,11,,43,66,13,24,5,4
"Agricult.trabaj. calif.agrop. y pesquros (102)",51,8,,19,19,1,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",16,,,3,6,2,4,1,
"Obreros. construc., conf., papel, fab., instr (104)",5,,,2,2,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",317,55,1,127,88,15,22,7,2
"Ocupación no especificada (107)",13,1,,5,4,1,2,,
