"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",1247,799,173,150,125
"Hogares privados con servicio doméstico (041)",37,37,,,
"Actividad economica no especificada (043)",375,243,39,40,53
"Mujeres (044)",16647,11273,1506,1537,2331
"Agric., ganadería, caza y silvicultura (045)",2533,1108,536,428,461
"Pesca (046)",16,9,,3,4
"Explotación de minas y canteras (047)",10,3,1,2,4
"Industrias manufactureras (048)",842,401,52,127,262
"Suministro de electricidad, gas y agua (049)",24,3,2,9,10
"Construcción (050)",33,18,3,8,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",5422,5107,233,60,22
"Venta, mant.y rep. veh.autom y motoc. (052)",83,60,14,8,1
"Comercio al por mayor (053)",200,147,20,12,21
"Comercio al por menor (054)",5139,4900,199,40,
"Hoteles y restaurantes (055)",1930,1719,166,35,10
"Trans., almac. y comunicaciones (056)",341,243,18,37,43
"Intermediación financiera (057)",86,10,20,46,10
"Activid.inmobil., empres. y alquileres (058)",570,328,82,88,72
"Admin.pub. y defensa; p. segur soc.afil (059)",451,,,,451
"Enseñanza (060)",1631,213,262,552,604
"Servicios sociales y de salud (061)",473,119,17,31,306
"Otras activ. serv.comun.soc y personales (062)",738,537,74,80,47
"Hogares privados con servicio doméstico (063)",1113,1113,,,
"Actividad economica no especificada (065)",434,342,40,31,21
,,,,,
"URBANA (066)",43030,27531,4636,4474,6389
"Agric., ganadería, caza y silvicultura (067)",6878,3389,1355,1087,1047
"Pesca (068)",787,508,95,121,63
"Explotación de minas y canteras (069)",71,23,6,13,29
"Industrias manufactureras (070)",3943,1716,425,565,1237
"Suministro de electricidad, gas y agua (071)",121,22,12,48,39
"Construcción (072)",2663,1827,446,252,138
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",10429,9400,646,247,136
"Venta, mant.y rep. veh.autom y motoc. (074)",1141,867,137,67,70
"Comercio al por mayor (075)",536,363,54,53,66
"Comercio al por menor (076)",8752,8170,455,127,
"Hoteles y restaurantes (077)",2698,2317,278,81,22
"Trans., almac. y comunicaciones (078)",4823,3836,337,358,292
"Intermediación financiera (079)",228,44,35,109,40
"Activid.inmobil., empres. y alquileres (080)",2189,1142,284,403,360
"Admin.pub. y defensa; p. segur soc.afil (081)",1281,,,,1281
"Enseñanza (082)",2571,281,379,854,1057
"Servicios sociales y de salud (083)",671,181,21,43,426
"Otras activ. serv.comun.soc y personales (084)",1905,1287,241,223,154
"Hogares privados con servicio doméstico (085)",1057,1057,,,
"Actividad economica no especificada (087)",715,501,76,70,68
"Hombres (088)",28079,17347,3397,3049,4286
"Agric., ganadería, caza y silvicultura (089)",5412,2865,1048,759,740
"Pesca (090)",771,499,95,118,59
"Explotación de minas y canteras (091)",62,20,6,11,25
"Industrias manufactureras (092)",3158,1328,378,443,1009
"Suministro de electricidad, gas y agua (093)",97,19,10,39,29
"Construcción (094)",2631,1810,443,244,134
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",5219,4498,419,187,115
"Venta, mant.y rep. veh.autom y motoc. (096)",1061,810,123,59,69
"Comercio al por mayor (097)",341,219,35,41,46
"Comercio al por menor (098)",3817,3469,261,87,
"Hoteles y restaurantes (099)",845,666,120,46,13
"Trans., almac. y comunicaciones (100)",4488,3598,320,321,249
"Intermediación financiera (101)",144,34,16,64,30
"Activid.inmobil., empres. y alquileres (102)",1635,828,203,316,288
"Admin.pub. y defensa; p. segur soc.afil (103)",843,,,,843
"Enseñanza (104)",985,87,127,306,465
"Servicios sociales y de salud (105)",214,66,6,13,129
"Otras activ. serv.comun.soc y personales (106)",1187,768,167,143,109
"Hogares privados con servicio doméstico (107)",37,37,,,
"Actividad economica no especificada (109)",351,224,39,39,49
"Mujeres (110)",14951,10184,1239,1425,2103
"Agric., ganadería, caza y silvicultura (111)",1466,524,307,328,307
"Pesca (112)",16,9,,3,4
"Explotación de minas y canteras (113)",9,3,,2,4
"Industrias manufactureras (114)",785,388,47,122,228
"Suministro de electricidad, gas y agua (115)",24,3,2,9,10
"Construcción (116)",32,17,3,8,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",5210,4902,227,60,21
"Venta, mant.y rep. veh.autom y motoc. (118)",80,57,14,8,1
"Comercio al por mayor (119)",195,144,19,12,20
"Comercio al por menor (120)",4935,4701,194,40,
"Hoteles y restaurantes (121)",1853,1651,158,35,9
"Trans., almac. y comunicaciones (122)",335,238,17,37,43
"Intermediación financiera (123)",84,10,19,45,10
"Activid.inmobil., empres. y alquileres (124)",554,314,81,87,72
"Admin.pub. y defensa; p. segur soc.afil (125)",438,,,,438
"Enseñanza (126)",1586,194,252,548,592
"Servicios sociales y de salud (127)",457,115,15,30,297
"Otras activ. serv.comun.soc y personales (128)",718,519,74,80,45
"Hogares privados con servicio doméstico (129)",1020,1020,,,
"Actividad economica no especificada (131)",364,277,37,31,19
,,,,,
"RURAL (132)",7450,4926,1212,514,798
"Agric., ganadería, caza y silvicultura (133)",5764,3738,1052,361,613
"Pesca (134)",20,13,4,2,1
"Explotación de minas y canteras (135)",40,3,8,24,5
"Industrias manufactureras (136)",255,102,27,52,74
"Suministro de electricidad, gas y agua (137)",3,,1,2,
"Construcción (138)",102,67,19,10,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",390,361,17,7,5
"Venta, mant.y rep. veh.autom y motoc. (140)",38,31,1,2,4
"Comercio al por mayor (141)",17,7,6,3,1
"Comercio al por menor (142)",335,323,10,2,
"Hoteles y restaurantes (143)",102,87,14,,1
"Trans., almac. y comunicaciones (144)",287,239,29,15,4
"Intermediación financiera (145)",5,1,1,2,1
"Activid.inmobil., empres. y alquileres (146)",87,51,15,11,10
"Admin.pub. y defensa; p. segur soc.afil (147)",27,,,,27
"Enseñanza (148)",79,30,14,19,16
"Servicios sociales y de salud (149)",22,8,2,1,11
"Otras activ. serv.comun.soc y personales (150)",80,49,6,7,18
"Hogares privados con servicio doméstico (151)",93,93,,,
"Actividad economica no especificada (153)",94,84,3,1,6
"Hombres (154)",5754,3837,945,402,570
"Agric., ganadería, caza y silvicultura (155)",4697,3154,823,261,459
"Pesca (156)",20,13,4,2,1
"Explotación de minas y canteras (157)",39,3,7,24,5
"Industrias manufactureras (158)",198,89,22,47,40
"Suministro de electricidad, gas y agua (159)",3,,1,2,
"Construcción (160)",101,66,19,10,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",178,156,11,7,4
"Venta, mant.y rep. veh.autom y motoc. (162)",35,28,1,2,4
"Comercio al por mayor (163)",12,4,5,3,
"Comercio al por menor (164)",131,124,5,2,
"Hoteles y restaurantes (165)",25,19,6,,
"Trans., almac. y comunicaciones (166)",281,234,28,15,4
"Intermediación financiera (167)",3,1,,1,1
"Activid.inmobil., empres. y alquileres (168)",71,37,14,10,10
"Admin.pub. y defensa; p. segur soc.afil (169)",14,,,,14
"Enseñanza (170)",34,11,4,15,4
"Servicios sociales y de salud (171)",6,4,,,2
"Otras activ. serv.comun.soc y personales (172)",60,31,6,7,16
"Actividad economica no especificada (175)",24,19,,1,4
"Mujeres (176)",1696,1089,267,112,228
"Agric., ganadería, caza y silvicultura (177)",1067,584,229,100,154
"Explotación de minas y canteras (179)",1,,1,,
"Industrias manufactureras (180)",57,13,5,5,34
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",212,205,6,,1
"Venta, mant.y rep. veh.autom y motoc. (184)",3,3,,,
"Comercio al por mayor (185)",5,3,1,,1
"Comercio al por menor (186)",204,199,5,,
"Hoteles y restaurantes (187)",77,68,8,,1
"Trans., almac. y comunicaciones (188)",6,5,1,,
"Intermediación financiera (189)",2,,1,1,
"Activid.inmobil., empres. y alquileres (190)",16,14,1,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",13,,,,13
"Enseñanza (192)",45,19,10,4,12
"Servicios sociales y de salud (193)",16,4,2,1,9
"Otras activ. serv.comun.soc y personales (194)",20,18,,,2
"Hogares privados con servicio doméstico (195)",93,93,,,
"Actividad economica no especificada (197)",70,65,3,,2
