"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Ocupación no especificada (037)",72,,21,27,16,8
"Desocupado (038)",50,6,25,6,9,4
,,,,,,
"URBANA (039)",1122,8,273,491,293,57
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",19,,2,11,5,1
"Profes., científicos e intelectuales (041)",242,,37,142,60,3
"Técnicos de nivel medio y trab.asimilados (042)",28,,5,17,4,2
"Jefes y empleados de oficina (043)",47,,7,20,20,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",149,,31,77,35,6
"Agricult.trabaj. calif. agrop. y pesqueros (045)",230,,45,76,87,22
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",37,,8,18,10,1
"Obreros construc., conf., papel, fab., instr. (047)",31,,7,14,8,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",236,7,93,75,47,14
"Otra (049)",15,,4,10,1,
"Ocupación no especificada (050)",35,,14,11,5,5
"Desocupado (051)",53,1,20,20,11,1
"Hombres (052)",812,5,188,338,232,49
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",16,,2,8,5,1
"Profes., científicos e intelectuales (054)",148,,12,84,49,3
"Técnicos de nivel medio y trab.asimilados (055)",19,,3,10,4,2
"Jefes y empleados de oficina (056)",35,,3,16,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",62,,15,28,14,5
"Agricult.trabaj. calif. agrop. y pesqueros (058)",218,,43,72,82,21
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",36,,8,18,9,1
"Obreros construc., conf., papel, fab., instr. (060)",31,,7,14,8,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",173,5,67,56,34,11
"Otra (062)",15,,4,10,1,
"Ocupación no especificada (063)",13,,7,2,1,3
"Desocupado (064)",46,,17,20,9,
"Mujeres (065)",310,3,85,153,61,8
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,,,3,,
"Profes., científicos e intelectuales (067)",94,,25,58,11,
"Técnicos de nivel medio y trab.asimilados (068)",9,,2,7,,
"Jefes y empleados de oficina (069)",12,,4,4,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",87,,16,49,21,1
"Agricult.trabaj. calif. agrop. y pesqueros (071)",12,,2,4,5,1
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",1,,,,1,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",63,2,26,19,13,3
"Ocupación no especificada (076)",22,,7,9,4,2
"Desocupado (077)",7,1,3,,2,1
,,,,,,
"RURAL (078)",3538,43,1059,1259,840,337
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",3,,,3,,
"Profes., científicos e intelectuales (080)",153,,25,92,36,
"Técnicos de nivel medio y trab.asimilados (081)",15,,5,6,4,
"Jefes y empleados de oficina (082)",22,,3,14,4,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",95,,33,34,24,4
"Agricult.trabaj. calif. agrop. y pesqueros (084)",1977,,390,747,588,252
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",41,,7,13,12,9
"Obreros construc., conf., papel, fab., instr. (086)",44,,13,18,11,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",944,36,478,268,119,43
"Otra (088)",1,,1,,,
"Ocupación no especificada (089)",59,,16,22,12,9
"Desocupado (090)",184,7,88,42,30,17
"Hombres (091)",3045,28,892,1077,753,295
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",3,,,3,,
"Profes., científicos e intelectuales (093)",91,,13,50,28,
"Técnicos de nivel medio y trab.asimilados (094)",11,,4,4,3,
"Jefes y empleados de oficina (095)",18,,3,11,3,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",46,,15,17,13,1
"Agricult.trabaj. calif. agrop. y pesqueros (097)",1876,,369,711,564,232
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",37,,6,13,12,6
"Obreros construc., conf., papel, fab., instr. (099)",44,,13,18,11,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",768,26,400,210,96,36
"Otra (101)",1,,1,,,
"Ocupación no especificada (102)",9,,2,4,,3
"Desocupado (103)",141,2,66,36,23,14
"Mujeres (104)",493,15,167,182,87,42
"Profes., científicos e intelectuales (106)",62,,12,42,8,
"Técnicos de nivel medio y trab.asimilados (107)",4,,1,2,1,
"Jefes y empleados de oficina (108)",4,,,3,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",49,,18,17,11,3
"Agricult.trabaj. calif. agrop. y pesqueros (110)",101,,21,36,24,20
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",4,,1,,,3
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",176,10,78,58,23,7
"Ocupación no especificada (115)",50,,14,18,12,6
"Desocupado (116)",43,5,22,6,7,3
