"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",4984,,,,980,2235,1045,686,38
"Superior no univ. completo (036)",4973,,,,,2233,1638,1061,41
"Superior univ. incompleto (037)",6894,,,,1346,3364,1160,993,31
"Superior univ. completo (038)",10906,,,,,3660,3711,3425,110
"Hombres (040)",54317,2264,5668,6732,6216,11242,8875,11242,2078
"Sin nivel (041)",3380,2264,395,20,42,59,82,261,257
"Educación inicial (042)",1275,,1219,14,11,17,14,,
"Primaria (043)",13229,,4054,3789,276,455,810,2584,1261
"Secundaria (044)",21953,,,2909,4884,5072,4079,4612,397
"Superior no univ. incompleto (045)",2586,,,,422,1119,581,435,29
"Superior no univ. completo (046)",2622,,,,,1164,831,600,27
"Superior univ. incompleto (047)",3585,,,,581,1661,654,667,22
"Superior univ. completo (048)",5687,,,,,1695,1824,2083,85
"Mujeres (050)",53682,2168,5355,6596,6259,11272,8686,10831,2515
"Sin nivel (051)",5429,2168,290,39,39,113,186,1250,1344
"Educación inicial (052)",1221,,1176,11,6,16,12,,
"Primaria (053)",15414,,3889,3642,305,896,1679,4023,980
"Secundaria (054)",18341,,,2904,4586,4394,3145,3178,134
"Superior no univ. incompleto (055)",2398,,,,558,1116,464,251,9
"Superior no univ. completo (056)",2351,,,,,1069,807,461,14
"Superior univ. incompleto (057)",3309,,,,765,1703,506,326,9
"Superior univ. completo (058)",5219,,,,,1965,1887,1342,25
,,,,,,,,,
"RURAL (060)",33802,1448,3685,4346,4064,7128,4958,6365,1808
"Sin nivel (061)",4315,1448,378,30,40,142,243,1097,937
"Educación inicial (062)",719,,681,7,4,18,9,,
"Primaria (063)",13061,,2626,2777,458,1424,1733,3254,789
"Secundaria (064)",12806,,,1532,3254,4035,2269,1647,69
"Superior no univ. incompleto (065)",872,,,,166,485,150,71,
"Superior no univ. completo (066)",655,,,,,358,214,79,4
"Superior univ. incompleto (067)",686,,,,142,384,99,58,3
"Superior univ. completo (068)",688,,,,,282,241,159,6
"Hombres (070)",17953,714,1887,2280,2072,3874,2795,3442,889
"Sin nivel (071)",1587,714,182,15,17,40,71,271,277
"Educación inicial (072)",352,,335,5,2,4,6,,
"Primaria (073)",6582,,1370,1457,197,580,745,1687,546
"Secundaria (074)",7538,,,803,1698,2355,1443,1185,54
"Superior no univ. incompleto (075)",534,,,,80,282,116,56,
"Superior no univ. completo (076)",484,,,,,243,175,63,3
"Superior univ. incompleto (077)",391,,,,78,200,64,46,3
"Superior univ. completo (078)",485,,,,,170,175,134,6
"Mujeres (080)",15849,734,1798,2066,1992,3254,2163,2923,919
"Sin nivel (081)",2728,734,196,15,23,102,172,826,660
"Educación inicial (082)",367,,346,2,2,14,3,,
"Primaria (083)",6479,,1256,1320,261,844,988,1567,243
"Secundaria (084)",5268,,,729,1556,1680,826,462,15
"Superior no univ. incompleto (085)",338,,,,86,203,34,15,
"Superior no univ. completo (086)",171,,,,,115,39,16,1
"Superior univ. incompleto (087)",295,,,,64,184,35,12,
"Superior univ. completo (088)",203,,,,,112,66,25,
